frequency_index,term,F3_real,F3_imag,M5_real,M5_imag
0,rigid_inertia,249.4681931469683,-1668.1862997380333,1319.580012723552,263.25305965203864
0,added_inertia,1386.0051210023717,-3265.2071644404664,1738.9255061736576,-64.41141330742641
0,radiation_damping,-1286.739219770353,1183.0793113251743,-659.3547315481861,-234.7919967143769
0,restoring,54.302540956126364,984.2246347256095,-405.01118873209384,128.76375152919516
1,rigid_inertia,194.0602551224627,-2240.2960269889095,1528.3853863513887,-76.81872919633253
1,added_inertia,1822.8180529365604,-5010.92244323692,2102.2843797937608,-463.92627719149164
1,radiation_damping,-1823.3722270529092,1443.8792733800724,-1062.093089711006,-204.56961581676592
1,restoring,171.8215927892,1852.8426988750618,-673.885496039393,434.6302133525589
2,rigid_inertia,-535.8775267863638,-2973.3412608276994,1877.3578067748265,-789.70065688951
2,added_inertia,1357.067376665018,-8502.966384622923,2737.6655505428894,-1219.8843334428539
2,radiation_damping,-1985.9945987467106,3107.233629072606,-1974.1915232586161,42.19146051547165
2,restoring,1321.5554563241935,3559.7110868873115,-1061.697643519897,1332.6531366987647
3,rigid_inertia,-1839.7485928615633,-3399.8090682038105,2061.30458545474,-1694.6263375455158
3,added_inertia,-1238.9011782599605,-12002.339257430445,3377.841283827308,-2463.9685614302784
3,radiation_damping,-777.3544866390621,5475.961052091936,-3020.953293533674,827.7091897495774
3,restoring,3882.7861726540254,4824.793604041606,-1038.9691924034032,2580.1145735311015
4,rigid_inertia,-4675.993337530026,-2009.031217753165,1011.1230636090794,-3416.6724242217147
4,added_inertia,-11084.466580011875,-12920.252708017197,2518.187558958676,-5808.533984291006
4,radiation_damping,5295.460631057478,7282.415657882531,-3405.3041958960675,3892.3111230024706
4,restoring,10364.650174962031,2339.0219115373675,1049.207502602008,4498.359043445016
5,rigid_inertia,-3345.196650049518,2154.472601299113,-1523.7274696658085,-2295.036818686124
5,added_inertia,-13826.641226186763,795.1676763215146,-2472.0885911856935,-5441.419663112103
5,radiation_damping,8857.029428971873,-820.7160465927577,887.6918668042601,4960.3351477823035
5,restoring,8098.439155618706,-7572.289195347239,4077.6303027602944,1885.3851677774396
6,rigid_inertia,-935.4482808091798,1927.7445745634511,-1215.7011054597717,-745.2510721583783
6,added_inertia,-6395.332413374488,4019.1110445560903,-3038.164116243432,-2666.51580747552
6,radiation_damping,4740.594651301543,-3641.462263583726,2041.9452912766164,2641.4999863573485
6,restoring,2275.7661700095086,-7825.570100216648,2987.7403795561722,-153.5775037283256
7,rigid_inertia,-252.2958320885964,1217.0510525666673,-717.867908453315,-304.605023951209
7,added_inertia,-3083.289842423083,3094.0245800416883,-2568.7985907059765,-1613.1108316702957
7,radiation_damping,2621.0257606149908,-3302.893838252189,1794.0281607530073,1532.4877581577884
7,restoring,325.9327098765882,-6558.489705561728,2093.668622020535,-553.3757015609145
