frequency_index,status,heave_amplitude_relative_error,pitch_amplitude_relative_error,heave_phase_circular_error_deg,pitch_phase_circular_error_deg,point_acceleration_kinematic_relative_residual
0,PASS,1.8026264535524975e-15,2.560108319184046e-16,1.7053025658242404e-13,1.7053025658242404e-13,0.0
1,PASS,1.2240276955642021e-15,7.641635331396571e-16,5.684341886080802e-14,8.526512829121202e-14,0.0
2,PASS,1.9204855413256013e-15,3.128351125370238e-15,5.684341886080802e-14,2.2737367544323206e-13,0.0
3,PASS,1.7476838721259037e-14,1.2190727443681345e-14,9.379164112033322e-13,1.1368683772161603e-12,0.0
4,PASS,6.260728750014183e-14,7.812608744992797e-14,5.5706550483591855e-12,5.6559201766503975e-12,0.0
5,PASS,2.5393644395319607e-13,2.555146263991732e-13,3.950617610826157e-12,4.206412995699793e-12,0.0
6,PASS,2.4034196720925614e-13,2.305036949362501e-13,1.7337242752546445e-11,1.3443468560581096e-11,0.0
7,PASS,2.484773283592051e-13,2.18146326445263e-13,9.43600753089413e-12,7.844391802791506e-12,0.0
