x_m,beam_m,draft_m,deadrise_deg,waterplane_beam_override_m,submerged_area_override_m2,centroid_z_override_m,offset_points_m
1.7902623815836317e-05,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.016002068483958694,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.031986234344101555,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.047970400204244416,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.06395456606438726,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.07993873192453012,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.09592289778467299,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.11190706364481584,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.1278912295049587,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.14387539536510158,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.15985956122524442,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.17584372708538729,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.19182789294553015,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.207812058805673,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.22379622466581586,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.2397803905259587,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.25576455638610157,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.2717487222462444,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.2877328881063873,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.30371705396653015,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.319701219826673,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.3356853856868159,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.3516695515469587,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.36765371740710157,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.38363788326724446,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.3996220491273873,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.41560621498753014,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.431590380847673,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.4475745467078159,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.4635587125679587,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.47954287842810156,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.49552704428824446,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.5115112101483873,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.5274953760085301,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.543479541868673,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.5594637077288158,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.5754478735889588,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
0.5914320394491016,0.424,0.06360304809710841,16.7,0.424,0.013483846196586984,0.02120101603236947,
