root_xi_scale,status,kinematic_rms,kinematic_integral,kinematic_convergence_integral,dipole_coefficient,condition_number,root_thickness,interface_s_lambda,measured_s_lambda,root_relative_mismatch,jet_reached_tip,jet_point_count,condition_number_ratio,matching_surface_shift_panels,reason
1.0,PHYSICAL,0.025305199297863006,0.014627398439990525,0.015398311798509449,7.59513816886832,252669.37795239687,0.06437206796740762,4.026013516370628,4.02601809835622,1.1380949351517429e-06,True,2743.0,0.9997073397567728,0.0,
0.99,PHYSICAL,0.0449592013040275,0.03893654185590852,0.039732838555754935,7.490313013323462,252384.13457430247,0.05453982994609433,4.042390456253565,4.043226390137253,0.00020679196943850168,True,2712.0,0.9985787506851216,1.03125,
0.98,PHYSICAL,0.07308279471651236,0.0932787006640672,0.09406447585067751,7.385633184936214,252125.001078653,0.04547953120638032,4.045094876104793,4.045494649553473,9.882918965425847e-05,True,2688.0,0.9975534675278314,4.90234375,
0.95,REJECTED_PHYSICAL,,,,,,,,,,,,,,The truncated spray-jet control surface projects below eta=0.
