eta,xi,pressure_coefficient
-0.9750691251250405,0.06849701576619989,6.0892702203616
-0.9252073753751213,0.20549104729859968,6.228735865865412
-0.8753456256252024,0.34248507883099943,6.31361451936197
-0.8254838758752834,0.47947911036339924,6.369946610227368
-0.7756221261253642,0.6164731418957989,6.422170846679986
-0.7257603763754452,0.7534671734281988,6.47648276370874
-0.675898626625526,0.8904612049605986,6.535665220285019
-0.626036876875607,1.0274552364929983,6.601542461767293
-0.576175127125688,1.1644492680253982,6.675662193304592
-0.5263133773757689,1.301443299557798,6.7595652969828945
-0.47645162762584986,1.4384373310901977,6.85494216561694
-0.4265898778759308,1.5754313626225975,6.963764064504471
-0.37672812812601175,1.7124253941549972,7.088426965289077
-0.3268663783760927,1.849419425687397,7.231935114357415
-0.27700462862617364,1.9864134572197967,7.398156839218762
-0.22714287887625456,2.1234074887521963,7.5922024676569295
-0.17728112912633553,2.2604015202845966,7.821010028747137
-0.12741937937641645,2.397395551816996,8.094296633280004
-0.07755762962649737,2.5343895833493963,8.426185820746172
-0.027695879876578344,2.6713836148817958,8.838164379202077
0.022165869873340793,2.8083776464141956,9.36485406297583
0.07202761962325988,2.9453716779465955,10.066194617007568
0.12188936937317885,3.082365709478995,11.053044455133955
0.17175111912309793,3.219359741011395,11.75392742236387
