smoothing_enabled,substeps_per_plane_interval,time_step_s,body_panels_per_side,free_surface_panels_per_side,uniform_near_body_panel_count,knuckle_separation_model,pressure_interpolation,jet_cut_distance_fraction,jet_cut_threshold_over_beam,separation_event_count,first_separation_from_leading_over_beam,raw_vertical_force_coefficient,stern_corrected_vertical_force_coefficient,max_potential_bvp_relative_residual,max_pressure_bvp_relative_residual,max_contact_constraint_abs_m,maximum_jet_cut_count,runtime_s,response_calibration_used,raw_vertical_force_coefficient_change_from_previous_percent,stern_corrected_vertical_force_coefficient_change_from_previous_percent
True,16,0.0015551924611665996,16,20,6,artificial_surface,constant_panel,1.0,,1,1.5820512546476628,0.0729471456428486,0.05615392040034012,2.104908872058663e-15,2.3082520629851408e-15,0.0,114,37.449453500000004,False,,
