outer_iteration,step_factor,source_formal_exact_objective,candidate_formal_exact_objective,formal_exact_relative_decrease,source_reduced_objective,source_weak_objective,residual_generator,average_mode_count,jump_mode_count,source_projected_integral,source_unresolved_integral,candidate_reduced_objective,candidate_projected_integral,candidate_unresolved_integral,candidate_unrepresented_projected_integral,gmres_info,krylov_iterations,jvp_calls,direction_solver,exact_subspace_rank,exact_subspace_condition_number,trust_region_step_scale,right_preconditioner,right_scale_minimum,right_scale_median,right_scale_maximum,geometric_ratio_minimum,geometric_ratio_median,geometric_ratio_maximum,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_root_relative_mismatch
1,0.5,0.0017419306200147956,0.0017032008207455555,0.022233835736185162,0.0017419306200147958,0.0008915050108560383,source_aligned_exact,,,0.0012821285790048148,0.0004598020410099806,0.001702725451451959,0.0012426583489940127,0.00046054247175154254,0.00040632437420540864,0,0,129,exact_coordinate_subspace,128,1213.9422164091893,0.14590853677879884,geometric_midpoint,0.9447844664228086,1.000000272823435,5.6486724448574215,84.32500721228418,476.32434465243296,504.16191372823545,23.880996205985817,7.006304645145238,24.021914542099196,4.598418982664648e-07
