frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wavelength_m,wave_amplitude_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract,reference_heave_rao_m_per_m,reference_pitch_rao_rad_per_wave_slope,configuration,heave_digitization_uncertainty_abs,pitch_digitization_uncertainty_abs,case_code,linear_gate_eligible
0,5.653325360619511,16.733999999999998,3.2590219527589674,1.9279358648874625,0.02,-0.0280053907323818,0.1814629771548825,-0.4223085874881555,-0.0913428012629071,0.1836113122549555,0.4320741260580134,0.1325778507543453,0.5408003726314358,-171.22669374547567,-77.79527530272792,-97.60569510552372,171.22669374547567,-77.79527530272792,51.41608013565824,151.4385739915721,0.1048596210442062,0.3088487383389274,4.519311317037762,1.8738308296237735e-16,0.2695978042152577,0.5219269295465796,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.09615384615,0.1192307692,fn167,0.01538461538,0.01538461538,C1,False
1,5.026988740904382,13.7884,2.576885664439888,2.438286414444119,0.02,-0.0346254522823005,0.3582978279839174,-0.719614395468243,0.0224992134621016,0.3599670199945362,0.7199660358458154,0.2793938612725789,0.9793286660800528,-174.4801485962735,-91.79080654227356,-113.17236352134884,174.4801485962735,-91.79080654227356,68.43692068380022,186.18994108101836,0.1395724751751112,0.3797218032274392,4.769863000656462,3.2601047861894093e-16,0.4894940428178088,0.6767802090148093,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.25,0.2769230769,fn167,0.01538461538,0.01538461538,C2,True
2,4.398177939300755,11.1048,1.97253590020566,3.185333816497073,0.02,0.1207078098618834,0.7309644849749406,-1.3643195434735331,0.538261283121173,0.7408639913346664,1.4666605011423337,0.7435405870125948,2.052406220374816,170.6230859297296,-111.53058699960684,-132.1943210185881,-170.6230859297296,-111.53058699960684,91.36081590876722,253.09572210666352,0.1863242104261235,0.5161716225350422,5.845641287282009,6.673092411204195e-17,0.6769998714695242,0.8000512716987782,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.6,0.625,fn167,0.01538461538,0.01538461538,C3,True
3,4.082254547334213,9.86,1.6993368978428782,3.697433578447805,0.032,0.5491244293770845,1.0649075558341108,-1.9192568187752088,1.4895009479310144,1.1981509677045243,2.4294361095329355,1.4296377090480634,3.355274382016456,152.7218990181559,-127.81440033165774,-148.36741382315236,-152.7218990181559,-127.81440033165774,116.48375781984676,326.198433309887,0.3800972044719753,1.0644154595010922,7.103908906501964,2.2205125212712724e-16,0.7534797623934294,0.8486300281869192,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.8076923077,0.8115384615,fn167,0.01538461538,0.01538461538,C4,True
4,3.7697060489612224,8.6966,1.4490864561878756,4.335963034054446,0.032,1.849095004871803,0.8644151293827677,-1.354032230453203,3.972533350246096,2.0411677669774426,4.196954193212448,2.8962759090671595,5.647666906965022,115.05515343526709,-161.1783976413858,177.76555542880897,-115.05515343526709,-161.1783976413858,154.37525639332762,427.1378575009959,0.5037406458460825,1.3937900751053491,8.700122669057453,4.559457095559232e-16,0.8167652470796708,0.8882008069702735,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.9576923077,0.9884615385,fn167,0.01538461538,0.01538461538,C5,True
5,3.456234193356796,7.5978,1.2181075901891778,5.158152988935713,0.035,1.8186608027690132,-1.1171491209366966,2.2824355176348767,3.686225715276406,2.134373274274691,4.3356397355091945,3.559324127383402,5.642609388231974,58.43883385902868,148.23505608591637,126.00926121165094,-58.43883385902868,148.23505608591637,123.21003721018106,325.7284567165658,0.4397374539069242,1.1625270591975654,6.237391501268239,4.07707107418478e-16,0.8682858361332099,0.920031763281077,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,1.057692308,1.092307692,fn167,0.01538461538,0.01538461538,C6,True
6,3.140642654793528,6.560399999999999,1.0058109838842562,6.24688476050946,0.035,0.6823813472033211,-1.3801913323892574,2.530234582948259,1.614799867180328,1.5396663330129206,3.001610510341566,2.984268971442229,3.76845774839419,26.308283673088056,122.54608584273456,98.583013240801,-26.308283673088056,122.54608584273456,66.26546552360705,162.19008083051295,0.2365018934423322,0.5788574925247617,3.075701662424384,1.8500247701921316e-16,0.909010075698777,0.944964928769037,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.9653846154,1.057692308,fn167,0.01538461538,0.01538461538,C7,True
7,2.828070765899892,5.601,0.8155674217941496,7.704066076299785,0.045,0.2518171055990532,-1.19539697442072,2.051770329273137,0.9030024597047556,1.2216324247196848,2.2416901940987377,2.7486264583341136,2.7222832706542603,11.895752697002052,113.75472355700492,87.70347748227925,-11.895752697002052,113.75472355700492,38.3240763439986,85.4012956626322,0.1758585689792066,0.3918828860842845,1.9315144685112933,8.951404977958817e-17,0.9395966526422848,0.9635659368031276,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,1.030769231,1.146153846,fn167,0.01538461538,0.01538461538,C8,True
0,5.653511546225572,20.646,3.259236620385745,1.927808882570773,0.02,0.0192708399627328,0.1260067339363367,-0.2618536810077357,0.0766323764772066,0.1274718097077624,0.2728367119392941,0.0837118453544507,0.3675199404758182,171.30484287198362,-106.31229543368411,-126.41979919047496,-171.30484287198362,-106.31229543368411,54.33579147169356,156.658063403702,0.1108141750173475,0.3194935342929583,5.286906415755468,1.8122623975788261e-16,0.4029827806719668,0.6174479899180991,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.1298076923,0.1254807692,fn226,0.01730769231,0.01730769231,C1,False
1,5.026802804762901,16.879600000000003,2.5766950424428487,2.438466797073037,0.02,0.0678773618899481,0.2276659361901933,-0.3938018581494006,0.2174209932618343,0.2375691788900575,0.449835294072045,0.1745783985541325,0.6356626135925258,163.39833623633717,-118.90342200014122,-140.32044522285247,-163.39833623633717,-118.90342200014122,67.68842334935057,181.11356152019036,0.138045965440493,0.369368870144627,5.602677308228438,1.2336697923094226e-16,0.5938382894184451,0.7461755176855023,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.2639423077,0.2769230769,fn226,0.01730769231,0.01730769231,C2,True
