reuse_step,step_factor,source_formal_exact_objective,source_root_relative_mismatch,source_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_formal_exact_objective,formal_exact_relative_decrease,maximum_displacement_ratio,condition_number,condition_number_ratio,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1,0.75,0.0015879194801885284,3.938086066369213e-07,253250.9558521428,21.55540788539729,6.308246502489705,0.0014952852143594996,0.05833687852864594,0.18729906576883618,253260.681635671,1.000038403738677,4.0161375405223967e-07,21.498225580860286,0.9973471945026036,6.248499451321095,True,
2,0.75,0.0014952852143594996,4.0161375405223967e-07,253260.681635671,21.498225580860286,6.248499451321095,0.0014125060526255604,0.05536011520678174,0.18734741450201492,253270.06170233779,1.000037037200588,4.0959496452562964e-07,21.445156383991737,0.9975314615306765,6.178826859187873,True,
3,0.75,0.0014125060526255604,4.0959496452562964e-07,253270.06170233779,21.445156383991737,6.178826859187873,0.0013387587810311256,0.05221023404278773,0.18738601379076172,253282.4875191589,1.0000490615303586,4.1780520719043856e-07,21.396274324662105,0.9977206014050743,6.09816897675812,True,
4,0.75,0.0013387587810311256,4.1780520719043856e-07,253282.4875191589,21.396274324662105,6.09816897675812,0.0012736256847143941,0.04865185367192536,0.18740415766598972,253289.9230384944,1.000029356626304,4.253521894526312e-07,21.35165865060369,0.9979147923894867,6.005887272870189,True,
5,0.75,0.0012736256847143941,4.253521894526312e-07,253289.9230384944,21.35165865060369,6.005887272870189,0.0012165578906779475,0.044807351737134536,0.18739987881379047,253296.99695148846,1.00002792812643,4.3313052905831147e-07,21.31139443181295,0.9981142346152297,5.901825296052551,True,
6,0.75,0.0012165578906779475,4.3313052905831147e-07,253296.99695148846,21.31139443181295,5.901825296052551,0.0011672288596883303,0.04054803422640888,0.18737157697221324,253304.19241066568,1.000028407202864,4.4082838269622007e-07,21.275573387532393,0.9983191599970068,5.804670480656779,True,
7,0.75,0.0011672288596883303,4.4082838269622007e-07,253304.19241066568,21.275573387532393,5.804670480656779,0.0011254486052512517,0.03579439806537561,0.18731806345036994,253311.89502891237,1.000030408569923,4.485110083361033e-07,21.24429483147535,0.998529837222842,5.806271625280805,True,
8,0.75,0.0011254486052512517,4.485110083361033e-07,253311.89502891237,21.24429483147535,5.806271625280805,0.0010912028086383927,0.03042857439519755,0.1872385862765846,253319.27283698934,1.0000291253913525,4.5607210221779063e-07,21.217666536104133,0.9987465672274626,5.806555197896023,True,
9,0.75,0.0010912028086383927,4.5607210221779063e-07,253319.27283698934,21.217666536104133,5.806555197896023,0.0010644310115205616,0.02453420840369444,0.18713283541239517,253330.35767011822,1.0000437583489197,4.639047331918705e-07,21.19580533121328,0.9989696696922984,5.804966399309005,True,
10,0.75,0.0010644310115205616,4.639047331918705e-07,253330.35767011822,21.19580533121328,5.804966399309005,0.0010457236032076894,0.01757503127060182,0.1870009277290829,253335.65406281437,1.0000209070588495,4.708767607793586e-07,21.17883735664374,0.9991994654459035,5.800942508127773,True,
11,0.75,0.0010457236032076894,4.708767607793586e-07,253335.65406281437,21.17883735664374,5.800942508127773,0.0010352000961859412,0.010063373332559489,0.18690924009090057,253340.65891265927,1.0000197558052515,4.781996209907571e-07,21.166898027741937,0.9994362613631358,5.793927843936273,True,
12,0.5,0.0010352000961859412,4.781996209907571e-07,253340.65891265927,21.166898027741937,5.793927843936273,0.0010331713292300062,0.0019597824260350633,0.1245899052984042,253343.69568021141,1.0000119868937152,2.1486378055764023e-07,21.162523600563603,0.99979333640798,5.7880083363267385,True,
