reuse_step,step_factor,source_formal_exact_objective,source_root_relative_mismatch,source_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_formal_exact_objective,formal_exact_relative_decrease,maximum_displacement_ratio,condition_number,condition_number_ratio,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1,1.0,0.0015879194801885284,3.938086066369213e-07,253250.9558521428,21.55540788539729,6.308246502489705,0.0014660162090848882,0.07676917666452901,0.24972095134727706,253263.83594661579,1.0000508590162263,7.169349681021098e-07,21.476529653054385,0.9963406754925598,6.215100627210306,False,displacement_limit
1,0.75,0.0015879194801885284,3.938086066369213e-07,253250.9558521428,21.55540788539729,6.308246502489705,0.0014952852143594996,0.05833687852864594,0.18729906576883618,253260.681635671,1.000038403738677,4.0161375405223967e-07,21.498225580860286,0.9973471945026036,6.248499451321095,True,
1,0.5,0.0015879194801885284,3.938086066369213e-07,253250.9558521428,21.55540788539729,6.308246502489705,0.0015253027959849321,0.03943316080243691,0.12489834542181502,253260.79110286725,1.0000388359865864,1.7787538884362486e-07,21.51881655907014,0.9983024526132053,6.275393653295405,True,
1,0.25,0.0015879194801885284,3.938086066369213e-07,253250.9558521428,21.55540788539729,6.308246502489705,0.001556225849206875,0.019959217943400068,0.06248696270306035,253255.01523922995,1.0000160291086504,4.4214802959109394e-08,21.537965176446114,0.9991907966184675,6.295432532791352,True,
1,0.125,0.0015879194801885284,3.938086066369213e-07,253250.9558521428,21.55540788539729,6.308246502489705,0.0015719781714796767,0.010039116534396953,0.03127788880189676,253252.61309982574,1.0000065438950758,1.0990867393105676e-08,21.546915107492325,0.9996060024495885,6.302776143087768,True,
2,1.0,0.0014952852143594996,4.0161375405223967e-07,253260.681635671,21.498225580860286,6.248499451321095,0.0013863839111604795,0.0728297866876639,0.24979475570623016,253273.10165210572,1.00004904044463,7.311524854758079e-07,21.42516358996035,0.9966014873820571,6.142311891738128,False,displacement_limit
2,0.75,0.0014952852143594996,4.0161375405223967e-07,253260.681635671,21.498225580860286,6.248499451321095,0.0014125060526255604,0.05536011520678174,0.18734741450201492,253270.06170233779,1.000037037200588,4.0959496452562964e-07,21.445156383991737,0.9975314615306765,6.178826859187873,True,
2,0.5,0.0014952852143594996,4.0161375405223967e-07,253260.681635671,21.498225580860286,6.248499451321095,0.0014393258075343094,0.03742390166625186,0.1249083218638462,253269.09049239717,1.000033202377376,1.8136688210110136e-07,21.464192517043855,0.9984169361471986,6.208933844381692,True,
2,0.25,0.0014952852143594996,4.0161375405223967e-07,253260.681635671,21.498225580860286,6.248499451321095,0.0014669596412117865,0.018943257698061513,0.062479636328197787,253263.85762691815,1.0000125404039295,4.5073026639058934e-08,21.481963144395074,0.9992435451752032,6.232280034434313,True,
2,0.125,0.0014952852143594996,4.0161375405223967e-07,253260.681635671,21.498225580860286,6.248499451321095,0.0014810282693479052,0.009534599068246198,0.03126987557230961,253262.28066645545,1.000006313774306,1.1217173602401326e-08,21.4902970673865,0.999631201494097,6.241312073878264,True,
3,1.0,0.0014125060526255604,4.0959496452562964e-07,253270.06170233779,21.445156383991737,6.178826859187873,0.0013156437220342276,0.06857480745748701,0.2498434320087626,253282.02610392869,1.0000472396994358,7.452618809709297e-07,21.37798581024065,0.9968677974388086,6.0582549184252565,False,displacement_limit
3,0.75,0.0014125060526255604,4.0959496452562964e-07,253270.06170233779,21.445156383991737,6.178826859187873,0.0013387587810311256,0.05221023404278773,0.18738601379076172,253282.4875191589,1.0000490615303586,4.1780520719043856e-07,21.396274324662105,0.9977206014050743,6.09816897675812,True,
3,0.5,0.0014125060526255604,4.0959496452562964e-07,253270.06170233779,21.445156383991737,6.178826859187873,0.0013626974982600055,0.03526254225457723,0.1249351911968225,253277.02063574686,1.000027476336375,1.848340089076048e-07,21.41374350406748,0.9985351993073966,6.131807949268882,True,
3,0.25,0.0014125060526255604,4.0959496452562964e-07,253270.06170233779,21.445156383991737,6.178826859187873,0.00138727179426667,0.017864885118180556,0.062493195331894576,253273.123005115,1.0000120871087432,4.595411704244365e-08,21.430111715945685,0.9992984584594924,6.15881452432739,True,
3,0.125,0.0014125060526255604,4.0959496452562964e-07,253270.06170233779,21.445156383991737,6.178826859187873,0.0013997998718755008,0.008995487648666275,0.03127620886714021,253271.603190364,1.000006086341259,1.1434195547024944e-08,21.43781252780917,0.999657551754295,6.169723492197909,True,
4,1.0,0.0013387587810311256,4.1780520719043856e-07,253282.4875191589,21.396274324662105,6.09816897675812,0.0012532464705982767,0.06387432272674731,0.24986410811518953,253290.6126878909,1.0000320794730484,7.589384624063621e-07,21.33507768370459,0.9971398459363097,5.9624608769301854,False,displacement_limit
