reuse_step,step_factor,source_curvature_energy,source_maximum_turning_angle_deg,normalized_objective,normalized_relative_decrease,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason,outer_shape_dipole_coefficient
1,1.0,19.39420889522426,21.918662202317645,0.8794787274332779,0.12052127256672207,2.5632818952865823e-05,114780.84112730483,1.0004373658493244,0.34229480826690256,19.468237733452618,1.003817058928688,20.978559068884522,2.9320191199855294,False,displacement_limit,
1,0.5,19.39420889522426,21.918662202317645,0.9368186545833503,0.06318134541664966,6.284815872587294e-06,114755.88513632465,1.0002198477894013,0.17186336675357355,19.421970831701753,1.0014314549578935,21.607747266755172,2.9285434796739294,True,,2.9250202545606174
1,0.25,19.39420889522426,21.918662202317645,0.9680999489529543,0.03190005104704574,1.5544108405713638e-06,114743.26118096852,1.0001098165636406,0.08632286914493657,19.414627393572964,1.0010528141910306,21.799522199543972,2.926785774118717,True,,
1,0.125,19.39420889522426,21.918662202317645,0.9840471381541477,0.015952861845852317,8.792953436704027e-07,114737.09111335195,1.0000560378481964,0.04349857693116957,19.408021413026642,1.0007121980523672,21.86640251527441,2.925903436946713,True,,
2,1.0,19.421970831701753,21.607747266755172,0.8876086177541951,0.11239138224580492,2.4978853930789483e-05,114805.28125922324,1.0004304452214847,0.34090311325780615,19.733644698303216,1.016047489171013,20.4080884055215,2.9354793461656805,False,displacement_limit,
2,0.5,19.421970831701753,21.607747266755172,0.9403454144058023,0.05965458559419767,6.3059240523061165e-06,114780.72742488507,1.0002164794252306,0.17121802084270676,19.56732695037789,1.0074841075571423,21.178166835283474,2.9320345476771075,True,,2.9285434796739294
2,0.25,19.421970831701753,21.607747266755172,0.9695845169013194,0.030415483098680585,1.5663127021881591e-06,114768.26135048759,1.0001078481826358,0.08600012931110093,19.49785464007532,1.0039071116433615,21.431913136090152,2.930293872194361,True,,
2,0.125,19.421970831701753,21.607747266755172,0.9847007175361482,0.015299282463851815,9.363902838473448e-07,114762.22187007425,1.0000552192442058,0.043323554809566484,19.462292329329035,1.00207607652059,21.52759663582424,2.9294194152449413,True,,
3,1.0,19.56732695037789,21.178166835283474,0.8971003025730658,0.10289969742693417,2.4380746701217466e-05,114829.32069142745,1.0004233573647932,0.3407120792685672,20.10782362540525,1.0276224073118438,19.80798326755369,2.9389071895269883,False,displacement_limit,
3,0.5,19.56732695037789,21.178166835283474,0.9448343083723623,0.055165691627637736,5.969164638198929e-06,114805.17361516133,1.0002129816614167,0.17047415158932377,19.83053398536059,1.0134513536596073,20.621562381397283,2.9354971468038045,True,,2.9320345476771075
