reuse_step,step_factor,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number
1,1.0,80,0.031630763000864155,2.5632818952865823e-05,2.5632818952865823e-05,24266.918350539003
1,1.0,160,0.03291290067059363,5.094470585237294e-07,5.094470585237294e-07,48735.47661982878
1,1.0,320,0.03344361118712602,1.0266144814814948e-06,1.0266144814814948e-06,114780.84112730483
1,0.5,80,0.03380190783598778,6.284815872587294e-06,6.284815872587294e-06,24153.072556213625
1,0.5,160,0.03502189167862804,4.2771128780758945e-07,4.2771128780758945e-07,48728.829099560884
1,0.5,320,0.03554746928761133,9.261968280605159e-07,9.261968280605159e-07,114755.88513632465
1,0.25,80,0.03498114264035521,1.5544108405713638e-06,1.5544108405713638e-06,24158.967858404518
1,0.25,160,0.036173220084500114,4.2687575282374533e-07,4.2687575282374533e-07,48724.80817195637
1,0.25,320,0.03669986926280139,8.987368391898924e-07,8.987368391898924e-07,114743.26118096852
1,0.125,80,0.03558346518166256,3.865614576005242e-07,3.865614576005242e-07,24169.17001023814
1,0.125,160,0.03676009762346414,4.261873521883678e-07,4.261873521883678e-07,48722.833901769416
1,0.125,320,0.03728622974749266,8.792953436704027e-07,8.792953436704027e-07,114737.09111335195
2,1.0,80,0.02974211677167554,2.4978853930789483e-05,2.4978853930789483e-05,24058.911271021327
2,1.0,160,0.03116305318682765,4.7465247070643563e-07,4.7465247070643563e-07,48743.16580046056
2,1.0,320,0.03174796985380402,1.0256688287708578e-06,1.0256688287708578e-06,114805.28125922324
2,0.5,80,0.03165308311726664,6.3059240523061165e-06,6.3059240523061165e-06,24270.291688793706
2,0.5,160,0.03297224709821675,5.029341053425612e-07,5.029341053425612e-07,48735.3221746929
2,0.5,320,0.03352595358452342,1.0180537954302377e-06,1.0180537954302377e-06,114780.72742488507
2,0.25,80,0.032705492335817564,1.5663127021881591e-06,1.5663127021881591e-06,24214.035405180664
2,0.25,160,0.03397685406391793,4.733845518850522e-07,4.733845518850522e-07,48731.76598058823
2,0.25,320,0.034517641978680645,9.740054562334484e-07,9.740054562334484e-07,114768.26135048759
