from_deadrise_deg,to_deadrise_deg,deadrise_step_deg,root_thickness_relative_change,interface_s_lambda_relative_change,dipole_relative_change,root_xi_relative_change,condition_number_ratio,transition_pass
12.425,12.4125,0.012500000000001066,0.013542052833876137,0.005916638761138725,5.46645956145278e-06,0.00018147488085359088,1.0001545513194394,True
12.4125,12.4,0.01249999999999929,0.009693493035459973,0.0029175064360500774,0.002317872039325051,0.0012162314148004031,1.0000815396756355,True
12.4,12.3875,0.012500000000001066,0.0023269554740291973,0.0020507837045778765,0.0009857554991333174,5.712614012529486e-06,1.0000416918345785,True
