time_s,surge_m,sway_m,heave_m,roll_rad,pitch_rad,yaw_rad,surge_velocity_mps,sway_velocity_mps,heave_velocity_mps,roll_rate_rad_s,pitch_rate_rad_s,yaw_rate_rad_s,heave_accel_mps2,pitch_accel_rad_s2,bow_vertical_m,bow_vertical_accel_mps2,wave_elevation_m
0.0,0.0,0.0,-0.03056778023627809,0.0,0.06516136385425299,0.0,0.0,0.0,1.052680720445322,0.0,0.05972455918001247,0.0,-0.29947589121459367,-1.0436986159662507,0.38086107113947526,-6.8893889524255005,-0.035944633943001784
0.04,0.0,0.0,0.011121919931096092,0.0,0.06670270349895659,0.0,0.0,0.0,1.0273983452044368,0.0,0.01713421785072398,0.0,-0.9596583490629468,-1.0747237825088776,0.432282789823508,-7.745464311824,-0.042566588163078414
0.08,0.0,0.0,0.05128297773836636,0.0,0.06653393506815648,0.0,0.0,0.0,0.9765884676163029,0.0,-0.025311561948844402,0.0,-1.5689121475307584,-1.0355962940783106,0.4713782437587064,-8.10766714834121,-0.043978224510519096
0.12,0.0,0.0,0.08894579098236766,0.0,0.06471739356214527,0.0,0.0,0.0,0.9030844760197362,0.0,-0.06479848665488593,0.0,-2.0885899764763423,-0.9283075936080883,0.4975714139337529,-7.949924122517812,-0.04110151604294964
0.16,0.0,0.0,0.12328267440427404,0.0,0.061422648342383354,0.0,0.0,0.0,0.8110791306805136,0.0,-0.09886956388416271,0.0,-2.490459699001641,-0.7683582603025246,0.5111052760380825,-7.341873754551782,-0.03498182507903822
0.2,0.0,0.0,0.15365234294086727,0.0,0.05690220787682108,0.0,0.0,0.0,0.7055958335237326,0.0,-0.1259002187349421,0.0,-2.7618073454050975,-0.581019240514952,0.5129328834751156,-6.430362830016504,-0.02643127238855735
0.24,0.0,0.0,0.17962003077055388,0.0,0.051451890697885645,0.0,0.0,0.0,0.5918221916761338,0.0,-0.14537503999068505,0.0,-2.9070984506927386,-0.3953774901512771,0.5044872686370039,-5.403511923507902,-0.015823821755603304
0.28,0.0,0.0,0.20095062366355643,0.0,0.04536518246861098,0.0,0.0,0.0,0.4744519398911106,0.0,-0.15790716351748796,0.0,-2.94593154853928,-0.2376984557384911,0.48738638577036614,-4.446759598072113,-0.0030890006935518927
0.32,0.0,0.0,0.21757799427237715,0.0,0.03889197943308238,0.0,0.0,0.0,0.35717379223522083,0.0,-0.16500589972396032,0.0,-2.90790951951266,-0.12573274777788562,0.46314195241285927,-3.70178608898223,0.012105705503473712
0.36,0.0,0.0,0.22955856734762384,0.0,0.03221064959522237,0.0,0.0,0.0,0.24240585255017688,0.0,-0.1686583783712908,0.0,-2.82575189112064,-0.0652860544245821,0.4329366088918579,-3.2379680387574514,0.030045331988454743
