omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
6.579000000000001,230.89774271005894,1604.3036306435254,929.6141223451593,-174.03542911896568
7.590045702857821,305.72879163626476,1942.5510769097582,903.6533461027251,-184.39320293480077
8.756466601530699,388.77883677717,2320.005891731217,835.555365770041,-179.68087012465355
10.102140401454038,466.9856263838176,2726.810583341626,715.6338164483543,-152.15681006805536
11.6546142793316,516.2363898921448,3148.8925505436723,536.7594588405453,-96.67682309653125
13.44566879910415,502.6003468142582,3571.541837283765,295.4974864704146,-17.696863642979636
15.511968489236953,395.5557511570223,3982.978717670256,-10.82409915041667,60.91535142304848
17.89581239923983,201.39250830897714,4366.0740882543005,-394.48900585120606,90.34441662678535
20.645999999999997,9.619460247455944,4654.494776056932,-890.3548770216487,13.025814591292027
37.1628,1194.4319040516648,-1078.4277991282884,-2883.5807596010254,-7.981408928487777
