residual_row,shape_mode,value,finite_difference_step,jacobian_condition_number
0,0,-4.603728634602895,2.3831647914185854e-05,160.71991609043587
0,1,-9.815797787539084,1.1030661373771934e-05,160.71991609043587
0,2,-13.982029883646387,7.571148306691516e-06,160.71991609043587
0,3,-16.52837413671387,6.199447415304198e-06,160.71991609043587
0,4,-17.78736209062988,5.523450356769007e-06,160.71991609043587
0,5,-18.19302227331588,5.138887247784545e-06,160.71991609043587
0,6,-18.08460260215983,4.896605020360281e-06,160.71991609043587
0,7,-17.71393532779156,4.731903815715745e-06,160.71991609043587
0,8,-17.271283004178244,4.6131984386998624e-06,160.71991609043587
0,9,-16.907816931416185,4.523612019056852e-06,160.71991609043587
0,10,-16.744404263249418,4.453460436369124e-06,160.71991609043587
0,11,-16.87988188520517,4.396857322230446e-06,160.71991609043587
0,12,-17.39225882591028,4.350050914587547e-06,160.71991609043587
0,13,-18.342996042159278,4.310553209550123e-06,160.71991609043587
0,14,-19.776828903821546,4.276657861851593e-06,160.71991609043587
0,15,-21.725290093367313,4.2471603878778405e-06,160.71991609043587
1,0,0.20625140842664283,2.3831647914185854e-05,160.71991609043587
1,1,0.4513649337287122,1.1030661373771934e-05,160.71991609043587
1,2,0.6728308504096335,7.571148306691516e-06,160.71991609043587
1,3,0.8539082438705689,6.199447415304198e-06,160.71991609043587
1,4,1.0174109778306897,5.523450356769007e-06,160.71991609043587
1,5,1.191422006837096,5.138887247784545e-06,160.71991609043587
1,6,1.4000951388245848,4.896605020360281e-06,160.71991609043587
1,7,1.663754716504222,4.731903815715745e-06,160.71991609043587
1,8,1.9994593252938486,4.6131984386998624e-06,160.71991609043587
1,9,2.421968354125193,4.523612019056852e-06,160.71991609043587
1,10,2.943757916127478,4.453460436369124e-06,160.71991609043587
1,11,3.5755495181045087,4.396857322230446e-06,160.71991609043587
1,12,4.326014225347607,4.350050914587547e-06,160.71991609043587
1,13,5.202227612819016,4.310553209550123e-06,160.71991609043587
1,14,6.209382280768261,4.276657861851593e-06,160.71991609043587
1,15,7.351249564384689,4.2471603878778405e-06,160.71991609043587
