outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,k_contribution_endpoint_average,k_contribution_within_panel_slope,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next
0,4.552452984123072,-0.0393513295450971,0.0007528267447042,0.0003764133723521,2.390558828106848e-05,-0.7469273625273591,0.000420002405910197,0.6001685892948851,0.6001685892948851,-1.3107296554743673,-0.1831250695803512,0.0004997701775904502,0.0004200024059101971,7.976777168025311e-05,-1.3097267026005606,-0.18513097532796477,0.0004999092034072346,7.572793137006454e-10,-0.006023241833710474
1,4.551753618462988,-0.0396398697091847,0.0007602734477045,0.00113296346855645,7.195323069305581e-05,-0.1462917736273947,1.6270827235315355e-05,0.02325043688099247,0.6234190261758776,-0.1891483114140617,-0.1034352358407275,1.6736287631418554e-05,1.627082723531533e-05,4.6546039610322213e-07,-0.18513097532796477,-0.10849052046745569,1.675861306145239e-05,5.419765008768082e-09,-0.012192975238342993
2,4.551047977115381,-0.0399327987197339,0.0007677819877039,0.00189699118626065,0.00012047576840374116,-0.0766857353955472,4.515097080755148e-06,0.006451914101810343,0.629870940277688,-0.1156282110790705,-0.0377432597120239,4.903215075911392e-06,4.515097080755148e-06,3.8811799515624427e-07,-0.10849052046745569,-0.04598499666903468,4.830308218303008e-06,1.5367383449011263e-08,-0.018519622583425703
3,4.550336464939358,-0.0402312341492646,0.000775352746783,0.0026685585535041,0.00016947714074387285,-0.0277413211682111,5.966966648091129e-07,0.0008526584384186112,0.6307235987161066,-0.0562628822954496,0.0007802399590273,8.069411732551779e-07,5.96696664809115e-07,2.1024450844606283e-07,-0.04598499666903468,-0.010521002809388735,7.001744663797267e-07,3.0290483607142126e-08,-0.0217371006233688
4,4.54961940468144,-0.0405360709286178,0.0007829861079764,0.0034477279808838,0.00021896131134000038,0.0003860975767402,1.1672078735016839e-10,1.6678987858064096e-07,0.6307237655059852,-0.0209568606643415,0.0217290558178218,1.1900581856526852e-07,1.167207873501385e-10,1.1888909777791841e-07,-0.010521002809388735,0.013061787027466827,3.755166986526085e-08,2.4423500976970114e-08,-0.013790779808832001
5,4.548896606138527,-0.0408469869214889,0.0007906824553143,0.00423456226252915,0.00026893226817638306,0.0160054797077009,2.025533789820975e-07,0.0002894416175001398,0.6310132071234853,0.0079382760089898,0.0240726834064124,2.1970585788099948e-07,2.0255337898210262e-07,1.7152478898896904e-08,0.013061787027466827,0.020657190705086727,2.2854666718019514e-07,5.381026627660848e-09,-0.0032195238888548007
6,4.548167348709188,-0.0411624433825239,0.0007984421737301,0.00502912457705135,0.000319394023655285,0.0160132737264393,2.0474048284961438e-07,0.00029256691160402563,0.6313057740350894,0.0208531595175576,0.0111733879353215,2.109748509442898e-07,2.0474048284962079e-07,6.234368094668987e-09,0.020657190705086727,0.013256205730279878,2.332202981697424e-07,1.0561703682073826e-09,0.0076473293761589005
7,4.547430768825054,-0.0414805963791772,0.0008062656491788,0.005831478488505799,0.0003703506146580965,0.0028530894067835,6.563098461429793e-09,9.378435669823191e-06,0.6313151524707592,0.0188207173114804,-0.0131145384979136,7.508631007743177e-08,6.563098461429337e-09,6.852321161600243e-08,0.013256205730279878,-0.0059166630583459764,3.55566885295748e-08,1.1481367632774542e-08,0.01398483444038
8,4.54668614436198,-0.0417999268097302,0.0008141532685241,0.006641687947357249,0.00042180610260662924,-0.0148366680817739,1.7921688838919883e-07,0.00025609459748038304,0.6315712470682396,0.0008702959424664,-0.0305436321060141,2.4616979166661993e-07,1.7921688838919766e-07,6.69529032774223e-08,-0.0059166630583459764,-0.02571539524439192,2.3025279816333837e-07,9.934199953472274e-09,0.005884618063144401
9,4.545933474504858,-0.042120587652291,0.000822105419604,0.007459817291421299,0.0004737645735229101,-0.0300808966026879,7.438905898453181e-07,0.0010629933534063245,0.6326342404216458,-0.0246590140428697,-0.0355027791625059,7.519463489202876e-07,7.438905898453133e-07,8.05575907497428e-09,-0.02571539524439192,-0.03623177492652402,7.962741766262566e-07,6.624726854068623e-10,-0.005202582383452996
10,4.545173434476581,-0.0424443208086192,0.0008301224911168,0.008285931246781699,0.0005262301380874378,-0.0350351157593364,1.0189416019691106e-06,0.001456031525587088,0.634090271947233,-0.0407053615459589,-0.0293648699727138,1.0278382148821317e-06,1.0189416019691079e-06,8.896612913023988e-09,-0.03623177492652402,-0.035821953532054994,1.0774566093468554e-06,9.081701296435666e-09,-0.016587321829926997
