iteration,residual_mode,shape_mode,value,finite_difference_step,root_defect_derivative,jacobian_condition_number
1,0,0,0.9672209040745618,0.0010530641602620764,-8.05295705003214,177.81162255213988
1,0,1,1.3697073169284746,0.0007448060410774735,-11.401261762271815,177.81162255213988
1,0,2,1.3749708961813014,0.0007453381060764055,-11.438221360032676,177.81162255213988
1,0,3,1.3826970409601136,0.0007462261095133331,-11.49617465926317,177.81162255213988
1,0,4,1.3914821674530233,0.0007474719002171422,-11.570201407626424,177.81162255213988
1,0,5,1.3997452967513575,0.0007490780789453593,-11.654646532790682,177.81162255213988
1,0,6,1.4058635285682988,0.000751048010911562,-11.743586450625061,177.81162255213988
1,0,7,1.4082632471490555,0.0007533858420801847,-11.831171531342918,177.81162255213988
1,0,8,1.4054632753399385,0.0007560965193735206,-11.911810393782304,177.81162255213988
1,0,9,1.3961453606419079,0.0007591858149719566,-11.980446278799601,177.81162255213988
1,0,10,1.3791780915599756,0.0007626603549274523,-12.032668877583799,177.81162255213988
1,0,11,1.3536765508043185,0.0007665276523523009,-12.064948131533129,177.81162255213988
1,0,12,1.3189952322952672,0.0007707961454913218,-12.07463415742021,177.81162255213988
1,0,13,1.274769156415284,0.0007754752410362008,-12.060119243888765,177.81162255213988
1,0,14,1.2208738611265602,0.0007805753630968749,-12.020716075852544,177.81162255213988
1,0,15,1.1574503851503941,0.0007861080083074483,-11.956750199324766,177.81162255213988
1,1,0,0.4727627507947484,0.0010530641602620764,-8.05295705003214,177.81162255213988
1,1,1,0.6702006762238296,0.0007448060410774735,-11.401261762271815,177.81162255213988
1,1,2,0.6749696042728187,0.0007453381060764055,-11.438221360032676,177.81162255213988
1,1,3,0.682664182520511,0.0007462261095133331,-11.49617465926317,177.81162255213988
1,1,4,0.6929402751593099,0.0007474719002171422,-11.570201407626424,177.81162255213988
1,1,5,0.7053976832872312,0.0007490780789453593,-11.654646532790682,177.81162255213988
1,1,6,0.7196118500186043,0.000751048010911562,-11.743586450625061,177.81162255213988
1,1,7,0.735155227418558,0.0007533858420801847,-11.831171531342918,177.81162255213988
1,1,8,0.7516102445652032,0.0007560965193735206,-11.911810393782304,177.81162255213988
1,1,9,0.7685868487744498,0.0007591858149719566,-11.980446278799601,177.81162255213988
1,1,10,0.7857312029175073,0.0007626603549274523,-12.032668877583799,177.81162255213988
1,1,11,0.8027409184529749,0.0007665276523523009,-12.064948131533129,177.81162255213988
1,1,12,0.819366455028651,0.0007707961454913218,-12.07463415742021,177.81162255213988
1,1,13,0.8354217202669282,0.0007754752410362008,-12.060119243888765,177.81162255213988
1,1,14,0.8507771496266163,0.0007805753630968749,-12.020716075852544,177.81162255213988
1,1,15,0.8653654804613278,0.0007861080083074483,-11.956750199324766,177.81162255213988
1,2,0,0.12391462733317442,0.0010530641602620764,-8.05295705003214,177.81162255213988
1,2,1,0.17459771624644504,0.0007448060410774735,-11.401261762271815,177.81162255213988
1,2,2,0.17249051523736136,0.0007453381060764055,-11.438221360032676,177.81162255213988
1,2,3,0.16831499880564588,0.0007462261095133331,-11.49617465926317,177.81162255213988
1,2,4,0.1611771221987776,0.0007474719002171422,-11.570201407626424,177.81162255213988
1,2,5,0.15009604990966022,0.0007490780789453593,-11.654646532790682,177.81162255213988
1,2,6,0.13409892014680902,0.000751048010911562,-11.743586450625061,177.81162255213988
1,2,7,0.11228332669375386,0.0007533858420801847,-11.831171531342918,177.81162255213988
1,2,8,0.08384101298955239,0.0007560965193735206,-11.911810393782304,177.81162255213988
1,2,9,0.04810305203561382,0.0007591858149719566,-11.980446278799601,177.81162255213988
1,2,10,0.0045496719078006,0.0007626603549274523,-12.032668877583799,177.81162255213988
1,2,11,-0.047152160996659566,0.0007665276523523009,-12.064948131533129,177.81162255213988
1,2,12,-0.10716005449321984,0.0007707961454913218,-12.07463415742021,177.81162255213988
