frequency_index,omega_e_rad_s,i,j,A,B,C,M
0,20.645999999999997,3,3,61.17298526511343,263.16087683291204,4643.674123151832,32.60032733
0,20.645999999999997,3,5,2.095604799623411,-246.33163178037248,-1843.5640581856203,0.0
0,20.645999999999997,5,3,0.5285676565942329,236.58729289635505,1483.4074534567453,0.0
0,20.645999999999997,5,5,9.027166376100823,-0.6966174116626728,772.4325393003717,11.080492655866367
1,16.879600000000003,3,3,65.31003991307972,263.0202057613144,4643.674123151832,32.60032733
1,16.879600000000003,3,5,4.186146828135165,-250.71574607373378,-1843.5640581856203,0.0
1,16.879600000000003,5,3,-1.7281487598036718,245.97963218512214,1483.4074534567453,0.0
1,16.879600000000003,5,5,10.03160823947922,5.071198640462904,772.4325393003717,11.080492655866367
2,13.471200000000003,3,3,70.45817950153912,223.83145030536417,4643.674123151832,32.60032733
2,13.471200000000003,3,5,6.864374075355337,-273.61033888715514,-1843.5640581856203,0.0
2,13.471200000000003,5,3,-4.428739190557874,272.78446505602824,1483.4074534567453,0.0
2,13.471200000000003,5,5,12.299385283061618,19.30168746466877,772.4325393003717,11.080492655866367
3,11.899999999999999,3,3,73.08972174307675,195.0867203445531,4643.674123151832,32.60032733
3,11.899999999999999,3,5,8.257437225642983,-289.6148218256805,-1843.5640581856203,0.0
3,11.899999999999999,5,3,-5.788625971980613,289.97480106516633,1483.4074534567453,0.0
3,11.899999999999999,5,5,14.421652823422447,28.38618935553702,772.4325393003717,11.080492655866367
4,10.4354,3,3,75.5726224952788,164.19761179728536,4643.674123151832,32.60032733
4,10.4354,3,5,9.583858105741893,-306.68296437200644,-1843.5640581856203,0.0
4,10.4354,5,3,-7.063657038183953,307.73059917146435,1483.4074534567453,0.0
4,10.4354,5,5,17.62383482850866,37.80196944598974,772.4325393003717,11.080492655866367
5,9.0582,3,3,77.85183688442544,133.19372609143016,4643.674123151832,32.60032733
5,9.0582,3,5,10.81052895526137,-323.77591175759017,-1843.5640581856203,0.0
5,9.0582,5,3,-8.228749904837445,325.1202138601559,1483.4074534567453,0.0
5,9.0582,5,5,22.49384328330936,47.06271867831308,772.4325393003717,11.080492655866367
6,7.7676,3,3,79.86862026882355,103.94705124022761,4643.674123151832,32.60032733
6,7.7676,3,5,11.902477714372719,-339.89895875735294,-1843.5640581856203,0.0
6,7.7676,5,3,-9.25620665033347,341.25934194818734,1483.4074534567453,0.0
6,7.7676,5,5,29.959525074033095,55.69275965385575,772.4325393003717,11.080492655866367
7,6.579000000000001,3,3,81.56843297132171,78.12571239853122,4643.674123151832,32.60032733
7,6.579000000000001,3,5,12.827177234812678,-354.144871627431,-1843.5640581856203,0.0
7,6.579000000000001,5,3,-10.120013619668084,355.35053103843086,1483.4074534567453,0.0
7,6.579000000000001,5,5,41.42828913295016,63.25462895063912,772.4325393003717,11.080492655866367
