frequency_index,status,heave_amplitude_relative_error,pitch_amplitude_relative_error,heave_phase_circular_error_deg,pitch_phase_circular_error_deg,point_acceleration_kinematic_relative_residual
0,PASS,1.088694656460138e-15,2.0345924431023414e-16,2.2737367544323206e-13,0.0,0.0
1,PASS,5.783161769521654e-14,5.553147648317976e-14,1.9895196601282805e-12,4.376943252282217e-12,0.0
2,PASS,1.735077313355239e-13,1.4011271353772698e-13,6.821210263296962e-13,4.263256414560601e-13,0.0
3,PASS,1.5457485086821243e-13,2.076557143535531e-14,1.4210854715202004e-11,1.6967760529951192e-11,0.0
4,PASS,1.658575800635268e-12,9.254892941670129e-13,8.091660674836021e-11,7.858602657506708e-11,0.0
5,PASS,2.363206831897763e-12,3.195772447817903e-12,1.666364823904587e-10,1.4210854715202004e-10,0.0
6,PASS,3.2205417724804655e-13,2.35087138050367e-12,5.104823230794864e-10,3.4009417504421435e-10,0.0
7,PASS,2.0325182965168346e-11,3.945446705318901e-11,5.103345301904483e-09,2.8177566946396837e-09,0.0
