frequency_index,term,F3_real,F3_imag,M5_real,M5_imag
0,rigid_inertia,-267.79005933708186,-1751.0057072207826,1236.7718723350545,-361.9455238225186
0,added_inertia,-268.59026693580097,-3354.133250299805,1003.2438233399535,-323.263444590607
0,radiation_damping,-294.88814439606966,1436.4284309289053,-614.3879751883002,97.89605825150547
0,restoring,572.2315356758068,443.8575147563173,-173.67779611086488,246.11266946181365
1,rigid_inertia,-630.4798586413926,-2114.678344443875,1243.2576290939833,-686.4119683645999
1,added_inertia,-793.3795627708834,-4495.774678838714,1158.9921448748485,-509.33645300003946
1,radiation_damping,-90.64133941431601,1967.9156666524616,-963.8887672377208,248.1200101952842
1,restoring,1041.1993006871116,656.3768879370011,-203.4955847230163,505.6643965651882
2,rigid_inertia,-1473.4219041260214,-2272.713652877651,1135.0575281990532,-1233.3759186905718
2,added_inertia,-2481.296677028318,-5676.030089778054,1460.0814686878189,-1060.3044632733652
2,radiation_damping,1102.458362803774,2831.5483935795364,-1571.166543594193,768.4317175143245
2,restoring,2197.172615396791,653.1155793304654,-66.57261627726479,1043.6516084009136
3,rigid_inertia,-2214.5137901445014,-2005.3068763817748,862.4984111614426,-1631.6879073480097
3,added_inertia,-4322.171912771542,-5711.856214804368,1515.7888330384449,-1767.6303130648112
3,radiation_damping,2575.450927326388,3008.026373342616,-1850.1659979663543,1469.5958246650587
3,restoring,3240.8929810725176,100.00732488970675,286.9925404543227,1447.5940867039733
4,rigid_inertia,-2888.341187405698,-1073.6830857011764,224.19552189228324,-1893.9920809227056
4,added_inertia,-6501.709926347777,-4127.136034134393,982.4189288954655,-2779.8079477788297
4,radiation_damping,4505.204460356435,1988.701183413366,-1590.4064710505486,2539.396587159301
4,restoring,4120.607891730309,-1489.3152214865431,1063.3737825932924,1661.0816891027162
5,rigid_inertia,-2647.990547090688,262.35983919949535,-522.9740007809206,-1562.4489367559931
5,added_inertia,-6833.816938094626,-897.8481859442164,-393.270618401781,-3238.056897769429
5,radiation_damping,5158.554928061778,-492.6703345659125,-443.7718411785305,3160.6093096394206
5,restoring,3536.5148362932614,-3623.725926999558,1912.812373225655,1181.969992489188
6,rigid_inertia,-1690.9889781006002,869.2352400218683,-747.8834370519618,-902.0950789018023
6,added_inertia,-4946.173564340226,1160.5528976939256,-1542.0109681925037,-2685.8937699693433
6,radiation_damping,3919.3240997510266,-2259.3704773217214,587.7004019813659,2762.788715518887
6,restoring,1929.814187815729,-4539.707110276879,2139.3754653810097,386.7252599725548
7,rigid_inertia,-960.3359590792317,817.7078006851547,-617.0091197075287,-457.28360025942516
7,added_inertia,-3117.103652104349,1516.597507542471,-2008.7899745281115,-1963.552715697038
7,radiation_damping,2519.3653938245375,-2647.648785213209,958.0055796123606,2126.4865127406238
7,restoring,788.6470212643148,-4448.809551222268,2003.323944326173,-123.14966213828131
