omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
6.579000000000001,-769.4271960947272,-4762.153028207851,335.53042970289323,-417.49946535412084
7.7676,-788.0242548740705,-4769.289449882806,437.18146211791,-438.47487337970387
9.0582,-786.7377208302737,-4751.884608310192,552.7959128644221,-457.92653239681374
10.4354,-764.2387616667313,-4701.433157908748,679.5817623304926,-473.3217524395192
11.899999999999999,-720.3417945171382,-4609.1293929538215,815.1137866878561,-482.1283090437896
13.471200000000003,-655.0876029537746,-4464.079769745703,957.399837015414,-481.5970560486987
16.879600000000003,-473.30146013948024,-3986.160468693126,1234.865422008095,-441.9640146041671
20.645999999999997,-259.03693499314574,-3224.8530118353638,1451.9499243758432,-341.2002406998064
37.1628,-73.88054729846579,727.2184946480579,801.3918033492141,115.86715475031237
