reuse_step,step_factor,source_curvature_energy,source_maximum_turning_angle_deg,normalized_objective,normalized_relative_decrease,maximum_root_relative_mismatch,maximum_leading_panel_objective_ratio,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason,outer_shape_dipole_coefficient
1,0.5,21.4261249109802,7.05640562988748,0.9953806741006525,0.004619325899347548,3.580212965958884e-08,1.0,252970.0082397039,1.0000892668347063,0.1698398453602378,21.447211246929857,1.0009841413712124,7.073332105363809,7.669753330850659,True,,7.666200516173259
