benchmark,candidate_name,candidate_order,time_derivative_pressure_scale,forward_speed_pressure_gradient_scale,stokes_body_forward_speed_scale,end_contour_scale,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_time_derivative_contribution_value,median_forward_speed_pressure_gradient_contribution_value,median_stokes_body_forward_speed_contribution_value,median_end_contour_contribution_value,max_abs_current_force_closure_residual_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,gradient_flipped_keep_time_end,4,1.0,-1.0,0.0,1.0,8,0,8,0.0,29.037124651676514,70.4049550108344,0.0,26.437019661576528,3,3,0.31512289656819176,-0.0759964168287826,0.0,0.13847162748064565,1.546677495126755e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_flipped_keep_gradient_end,8,-1.0,1.0,0.0,1.0,8,1,7,0.125,29.697798204586057,75.26659626124861,3.3306690738754696e-15,13.333333333333329,4,4,-0.31512289656819176,0.0759964168287826,0.0,0.13847162748064565,1.546677495126755e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_removed_keep_gradient_end,7,0.0,1.0,0.0,1.0,8,1,7,0.125,15.31187733907432,88.22504783608254,-21.876388335851495,7.105427357601002e-15,7,1,0.0,0.0759964168287826,0.0,0.13847162748064565,1.546677495126755e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_only_no_gradient_no_end,1,1.0,0.0,0.0,0.0,8,0,8,0.0,21.876388335851484,102.20501988910044,-9.514552351485808,3.1437728148879236,5,1,0.31512289656819176,0.0,0.0,0.0,1.546677495126755e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_half_keep_gradient_end,9,0.5,1.0,0.0,1.0,8,2,6,0.25,25.795193071053138,111.13531489960884,-12.604860834592422,7.105427357601002e-15,7,1,0.15756144828409588,0.0759964168287826,0.0,0.13847162748064565,1.546677495126755e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_removed_keep_time_end,3,1.0,0.0,0.0,1.0,8,0,8,0.0,22.767363461612966,117.15472326083005,-9.599826878580666,12.66606947146377,4,2,0.31512289656819176,0.0,0.0,0.13847162748064565,1.546677495126755e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,end_flipped_keep_pressure,11,1.0,1.0,0.0,-1.0,8,0,8,0.0,34.38552360079787,134.0050847673665,-1.7819502515229821,24.183610556383115,4,2,0.31512289656819176,0.0759964168287826,0.0,-0.13847162748064565,1.546677495126755e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_half_keep_time_end,5,1.0,0.5,0.0,1.0,8,0,8,0.0,29.467418656966906,140.5296073858279,-6.700055195353947,6.333034735731884,4,2,0.31512289656819176,0.0379982084143913,0.0,0.13847162748064565,1.546677495126755e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_plus_gradient_no_end,2,1.0,1.0,0.0,0.0,8,0,8,0.0,35.27649872655935,148.9547881390961,-0.8909751257615,12.09180527819156,4,2,0.31512289656819176,0.0759964168287826,0.0,0.0,1.546677495126755e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_plus_stokes_plus_end,12,1.0,0.0,1.0,1.0,8,0,8,0.0,75.57325534158807,161.0035335840231,-9.599826878580666,158.1381456732701,4,2,0.31512289656819176,0.0,0.0,0.13847162748064565,1.546677495126755e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,1.0,1.0,0.0,1.0,8,1,7,0.125,36.16747385232084,163.90449151082572,0.0,2.842170943040401e-14,3,3,0.31512289656819176,0.0759964168287826,0.0,0.13847162748064565,1.546677495126755e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,all_terms_include_stokes,13,1.0,1.0,1.0,1.0,8,0,8,0.0,99.47178079931693,177.08743132556438,1.7763568394002505e-14,174.22204341481137,1,5,0.31512289656819176,0.0759964168287826,0.0,0.13847162748064565,1.546677495126755e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_double_keep_time_end,6,1.0,2.0,0.0,1.0,8,0,8,0.0,57.302436602599926,210.6542597608214,21.44205926147851,74.3773993204313,0,6,0.31512289656819176,0.1519928336575652,0.0,0.13847162748064565,1.546677495126755e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_double_keep_gradient_end,10,2.0,1.0,0.0,1.0,8,1,7,0.125,61.377195521505655,269.4428447332595,25.209721669184805,105.53835322243381,1,7,0.6302457931363835,0.0759964168287826,0.0,0.13847162748064565,1.546677495126755e-15,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
