omega_rad_s,response_mode,excitation_mode,complex_force_real_per_m,complex_force_imag_per_m,added_mass_per_m,damping_per_m,reciprocal_added_gap_per_m,reciprocal_damping_gap_per_m,condition_number,residual_norm,body_panel_count,free_surface_panel_count,status
4.0,sway,sway,100.78498428606389,-0.0428101072822369,6.299061517878993,0.010702526820559225,0.0,0.0,3.64278699169733,2.8173242773367308e-16,16,24,experimental_multimode_2d_free_surface_source_panel_not_validated
4.0,sway,heave,-1.7763568394002505e-15,4.85722573273506e-17,-1.1102230246251565e-16,-1.214306433183765e-17,-3.3306690738754696e-16,-2.47198095326695e-17,3.64278699169733,2.686145149787828e-16,16,24,experimental_multimode_2d_free_surface_source_panel_not_validated
4.0,sway,roll,-0.5918943394054627,-0.0013965557767477307,-0.036993396212841416,0.00034913894418693266,0.010616635438586201,8.808196361369247e-05,3.64278699169733,4.548810871641095e-16,16,24,experimental_multimode_2d_free_surface_source_panel_not_validated
4.0,heave,sway,3.552713678800501e-15,-5.0306980803327406e-17,2.220446049250313e-16,1.2576745200831851e-17,3.3306690738754696e-16,2.47198095326695e-17,3.64278699169733,2.8173242773367308e-16,16,24,experimental_multimode_2d_free_surface_source_panel_not_validated
4.0,heave,heave,228.0352000454239,-0.5086107498002197,14.252200002838993,0.12715268745005492,0.0,0.0,3.64278699169733,2.686145149787828e-16,16,24,experimental_multimode_2d_free_surface_source_panel_not_validated
4.0,heave,roll,-2.220446049250313e-16,2.927345865710862e-18,-1.3877787807814457e-17,-7.318364664277155e-19,-6.938893903907228e-17,1.3552527156068805e-19,3.64278699169733,4.548810871641095e-16,16,24,experimental_multimode_2d_free_surface_source_panel_not_validated
4.0,roll,sway,-0.7617605064228419,-0.0010442279222929608,-0.04761003165142762,0.0002610569805732402,-0.010616635438586201,-8.808196361369247e-05,3.64278699169733,2.8173242773367308e-16,16,24,experimental_multimode_2d_free_surface_source_panel_not_validated
4.0,roll,heave,8.881784197001252e-16,3.469446951953614e-18,5.551115123125783e-17,-8.673617379884035e-19,6.938893903907228e-17,-1.3552527156068805e-19,3.64278699169733,2.686145149787828e-16,16,24,experimental_multimode_2d_free_surface_source_panel_not_validated
4.0,roll,roll,0.3863637470564059,-3.468453097119809e-05,0.02414773419102537,8.671132742799522e-06,0.0,0.0,3.64278699169733,4.548810871641095e-16,16,24,experimental_multimode_2d_free_surface_source_panel_not_validated
