outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,4.1482560198347175e-06,4.1482560198347175e-06,1.0
1,1,4.846642458350119e-06,4.846642458350119e-06,1.0
1,2,5.000933371329926e-06,5.000933371329926e-06,1.0
1,3,4.904920734026374e-06,4.904920734026374e-06,1.0
1,4,5.084949158350572e-06,5.084949158350572e-06,1.0
1,5,5.230882620099873e-06,5.230882620099873e-06,1.0
1,6,5.22279674713629e-06,5.22279674713629e-06,1.0
1,7,5.602341449049297e-06,5.602341449049297e-06,1.0
1,8,5.6775948985386185e-06,5.6775948985386185e-06,1.0
1,9,5.125449042057299e-06,5.125449042057299e-06,1.0
1,10,5.4315789845252365e-06,5.4315789845252365e-06,1.0
1,11,5.554591864810469e-06,5.554591864810469e-06,1.0
1,12,5.494353672495138e-06,5.494353672495138e-06,1.0
1,13,5.0328556222693115e-06,5.0328556222693115e-06,1.0
1,14,5.013492421496995e-06,5.013492421496995e-06,1.0
1,15,4.312066800173371e-06,4.312066800173371e-06,1.0
1,16,3.7285403675556756e-06,3.7285403675556756e-06,1.0
1,17,3.384404681667122e-06,3.384404681667122e-06,1.0
1,18,2.5324361634426205e-06,2.5324361634426205e-06,1.0
1,19,1.8199376525625264e-06,1.8199376525625264e-06,1.0
1,20,8.203146542551069e-07,8.203146542551069e-07,1.0
1,21,1.2579725774078896e-06,1.2579725774078896e-06,1.0
1,22,1.1377865658652143e-06,1.1377865658652143e-06,1.0
1,23,1.9950053728200524e-06,1.9950053728200524e-06,1.0
1,24,1.737148969293368e-06,1.737148969293368e-06,1.0
1,25,1.4113810823703096e-06,1.4113810823703096e-06,1.0
1,26,1.10707434861594e-06,1.10707434861594e-06,1.0
1,27,6.647043165275064e-07,6.647043165275064e-07,1.0
1,28,2.6058411513683115e-07,2.6058411513683115e-07,1.0
1,29,-7.496257130314958e-08,-7.496257130314958e-08,1.0
1,30,-3.1828275596062685e-07,-3.1828275596062685e-07,1.0
1,31,-2.2762261983102037e-07,-2.2762261983102037e-07,1.0
1,32,-2.20686440848662e-07,-2.20686440848662e-07,1.0
1,33,1.2814393280926905e-07,1.2814393280926905e-07,1.0
1,34,4.999724008532998e-07,4.999724008532998e-07,1.0
1,35,1.1469890768210506e-06,1.1469890768210506e-06,1.0
1,36,1.6826389273933528e-06,1.6826389273933528e-06,1.0
1,37,1.9650791164703977e-06,1.9650791164703977e-06,1.0
1,38,2.064643270087806e-06,2.064643270087806e-06,1.0
1,39,1.975238948284017e-06,1.975238948284017e-06,1.0
1,40,1.8502997698881147e-06,1.8502997698881147e-06,1.0
1,41,1.6908231245457158e-06,1.6908231245457158e-06,1.0
1,42,1.5379525069859589e-06,1.5379525069859589e-06,1.0
1,43,1.375323434792641e-06,1.375323434792641e-06,1.0
1,44,1.1282868986976237e-06,1.1282868986976237e-06,1.0
1,45,9.955250405947304e-07,9.955250405947304e-07,1.0
1,46,9.115525158355145e-07,9.115525158355145e-07,1.0
1,47,8.850487474229398e-07,8.850487474229398e-07,1.0
1,48,8.297227687662142e-07,8.297227687662142e-07,1.0
1,49,8.410083663833551e-07,8.410083663833551e-07,1.0
1,50,8.759465871449221e-07,8.759465871449221e-07,1.0
1,51,9.616277889939998e-07,9.616277889939998e-07,1.0
1,52,1.0246821553042287e-06,1.0246821553042287e-06,1.0
1,53,1.0874869913320885e-06,1.0874869913320885e-06,1.0
1,54,1.1340240675740334e-06,1.1340240675740334e-06,1.0
1,55,1.19118578166464e-06,1.19118578166464e-06,1.0
1,56,1.2227355088312318e-06,1.2227355088312318e-06,1.0
1,57,1.226665902127818e-06,1.226665902127818e-06,1.0
1,58,1.235937996710318e-06,1.235937996710318e-06,1.0
1,59,1.2172339726292861e-06,1.2172339726292861e-06,1.0
1,60,1.1806730796259275e-06,1.1806730796259275e-06,1.0
1,61,1.1553836198865595e-06,1.1553836198865595e-06,1.0
1,62,1.1159809418777622e-06,1.1159809418777622e-06,1.0
1,63,1.0818594887981587e-06,1.0818594887981587e-06,1.0
1,64,1.0675504393769314e-06,1.0675504393769314e-06,1.0
1,65,1.0479223570664686e-06,1.0479223570664686e-06,1.0
1,66,1.0469146191992476e-06,1.0469146191992476e-06,1.0
1,67,1.0531354338735313e-06,1.0531354338735313e-06,1.0
1,68,1.0531559001950918e-06,1.0531559001950918e-06,1.0
1,69,1.065685078837525e-06,1.065685078837525e-06,1.0
