component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,2.51634838,-0.056443908146304095,0.6405560918536951,1.5107454996549414,False
front,2.51634838,0.6104734393130667,1.3074734393130658,3.083663771964778,False
longitudinal_bin_aft_post_chine,2.51634838,-0.5488234538484811,0.1481765461515181,0.3494729862064106,False
longitudinal_bin_forward_post_chine,2.51634838,0.034535501352209,0.7315355013522081,1.7253195786608684,False
longitudinal_bin_middle_post_chine,2.51634838,-0.25318283272053355,0.44381716727946563,1.0467386020742113,False
longitudinal_bin_pre_chine,2.51634838,0.33093060327735124,1.0279306032773503,2.4243646303711093,False
post_chine_bem,2.51634838,-0.20620798427239853,0.4907920157276007,1.1575283389801903,False
pre_chine_bem,2.51634838,0.33093060327735124,1.0279306032773503,2.4243646303711093,False
raw_bem,2.51634838,-0.056443908146304095,0.6405560918536951,1.5107454996549414,False
resolved_station_bem,2.51634838,-0.0323935187716685,0.6646064812283307,1.5674681161045534,False
total,2.51634838,0.028295544793262184,0.7252955447932614,1.710602699984107,False
transom,2.51634838,nan,nan,nan,False
transom_extrapolation,2.51634838,-0.6527004694553391,0.04429953054466007,0.1044800248694813,False
