station_index,x_m,geometry_source,offset_point_count,waterplane_beam_m,draft_m,submerged_area_m2,centroid_z_below_waterline_m,offset_signed_area_m2,offset_orientation,waterline_endpoint_z_max_abs_m,status,note
0,0.0,parametric,0,1.6484864516727733,0.3,0.24727296775091598,0.09999999999999999,,parametric,,PASS,
1,2.2,parametric,0,1.8682846452291433,0.34,0.3176083896889544,0.11333333333333334,,parametric,,PASS,
2,4.4,parametric,0,1.978183742007328,0.36,0.356073073561319,0.12,,parametric,,PASS,
3,6.6,parametric,0,1.4850521120497775,0.3,0.22275781680746662,0.09999999999999999,,parametric,,PASS,
4,8.8,parametric,0,0.8984147095616863,0.2,0.08984147095616864,0.06666666666666667,,parametric,,PASS,
5,11.0,parametric,0,0.2256871758415598,0.06,0.006770615275246794,0.02,,parametric,,PASS,
