source,operator_part,omega_rad_s,speed_mps,row_dof,col_dof,row_index,col_index,added_mass_coefficient,damping_coefficient,added_mass_value,damping_value,dynamic_operator_real,dynamic_operator_imag,active_station_count,clipped_station_count,max_added_clip_per_m,max_damping_clip_per_m,max_condition_number,max_residual_norm,section_solver,status
pressure_raw_pdstrip_step,main_radiation,4.0,2.0,heave,heave,2,2,A33,B33,6341.851401588571,554.5475824421844,-101469.62242541714,2218.1903297687377,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_pdstrip_step,main_radiation,4.0,2.0,heave,pitch,2,4,A35,B35,6034.956270819224,13580.139051191876,-96559.30033310759,54320.556204767505,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_pdstrip_step,main_radiation,4.0,2.0,pitch,heave,4,2,A53,B53,6104.274718624493,896.436248014731,-97668.39549799189,3585.744992058924,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_pdstrip_step,main_radiation,4.0,2.0,pitch,pitch,4,4,A55,B55,36401.09432995427,14354.507749340071,-582417.5092792683,57418.030997360285,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_pdstrip_step,forward_gradient,4.0,2.0,heave,heave,2,2,A33,B33,-10.837757023005997,1488.8583299998459,173.40411236809595,5955.4333199993835,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_pdstrip_step,forward_gradient,4.0,2.0,heave,pitch,2,4,A35,B35,-236.89302065978683,6955.1146203332655,3790.2883305565892,27820.458481333062,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_pdstrip_step,forward_gradient,4.0,2.0,pitch,heave,4,2,A53,B53,18.532718395466937,-5706.912668797866,-296.523494327471,-22827.650675191464,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_pdstrip_step,forward_gradient,4.0,2.0,pitch,pitch,4,4,A55,B55,587.4366865872231,20521.754569243236,-9398.98698539557,82087.01827697294,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_pdstrip_step,total,4.0,2.0,heave,heave,2,2,A33,B33,6331.013644565565,2043.4059124420303,-101296.21831304904,8173.623649768121,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_pdstrip_step,total,4.0,2.0,heave,pitch,2,4,A35,B35,5798.063250159437,20535.25367152514,-92769.012002551,82141.01468610056,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_pdstrip_step,total,4.0,2.0,pitch,heave,4,2,A53,B53,6122.80743701996,-4810.476420783135,-97964.91899231936,-19241.90568313254,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_pdstrip_step,total,4.0,2.0,pitch,pitch,4,4,A55,B55,36988.53101654149,34876.26231858331,-591816.4962646639,139505.04927433323,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,main_radiation,4.0,2.0,heave,heave,2,2,A33,B33,6341.851401588571,665.7008217070467,-101469.62242541714,2662.8032868281866,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,main_radiation,4.0,2.0,heave,pitch,2,4,A35,B35,6021.062115911116,13122.854624856232,-96336.99385457786,52491.41849942493,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,main_radiation,4.0,2.0,pitch,heave,4,2,A53,B53,6104.274718624493,439.15182167908745,-97668.39549799189,1756.6072867163498,6,1,0.0,50.524199665846496,20.646823533047723,3.8253469769070744e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
