,surge,sway,heave,roll,pitch,yaw
surge,16.06718229374952,0.0,0.0,0.0,0.0,0.0
sway,0.0,956.6627152264267,0.0,0.0,0.0,424.22323987144904
heave,0.0,0.0,665.7008217070468,0.0,439.15182167908745,0.0
roll,0.0,0.0,0.0,1793.2436339837282,0.0,0.0
pitch,0.0,0.0,439.15182167908745,0.0,4027.2264420359184,0.0
yaw,0.0,424.22323987144904,0.0,0.0,0.0,6328.55870151664
