outer_iteration,jvp_call,direction_norm,maximum_unit_displacement_ratio,signed_finite_difference_step,source_residual_norm,perturbed_residual_norm,product_norm
1,1,1.0,84.73231627664983,1.1801872578757484e-05,0.03197605855362566,0.031977082514711576,21.501361183693323
1,2,1.0,183.06342329165386,5.462587676003497e-06,0.03197605855362566,0.03197515172435989,34.52558488498412
1,3,1.0,266.7112466746375,3.7493731984234826e-06,0.03197605855362566,0.03197747633197715,41.964519358905314
1,4,1.0,325.7242033637182,3.070081957905214e-06,0.03197605855362566,0.03197672274666692,46.997503412715545
1,5,1.0,365.5884632974201,2.735316073654277e-06,0.03197605855362566,0.03197509247025919,50.08702940559863
1,6,1.0,392.9468351571136,2.5448735313014186e-06,0.03197605855362566,0.03197727352512105,53.279957750009046
1,7,1.0,412.38968515723536,2.4248909126296927e-06,0.03197605855362566,0.03197442328029775,55.43976786480214
1,8,1.0,426.74356930860705,2.3433276372978747e-06,0.03197605855362566,0.031977223670379626,58.38289971713671
1,9,1.0,437.72446617106584,2.284542165868318e-06,0.03197605855362566,0.03197455858331474,60.486166796518695
1,10,1.0,446.39333251123037,2.240176828749659e-06,0.03197605855362566,0.031976882758987975,63.53816607366291
1,11,1.0,453.42509150523455,2.205435955651024e-06,0.03197605855362566,0.03197547311349737,65.82954517655203
1,12,1.0,459.2623735087947,2.1774045897989297e-06,0.03197605855362566,0.031976329329326834,69.05751686563791
1,13,1.0,464.2040961859547,2.1542248511297317e-06,0.03197605855362566,0.031976791053081294,71.59873426271038
1,14,1.0,468.4576531364241,2.1346646667095443e-06,0.03197605855362566,0.031975799012218746,75.01027827219471
1,15,1.0,472.1705010031523,2.117879024368199e-06,0.03197605855362566,0.031977976925252234,77.80096623236443
1,16,1.0,475.44981212381845,2.1032714168779106e-06,0.03197605855362566,0.03197554598488604,81.395472113384
1,17,1.0,478.37503104179103,2.090410107363316e-06,0.03197605855362566,0.03197857319528679,84.40944331489594
1,18,1.0,481.0060992926778,2.078975716670757e-06,0.03197605855362566,0.031975720002292395,88.17287852182098
1,19,1.0,483.38896818694803,2.068727393077898e-06,0.03197605855362566,0.03197838586595593,91.37748713245458
