panel_shift,outer_root_xi,outer_root_eta,outer_panel_count,status,termination_reason,iteration_count,initial_s_lambda,final_s_lambda,measured_s_lambda,relative_mismatch,root_thickness,root_s_tau,delta_lambda,reason
0,2.097110208091605,0.1880512564404937,80,ROOT_NOT_CONSISTENT,NO_BRACKET_IN_PHYSICAL_DOMAIN,2.0,1.1622815734868355,2.099094121023402,2.554858787609086,0.2171244547926599,0.019672534970313973,-2.0898738912592982,0.009220690365126433,
1,2.115209324232605,0.1845148008486981,80,ROOT_NOT_CONSISTENT,NO_BRACKET_IN_PHYSICAL_DOMAIN,2.0,0.5184282801356725,2.117525803176916,2.364425740803374,0.1165983135865616,0.03178475342266448,-2.1083151311499613,0.009210927291882904,
2,2.133143603412469,0.18030453285198939,80,INELIGIBLE,,,,,,,,,,"The jet root requires thickness>0, S_lambda>0, S_tau<0 and delta_lambda>0."
