component,sigma,omega_rad_s,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_subtraction,diagnostic_zero_restoring_component,response_calibration_used
raw_bem,1.4,7.774541989381373,A33,-21.301899719958897,-0.6624253988925141,0.019045315496546002,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,A53,-8.925068929574117,-0.872776610256568,0.031686025569507545,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,B33,303.51743550665,1.699634376034484,0.019045315496546002,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,B53,0.9738229574152755,0.017148445237349562,0.031686025569507545,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,A33,-18.876859652737313,-0.5870139025012107,0.05784274514249416,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,A53,-9.940478225964112,-0.9720728163384806,0.085335330051248,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,B33,296.4811547723509,1.6602326705097883,0.05784274514249416,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,B53,4.141337327891828,0.07292649637798589,0.085335330051248,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,A33,-2.4250400672215613,-0.07541149639130268,0.2314675449683159,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,A53,1.0154092963899897,0.09929620608191209,0.23327704187413542,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,B33,7.036280734299092,0.039401705524695886,0.2314675449683159,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,B53,-3.167514370476555,-0.05577805114063636,0.23327704187413542,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,A33,-18.941915185366717,-0.5890369350813435,0.03494356423656074,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,A53,-7.916784927037746,-0.7741771819660337,0.03607638714318762,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,B33,67.66913315544225,0.37893304124508725,0.03494356423656074,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,B53,23.537397563546637,0.41447962391389925,0.03607638714318762,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,A33,-2.3599845345921837,-0.07338846381117073,0.014200147318488959,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,A53,-1.0082840025363766,-0.09859942829053484,0.017745858373583705,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,B33,235.84830235120774,1.3207013347893968,0.014200147318488959,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,B53,-22.563574606131336,-0.39733117867654927,0.017745858373583705,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,A33,1.2655726348641727,0.0393555254929614,0.0021334193784998093,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,A53,-0.43582249061411793,-0.042618794211364754,0.0019841273135347477,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,B33,67.46066375822487,0.3777656560724022,0.0021334193784998093,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,B53,-23.364518385054104,-0.41143532402090244,0.0019841273135347477,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,A33,0.07488964779820999,0.0023288441626249877,0.012973430611235433,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,A53,-0.040085301018665136,-0.003919915176033731,0.007227091552323943,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,B33,80.68684193639164,0.451829497108898,0.012973430611235433,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,B53,-9.33601039177481,-0.1644016109084239,0.007227091552323943,zero_diagnostic_only,False,False
longitudinal_bin_forward_post_chine,1.4,7.774541989381373,A33,-3.700446817254546,-0.1150728334667565,0.03248319356124475,zero_diagnostic_only,False,False
longitudinal_bin_forward_post_chine,1.4,7.774541989381373,A53,-0.532376210903595,-0.05206071890313649,0.03338838392192835,zero_diagnostic_only,False,False
longitudinal_bin_forward_post_chine,1.4,7.774541989381373,B33,87.7007966565912,0.49110618160809644,0.03248319356124475,zero_diagnostic_only,False,False
longitudinal_bin_forward_post_chine,1.4,7.774541989381373,B53,10.13695417069757,0.1785057562527769,0.03338838392192835,zero_diagnostic_only,False,False
longitudinal_bin_pre_chine,1.4,7.774541989381373,A33,-18.941915185366717,-0.5890369350813435,0.03494356423656074,zero_diagnostic_only,False,False
longitudinal_bin_pre_chine,1.4,7.774541989381373,A53,-7.916784927037746,-0.7741771819660337,0.03607638714318762,zero_diagnostic_only,False,False
longitudinal_bin_pre_chine,1.4,7.774541989381373,B33,67.66913315544225,0.37893304124508725,0.03494356423656074,zero_diagnostic_only,False,False
longitudinal_bin_pre_chine,1.4,7.774541989381373,B53,23.537397563546637,0.41447962391389925,0.03607638714318762,zero_diagnostic_only,False,False
bem,1.4,7.774541989381373,A33,-21.301899719958897,-0.6624253988925141,0.019045315496546002,zero_diagnostic_only,False,False
bem,1.4,7.774541989381373,A53,-8.925068929574117,-0.872776610256568,0.031686025569507545,zero_diagnostic_only,False,False
bem,1.4,7.774541989381373,B33,303.51743550665,1.699634376034484,0.019045315496546002,zero_diagnostic_only,False,False
bem,1.4,7.774541989381373,B53,0.9738229574152755,0.017148445237349562,0.031686025569507545,zero_diagnostic_only,False,False
front,1.4,7.774541989381373,A33,0.6969991223951147,0.02167458901553814,0.10183256064698634,zero_diagnostic_only,False,False
front,1.4,7.774541989381373,A53,-2.3003669026028395,-0.22495136378693603,0.0780474824843029,zero_diagnostic_only,False,False
front,1.4,7.774541989381373,B33,78.33131570921238,0.43863904120417624,0.10183256064698634,zero_diagnostic_only,False,False
front,1.4,7.774541989381373,B53,42.49443260685676,0.7483017779587767,0.0780474824843029,zero_diagnostic_only,False,False
transom,1.4,7.774541989381373,A33,-0.0,-0.0,0.0,zero_diagnostic_only,False,False
transom,1.4,7.774541989381373,A53,-0.0,-0.0,0.0,zero_diagnostic_only,False,False
transom,1.4,7.774541989381373,B33,0.0,0.0,0.0,zero_diagnostic_only,False,False
transom,1.4,7.774541989381373,B53,0.0,0.0,0.0,zero_diagnostic_only,False,False
total,1.4,7.774541989381373,A33,-20.604900597563738,-0.6407508098769745,0.016544898269414375,zero_diagnostic_only,False,False
total,1.4,7.774541989381373,A53,-11.225435832176963,-1.0977279740435046,0.021573868030312804,zero_diagnostic_only,False,False
total,1.4,7.774541989381373,B33,381.8487512158624,2.138273417238661,0.016544898269414375,zero_diagnostic_only,False,False
total,1.4,7.774541989381373,B53,43.46825556427203,0.7654502231961261,0.021573868030312804,zero_diagnostic_only,False,False
