component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,0.4189799523472425,0.8864399523472425,2.787547019959882,0.0032084580439002137,0.4706684580439002,1.4800894907040885,zero_diagnostic_only,False
resolved_station_bem,1.4,0.5265959703484183,0.9940559703484183,3.1259621709069756,0.013968298697000486,0.4814282986970005,1.5139254676006304,zero_diagnostic_only,False
transom_extrapolation,1.4,-0.41871856474246777,0.04874143525753222,0.15327495364003843,-0.4501688448893422,0.017291155110657763,0.05437470160584202,zero_diagnostic_only,False
pre_chine_bem,1.4,0.4179506058159175,0.8854106058159175,2.7843100811821304,0.34783063512102425,0.8152906351210243,2.5638070286824663,zero_diagnostic_only,False
post_chine_bem,1.4,0.42724178390033934,0.8947017839003393,2.813527622328111,-0.09566986228517066,0.3717901377148293,1.1691513764617274,zero_diagnostic_only,False
longitudinal_bin_aft_post_chine,1.4,-0.34436782102268865,0.12309217897731134,0.3870823238280231,-0.346342847571011,0.12111715242898896,0.3808715485188332,zero_diagnostic_only,False
longitudinal_bin_middle_post_chine,1.4,-0.5352582392519044,-0.06779823925190442,-0.21320201022611454,-0.11570672699192669,0.3517532730080733,1.106142367949916,zero_diagnostic_only,False
longitudinal_bin_forward_post_chine,1.4,0.1438680886916727,0.6113280886916727,1.9224153732442537,0.11558565665475881,0.5830456566547588,1.8334769077193673,zero_diagnostic_only,False
longitudinal_bin_pre_chine,1.4,0.4179506058159175,0.8854106058159175,2.7843100811821304,0.34783063512102425,0.8152906351210243,2.5638070286824663,zero_diagnostic_only,False
bem,1.4,0.4189799523472425,0.8864399523472425,2.787547019959882,0.0032084580439002137,0.4706684580439002,1.4800894907040885,zero_diagnostic_only,False
front,1.4,-3.3003870861386937,-2.8329270861386937,-8.908575742574508,0.5424960914049741,1.009956091404974,3.175962551587969,zero_diagnostic_only,False
transom,1.4,nan,nan,nan,nan,nan,nan,zero_diagnostic_only,False
total,1.4,0.5447944666864457,1.0122544666864457,3.183190146812722,0.11383631719591258,0.5812963171959126,1.8279758402387187,zero_diagnostic_only,False
