outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected,k_contribution_weak_projection_error,s_nu_endpoint_jump_to_next
0,4.325611531815702,0.4216414430865494,0.0054536411446602,0.0027268205723301,0.00017320107223798398,-0.0157115118810047,1.3462400728544324e-06,0.0013504399566774824,0.0013504399566774824,-0.1202189370227415,0.0887959132607312,2.1200769495811726e-05,-0.11506666062227225,0.07849136045979274,1.8850494833285818e-05,1.4477209663399913e-07,-0.0019818497847508
1,4.327523416634278,0.416374090137676,0.0057535595671752,0.0083304209282478,0.0005291282644729863,0.0108076853340453,6.72050637133648e-07,0.0006741472428253679,0.0020245871995028504,0.0868140634759804,-0.0651986928078907,1.175143005081192e-05,0.07849136045979274,-0.033902182756413504,8.916527570243533e-06,1.511781086117723e-06,0.0874646528952185
2,4.329734390840363,0.4108975397083166,0.0060659027017453,0.01424015206270805,0.0009045001461117033,0.0123983322432952,9.324423283345773e-07,0.0009353512815960829,0.002959938481098933,0.0222659600873278,0.0025307043992626,1.1293214706355444e-06,-0.033902182756413504,0.0633911393451305,6.103706523320883e-06,6.956448409298775e-06,0.11844036752063039
3,4.33248422790717,0.4053141165343622,0.0063909507004935,0.020468578763827447,0.001300114802219328,0.0770695226508761,3.796040223172538e-05,0.03807882782494922,0.041038766306048156,0.120971071919893,0.0331679733818592,4.206626004810719e-05,0.0633911393451305,0.08610916673401023,3.598485150272785e-05,6.539792204069895e-06,0.10311586213947699
4,4.335765798447472,0.3996369848221417,0.0067289782512868,0.0270285432397176,0.0017167879389106684,0.0755065872831091,3.8363551747284625e-05,0.038483235051642466,0.07952200135769064,0.1362838355213362,0.0147293390448814,4.664888413363406e-05,0.08610916673401023,0.06920267709528115,4.0738992779532e-05,6.17195399654781e-06,0.11205087387968639
5,4.3395476193423805,0.3938632781027193,0.0070802534557798,0.0339331590932509,0.0021553525006417877,0.0658037287241688,3.065842295180506e-05,0.030754068459015745,0.11027606981670639,0.1267802129245678,0.0048272445237693,3.943352771516369e-05,0.06920267709528115,0.06412618596514044,3.14808884218292e-05,8.064999091383353e-06,0.1193143064507081
6,4.343846953254054,0.3880130808124119,0.0074450379701429,0.041195804806212245,0.0026166582563390225,0.0611494764932576,2.783892132952766e-05,0.02792577079843044,0.13820184061513682,0.1241415509744774,-0.0018425979879621,3.7686228476804e-05,0.06412618596514044,0.06015759883118549,2.8759640159940293e-05,9.24401723854064e-06,0.124273230170639
7,4.348678740987523,0.3821055336668615,0.0078235853236513,0.04883011645310935,0.0031015713365977696,0.0583791940444147,2.6663798174855358e-05,0.026746981595757547,0.16494882221089438,0.1224306321826769,-0.0056722440938479,3.73627772784881e-05,0.06015759883118549,0.05798473557851635,2.7302718641909334e-05,1.0342854188718602e-05,0.1270206604740593
8,4.354055100990718,0.3761577942931512,0.0082161412019092,0.05684997971588959,0.003610973726476542,0.057000284640869,2.6694509371719817e-05,0.026777788602768724,0.1917266108136631,0.1213484163802114,-0.0073478470984738,3.8034652192907836e-05,0.05798473557851635,0.05744615411924807,2.736876122731377e-05,1.1249628795597146e-05,0.1288372977704268
9,4.359987000784871,0.3701858726599499,0.0086229421484029,0.06526952139104565,0.0041457627260487835,0.0574765352598425,2.848633868975344e-05,0.028575207915572387,0.2203018187292355,0.121489450671953,-0.0065363801522675,4.026428125349317e-05,0.05744615411924807,0.05845012852960188,2.895645265312449e-05,1.1965309200362481e-05,0.1284935349697952
