reuse_step,step_factor,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number
1,1.0,80,0.03859955762341031,2.0821385597433513e-05,2.0821385597433513e-05,24184.635789944175
1,1.0,160,0.039755333464872096,4.2051879485334295e-07,4.2051879485334295e-07,48720.46751258841
1,1.0,320,0.040284476395258124,8.706624045216663e-07,8.706624045216663e-07,114727.35329024598
1,0.5,80,0.038883404258049765,5.263089791906999e-06,5.263089791906999e-06,24467.311971740455
1,0.5,160,0.039984250451049565,4.3153378049454426e-07,4.3153378049454426e-07,48711.80813945682
1,0.5,320,0.04051324681165621,8.845300749139804e-07,8.845300749139804e-07,114697.77252263897
1,0.25,80,0.03934288837152147,1.3046271686666628e-06,1.3046271686666628e-06,24404.5481464965
1,0.25,160,0.040433595948047914,4.111278768534645e-07,4.111278768534645e-07,48707.13558056433
1,0.25,320,0.040969948109124486,8.392218437145695e-07,8.392218437145695e-07,114682.8443252251
1,0.125,80,0.0396442187308851,3.244903132202297e-07,3.244903132202297e-07,24372.396617714203
1,0.125,160,0.04073128033102972,3.987088925262906e-07,3.987088925262906e-07,48704.90226648994
1,0.125,320,0.041271159606681124,8.202437471945931e-07,8.202437471945931e-07,114675.35255528406
2,1.0,80,0.03967202404516837,1.9649172956327077e-05,1.9649172956327077e-05,24138.40159778296
2,1.0,160,0.04107430116902163,4.210128418282227e-07,4.210128418282227e-07,48729.541448204334
2,1.0,320,0.04174258738869584,9.117567243416349e-07,9.117567243416349e-07,114755.91671327877
2,0.5,80,0.03888392574459861,4.943443687697932e-06,4.943443687697932e-06,24185.190132996893
2,0.5,160,0.040121773653398946,4.149830670626969e-07,4.149830670626969e-07,48720.309875360224
2,0.5,320,0.04071740811622299,8.632163255915703e-07,8.632163255915703e-07,114726.99568459693
2,0.25,80,0.038786421066452866,1.1910855478750485e-06,1.1910855478750485e-06,24208.87788918972
2,0.25,160,0.03995511455376496,3.8365920291826037e-07,3.8365920291826037e-07,48716.660954205385
2,0.25,320,0.040517368005074196,8.37755206383213e-07,8.37755206383213e-07,114712.52113243527
2,0.125,80,0.03881125709532329,3.212603986990231e-07,3.212603986990231e-07,24502.849633047317
2,0.125,160,0.03994593978901274,4.35534970933262e-07,4.35534970933262e-07,48714.23709751505
2,0.125,320,0.04049173309073877,9.051447468114285e-07,9.051447468114285e-07,114705.10609411716
3,1.0,80,0.04013825208065687,2.0319969378885397e-05,2.0319969378885397e-05,24168.32935724583
3,1.0,160,0.0416271724650171,4.5194009203699837e-07,4.5194009203699837e-07,48731.06351889699
3,1.0,320,0.04234858608033114,9.226326046867514e-07,9.226326046867514e-07,114763.03060746151
3,0.5,80,0.03909168118205563,4.902565829796625e-06,4.902565829796625e-06,24173.570932806473
3,0.5,160,0.040391727108339825,4.196643196907626e-07,4.196643196907626e-07,48722.43739822725
3,0.5,320,0.04102412580060281,8.714006787393495e-07,8.714006787393495e-07,114734.21782739843
3,0.25,80,0.03885549243540186,1.175272103676504e-06,1.175272103676504e-06,24197.091827202523
3,0.25,160,0.04007171706873558,4.0918644503500114e-07,4.0918644503500114e-07,48718.110696838514
3,0.25,320,0.04066130503684592,8.54799493886091e-07,8.54799493886091e-07,114719.66563188417
3,0.125,80,0.03880937621639699,2.7261341722610916e-07,2.7261341722610916e-07,24208.918989068647
3,0.125,160,0.03998526831307524,3.8345957713082606e-07,3.8345957713082606e-07,48716.64818448601
3,0.125,320,0.04055299375657705,8.374445753248076e-07,8.374445753248076e-07,114712.49373680055
