run,outer_panel_count,pseudo_cfl,root_state_recovery,linear_gradient_recovery,linear_corner_treatment,linear_cusp_velocity_recovery,accepted_steps,added_pseudo_time,root_relative_mismatch,kinematic_rms,kinematic_convergence_integral,root_body_eta,interface_s_lambda,measured_s_lambda,solved_dipole_coefficient,body_vertical_force_coefficient,computed_pressure_peak,computed_peak_eta,regrid_geometry_relative_l2,regrid_maximum_selected_state_change
self_similar_wedge_14p5deg_n320_jet256_dct128_regrid0_v513,320,0.25,quadratic_root_extrapolation,element,displaced_double_node,connected_average,0,0.0,0.00020490899745806418,0.010224679104091873,0.0018912683672828515,0.1647770024643968,3.998364321704992,3.9991836225296247,7.697221979349855,45.51142972931846,18.005673792524824,0.1041115335860428,1.9536344506954814e-05,0.0006046872197230484
self_similar_wedge_14p5deg_n640_jet256_dct128_regrid0_v514,640,0.25,quadratic_root_extrapolation,element,displaced_double_node,connected_average,0,0.0,0.0002821800111135857,0.011240481863469213,0.0013444618046468556,0.1647770024643968,3.998364321704992,3.999492580193727,7.694908867483454,45.51031991064856,18.00492569547174,0.1041115335860428,2.4371205059016436e-05,0.0016204899791003886
self_similar_wedge_14p5deg_n1280_jet256_dct128_regrid0_v515,1280,0.25,quadratic_root_extrapolation,element,displaced_double_node,connected_average,0,0.0,0.00031711844763338497,0.012180052124922534,0.001257046223002632,0.1647770024643968,3.998364321704992,3.999632276791764,7.693243096205392,45.50989915252991,18.004740680224774,0.1041115335860428,2.560122873252685e-05,0.00256006024055371
