node,y_over_Vt,z_over_Vt,supplied_psi_over_V2,similarity_psi_over_V2,difference_over_V2
0,4.5325474357046565,0.6497123519960987,-35.03948123095565,-33.88823873031525,-1.1512425006404001
1,4.678595503554282,0.2767749842781447,-1.8807993102892149,-1.1858422606492933,-0.6949570496399216
2,5.05856879637554,0.14001255517732503,-0.9584375088684101,-3.0158083648536724,2.0573708559852624
3,5.458630409106546,0.12334299380272619,-1.2170592473555109,-2.9511534233818106,1.7340941760262998
4,5.860862266227031,0.12563123710320265,-0.9175061973361716,-1.4236103283074963,0.5061041309713248
5,6.262440880822118,0.11000274657198408,-0.5677357021707231,-0.5282620680012254,-0.03947363416949767
6,6.662644402485626,0.07618367028440726,-0.3294766518490546,-0.41291864255733,0.0834419907082754
7,7.157416956576938,0.11832999960401142,-0.4824435314312283,-0.5269715890643625,0.044528057633134166
8,7.765503073663976,0.029993429549014187,-0.11254761770579434,0.12215196807167097,-0.2346995857774653
9,8.524446850217762,0.05836268729246987,-0.26964688763321865,-0.37968043855545286,0.11003355092223421
10,9.461213326861872,0.00806973679901259,-0.058384160902947305,-0.11666357184366058,0.058279410940713275
11,10.616490931554894,0.10642421187567375,-0.21403174223265237,-0.25099148630244605,0.03695974406979369
12,12.038171759297438,-0.07822996158889665,0.019268593084239095,0.16403486301159598,-0.1447662699273569
13,13.801244701418081,0.10703791879283138,-0.11464808904234275,-0.32489166408429176,0.21024357504194902
14,15.986687584202846,-0.04754826576645189,-0.026533044253580006,0.13766958598359422,-0.1642026302371742
15,18.692846346239747,0.0417157189132196,-0.02316919569214774,-0.09097426294724983,0.0678050672551021
16,22.039030363847168,-0.007073329320863085,-0.03469462224316886,-0.039992634412257616,0.005298012169088755
17,26.17547909285206,0.009531200005897668,-0.004990555070361484,0.029992545942526455,-0.034983101012887936
18,31.288419282340566,0.002544478751191674,-0.017395923729133622,-0.054014153154116534,0.03661822942498291
19,37.608351943568806,0.002459939768205299,-0.0047669342393059045,0.0213214340163184,-0.026088368255624307
20,45.420199071386705,0.0019650378324631125,-0.006884973403287268,-0.021780841472816975,0.014895868069529708
21,55.076150231570196,0.0011533227924023632,-0.0034618242984290524,0.003670175826109377,-0.007132000124538429
22,67.0115337269807,0.0009329136248233983,-0.002923112650778052,-0.005793953767544043,0.0028708411167659913
23,81.76444382530237,0.000637774217308897,-0.0019670065849474914,-0.001012035679533226,-0.0009549709054142653
24,99.99999999999999,0.0006818482498894149,-0.0020669045882436847,-0.00410999596724376,0.002043091379000075
