coarse_far_radius,fine_far_radius,panel_density_relative_change,coarse_kinematic_integral,fine_kinematic_integral,kinematic_relative_change_diagnostic,free_surface_nrmse_by_combined_range,free_surface_relative_l2_diagnostic,free_surface_maximum_absolute_difference,pressure_curve_nrmse_by_combined_range,pressure_curve_relative_l2_diagnostic,pressure_peak_relative_change,vertical_force_relative_change,dipole_coefficient_relative_change
20.0,24.0,0.0,0.0007479576643724109,0.0008907728074955144,0.16032723711519756,1.1098843985593342e-05,8.386859382765032e-05,2.97031930636682e-05,0.0001457273760924268,6.478147401687863e-05,9.144258248529282e-06,6.005504876833855e-05,0.0040747568429395096
24.0,28.0,0.0,0.0008907728074955144,0.0008979135883176215,0.007952636996491382,7.515601998721294e-06,6.275235532396949e-05,2.6774448405625373e-05,0.00012049610883527088,5.355479976491781e-05,8.024077324476688e-06,5.0830684972689876e-05,0.0029939673177956606
