row,case_name,coefficient,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,mode_name,station_local_index,active_station_index,solve_order_rank,history_steps,history_dt_s,control_panel_count,control_radius_m,potential_contribution_norm,normal_derivative_contribution_norm,instantaneous_lhs_norm,history_rhs_norm,history_potential_kernel_channel_norm,history_normal_derivative_kernel_channel_norm,residual_norm,relative_residual,rhs_to_lhs_norm_ratio,potential_to_normal_contribution_norm_ratio,history_potential_to_normal_channel_norm_ratio,lhs_rhs_real_alignment,lhs_rhs_phase_deg,potential_normal_real_alignment,potential_normal_phase_deg,history_channel_real_alignment,history_channel_phase_deg,max_abs_lhs,max_abs_rhs,history_rhs_nonzero,a1_outer_control_balance_status,a1_outer_control_balance_validity_status,relative_tolerance,diagnostic_status,gate_role,is_hard_gate,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
0,a1_outer_control_balance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,38,39,0,2,0.03456848184522294,10,0.8999999999999999,0.005262138464875003,0.005262138464875003,1.3183707972949724e-18,0.0,0.0,0.0,1.3183707972949724e-18,1.3183707972949724e-06,0.0,1.0,,,,-1.0,180.0,,,8.673617379884035e-19,0.0,False,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,a1_eq24_outer_control_balance_scale_phase_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_outer_control_balance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,37,38,1,2,0.03456848184522294,10,0.8999999999999999,0.055718317933080914,0.055707153563353276,1.2996033468709243e-05,1.2996033468713553e-05,3.880978649046424e-05,2.635257939065396e-05,1.8137875885710608e-17,1.3956470587256832e-12,1.0000000000003315,1.0002004117786227,1.4727130090433682,1.0,0.0,-0.9999999928712896,180.0,-0.9932950191223965,180.0,4.699134611985123e-06,4.699134611980131e-06,True,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,a1_eq24_outer_control_balance_scale_phase_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_outer_control_balance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,36,37,2,2,0.03456848184522294,10,0.8999999999999999,0.06932772908981351,0.06962072735735679,0.0004036159473290708,0.00040361594732907555,0.0007295327327227875,0.00035693504720990044,2.0236305715765272e-17,5.013752764150877e-14,1.0000000000000118,0.9957915080944307,2.043880920143367,0.9999999999999999,0.0,-0.9999920174554561,180.0,-0.9537688440976951,180.0,0.00019901806588845054,0.0001990180658884509,True,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,a1_eq24_outer_control_balance_scale_phase_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_outer_control_balance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,35,36,3,2,0.03456848184522294,10,0.8999999999999999,0.031535191468040145,0.03139508181080078,0.0002002457368148617,0.00020024573681486118,0.00028551139113497604,9.761954542939729e-05,1.1612965905443236e-17,5.799357374674133e-14,0.9999999999999974,1.0044627900027057,2.9247359212655866,1.0000000000000002,0.0,-0.9999896633297328,180.0,-0.913980037515447,180.0,0.00010757378498532167,0.00010757378498532294,True,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,a1_eq24_outer_control_balance_scale_phase_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_outer_control_balance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,34,35,4,2,0.03456848184522294,10,0.8999999999999999,0.0276636907380626,0.026970156128766822,0.0009028373007829149,0.000902837300782915,0.0014669396413462253,0.0006283869575369577,8.918386692473157e-18,9.878177036703494e-15,1.0000000000000002,1.0257148904138542,2.334452718586142,1.0,0.0,-0.9997760839041168,180.0,-0.9392797291596061,180.0,0.000463677442096193,0.00046367744209619387,True,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,a1_eq24_outer_control_balance_scale_phase_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_outer_control_balance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,33,34,5,2,0.03456848184522294,10,0.8999999999999999,0.028480030653467023,0.027993800131977567,0.0006272113659865043,0.0006272113659865069,0.0009764288155698197,0.0003924618037134352,1.0239326663300588e-17,1.6325161211317824e-14,1.0000000000000042,1.017369221727565,2.4879588442262297,1.0000000000000002,0.0,-0.9999015546159676,180.0,-0.9316608542665455,180.0,0.0003315492874346416,0.0003315492874346427,True,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,a1_eq24_outer_control_balance_scale_phase_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_outer_control_balance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,32,33,6,2,0.03456848184522294,10,0.8999999999999999,0.030678934345323525,0.030136048022653284,0.0006941625678512918,0.0006941625678512902,0.001037957813723689,0.0003889768440502493,1.3156691174314682e-17,1.895332849052903e-14,0.9999999999999977,1.0180145161124694,2.668430858032264,1.0,0.0,-0.999898795217573,180.0,-0.9248462650050978,180.0,0.00037348529016379035,0.0003734852901637879,True,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,a1_eq24_outer_control_balance_scale_phase_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_outer_control_balance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,31,32,7,2,0.03456848184522294,10,0.8999999999999999,0.03266805359542329,0.03200741760840644,0.0008369374467198589,0.0008369374467198606,0.0012074848893700888,0.0004212650584803701,1.4427554733623536e-17,1.7238510225785993e-14,1.000000000000002,1.0206400902159423,2.8663305086964734,1.0,0.0,-0.9998737474542257,180.0,-0.9190806669948254,180.0,0.0004545720905305842,0.0004545720905305871,True,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,a1_eq24_outer_control_balance_scale_phase_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_outer_control_balance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,30,31,8,2,0.03456848184522294,10,0.8999999999999999,0.03343269781878205,0.03266038314214196,0.0009730385684024672,0.0009730385684024706,0.001376549065426272,0.00046001617170628563,1.443821900979565e-17,1.483828028882785e-14,1.0000000000000036,1.023646834554233,2.9923927681072495,1.0,0.0,-0.9998395795564694,180.0,-0.9156935902291033,180.0,0.0005323702679760215,0.0005323702679760204,True,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,a1_eq24_outer_control_balance_scale_phase_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_outer_control_balance_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,29,30,9,2,0.03456848184522294,10,0.8999999999999999,0.032169855406796156,0.03131397487703342,0.0010777214743181213,0.0010777214743181156,0.001503525402835745,0.00048651504518305074,1.0981829428951346e-17,1.0189858595793124e-14,0.9999999999999948,1.0273322225339865,3.090398575998909,1.0,0.0,-0.9997870922404365,180.0,-0.9130720150588117,180.0,0.0005932662148773245,0.0005932662148773189,True,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,a1_eq24_outer_control_balance_scale_phase_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
