case_name,coefficient,mode_name,station_rows,pass_rows,fail_rows,history_rhs_nonzero_rows,max_relative_residual,max_residual_norm,max_history_rhs_norm,median_history_rhs_norm,max_instantaneous_lhs_norm,median_rhs_to_lhs_norm_ratio,max_rhs_to_lhs_norm_ratio,median_potential_to_normal_contribution_norm_ratio,median_history_potential_to_normal_channel_norm_ratio,median_lhs_rhs_real_alignment,median_lhs_rhs_phase_deg,median_potential_normal_real_alignment,median_potential_normal_phase_deg,median_history_channel_real_alignment,median_history_channel_phase_deg,first_history_dt_s,first_history_steps,first_control_panel_count,first_control_radius_m,relative_tolerance,a1_grid_recommendation_status,error_rows,a1_outer_control_balance_status,diagnostic_conclusion,gate_role
a1_outer_control_balance_recommended,A33,heave,39,39,0,38,1.3183707972949724e-06,3.305299817070021e-16,0.0347635009821243,0.006652881737224559,0.034763500982124274,1.0000000000000002,1.0000000000003315,1.0322176078977927,3.621935889821541,1.0,0.0,-0.9998395795564694,180.0,-0.9101251354534993,180.0,0.03456848184522294,2,10,0.8999999999999999,1e-05,A1_GRID_RECOMMENDED,0,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,outer_control_lhs_reconstructs_history_rhs_scale_phase_recorded,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate
a1_outer_control_balance_recommended,A33,pitch,39,39,0,38,3.5745320267592614e-06,7.84494648881955e-16,0.0435391507273805,0.011869098959660287,0.043539150727380564,0.9999999999999993,1.000000000000005,1.030436283603633,3.5282267837419905,1.0,-3.387689673986464e-15,-0.9998286125940258,-179.7330062894818,-0.9092535388453353,-177.50108213368543,0.03456848184522294,2,10,0.8999999999999999,1e-05,A1_GRID_RECOMMENDED,0,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,outer_control_lhs_reconstructs_history_rhs_scale_phase_recorded,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate
a1_outer_control_balance_recommended,A53,heave,39,39,0,38,2.636741594589945e-06,6.610599634140042e-16,0.0695270019642486,0.013305763474449119,0.06952700196424855,1.0000000000000002,1.0000000000003315,1.0322176078977927,3.621935889821541,1.0,0.0,-0.9998395795564694,180.0,-0.9101251354534993,180.0,0.03456848184522294,2,10,0.8999999999999999,1e-05,A1_GRID_RECOMMENDED,0,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,outer_control_lhs_reconstructs_history_rhs_scale_phase_recorded,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate
a1_outer_control_balance_recommended,A53,pitch,39,39,0,38,4.925315889462528e-06,1.2890577855956914e-15,0.07131206025108118,0.01929495352385728,0.07131206025108158,0.9999999999999993,1.000000000000047,1.030747810541214,3.5401475549553814,1.0,-2.6880343404979862e-15,-0.9998278507678937,-179.7617918575893,-0.9090734284834423,-175.3298208413877,0.03456848184522294,2,10,0.8999999999999999,1e-05,A1_GRID_RECOMMENDED,0,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate,outer_control_lhs_reconstructs_history_rhs_scale_phase_recorded,diagnostic_a1_eq24_outer_control_balance_scale_phase_not_hard_gate
