benchmark,matrix_cell,candidate_name,station_index,x_m,x_over_l,trapz_weight_m,candidate_transport_force_density_real,candidate_transport_force_density_imag,direct_pressure_gradient_force_density_real,direct_pressure_gradient_force_density_imag,stokes_body_forward_force_density_real,stokes_body_forward_force_density_imag,direct_minus_candidate_force_density_real,direct_minus_candidate_force_density_imag,candidate_minus_stokes_force_density_real,candidate_minus_stokes_force_density_imag,candidate_transport_station_force_real,candidate_transport_station_force_imag,direct_minus_candidate_station_force_real,direct_minus_candidate_station_force_imag,candidate_minus_stokes_station_force_real,candidate_minus_stokes_station_force_imag,station_abs_direct_candidate_residual_share,station_abs_candidate_stokes_residual_share,diagnostic_flags,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,55,current_equal_panel_x_derivative,0,0.075,0.024999999999999998,0.0375,2771.3755351051177,8139.901682394998,-13632.460941331752,-21926.161193631495,157.43802429868248,462.4965816812657,-16403.83647643687,-30066.06287602649,2613.937510806435,7677.405100713732,103.92658256644191,305.2463130898124,-615.1438678663826,-1127.4773578509935,98.0226566552413,287.9026912767649,0.18786250397419071,0.043262524998799255,peak_abs_direct_candidate_residual;near_aft_startup_region,false,diagnostic-only mapped fixed-control-surface complex closure; no default force term is changed.,diagnostic_pitch_mapping_complex_closure_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,55,current_equal_panel_x_derivative,1,0.15,0.049999999999999996,0.07499999999999998,-1647.7733488127187,-1837.424215578897,5652.7022127769615,-1566.7307539144767,-229.58486347739864,-258.4348406580726,7300.47556158968,270.6934616644203,-1418.1884853353201,-1578.9893749208245,-123.58300116095387,-137.80681616841724,547.5356671192259,20.302009624831516,-106.364136400149,-118.42420311906181,0.08014207671159432,0.02264291662416303,near_aft_startup_region,false,diagnostic-only mapped fixed-control-surface complex closure; no default force term is changed.,diagnostic_pitch_mapping_complex_closure_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,55,current_equal_panel_x_derivative,2,0.22499999999999998,0.075,0.075,5571.655788959293,4386.9497506589305,10332.386365641501,6881.241550624696,1361.0905134035374,1069.486228577082,4760.730576682208,2494.2917999657657,4210.565275555756,3317.463522081848,417.874184171947,329.02123129941975,357.0547932511656,187.07188499743242,315.79239566668167,248.8097641561386,0.058959685801311806,0.05718892837705739,none,false,diagnostic-only mapped fixed-control-surface complex closure; no default force term is changed.,diagnostic_pitch_mapping_complex_closure_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,55,current_equal_panel_x_derivative,3,0.3,0.09999999999999999,0.07500000000000001,2856.2478580796646,1429.0221531909633,-5004.646854331946,-8319.039802516152,1146.7587972063034,571.5912099669303,-7860.894712411611,-9748.061955707115,1709.4890608733613,857.4309432240331,214.21858935597487,107.17666148932227,-589.5671034308709,-731.1046466780338,128.21167956550212,64.30732074180249,0.13737559306799818,0.020403529094636212,none,false,diagnostic-only mapped fixed-control-surface complex closure; no default force term is changed.,diagnostic_pitch_mapping_complex_closure_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,55,current_equal_panel_x_derivative,4,0.375,0.125,0.07499999999999998,2089.314830044579,628.1521088893611,382.4746771615787,-3512.6033802023685,1364.5944856170763,408.986507210804,-1706.8401528830004,-4140.75548909173,724.7203444275028,219.1656016785571,156.6986122533434,47.11140816670207,-128.013011466225,-310.5566616818797,54.3540258320627,16.43742012589178,0.04913234198922406,0.008077629515317182,none,false,diagnostic-only mapped fixed-control-surface complex closure; no default force term is changed.,diagnostic_pitch_mapping_complex_closure_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,55,current_equal_panel_x_derivative,5,0.44999999999999996,0.15,0.07500000000000001,1501.055298988003,232.0598386268892,1453.6604686769826,-2752.1928087160877,1672.824168210445,259.8620662414761,-47.394830311020314,-2984.252647342977,-171.76886922244194,-27.80222761458691,112.57914742410024,17.404487897016693,-3.554612273326524,-223.81894855072332,-12.882665191683147,-2.0851670710940184,0.032741717222165435,0.001856396647468376,none,false,diagnostic-only mapped fixed-control-surface complex closure; no default force term is changed.,diagnostic_pitch_mapping_complex_closure_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,55,current_equal_panel_x_derivative,6,0.525,0.17500000000000002,0.07500000000000001,913.8034431816535,38.18298559392503,1855.5811688498227,-2476.7452215636295,2028.0418880741215,92.72979118808499,941.7777256681692,-2514.9282071575544,-1114.2384448924681,-54.546805594159956,68.53525823862402,2.8637239195443778,70.6333294251127,-188.6196155368166,-83.56788336693512,-4.091010419561997,0.029460032079969164,0.011901689755771976,none,false,diagnostic-only mapped fixed-control-surface complex closure; no default force term is changed.,diagnostic_pitch_mapping_complex_closure_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,55,current_equal_panel_x_derivative,7,0.6,0.19999999999999998,0.07499999999999996,291.45003245526925,-17.095507315612185,1923.7544112830878,-2301.9442957694528,2409.568436830558,-97.35150160414116,1632.3043788278187,-2284.8487884538404,-2118.1184043752887,80.25599428852898,21.85875243414518,-1.282163048670913,122.42282841208633,-171.36365913403793,-158.85888032814657,6.01919957163967,0.030804248434157792,0.022613744004478447,none,false,diagnostic-only mapped fixed-control-surface complex closure; no default force term is changed.,diagnostic_pitch_mapping_complex_closure_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,55,current_equal_panel_x_derivative,8,0.6749999999999999,0.22499999999999998,0.07500000000000001,-364.7580632328543,33.8294192792582,1682.3440962804837,-2103.4682762325974,2795.3587033171552,-307.1601509193446,2047.102159513338,-2137.2976955118556,-3160.1167665500097,340.9895701986028,-27.356854742464076,2.5372064459443653,153.53266196350037,-160.29732716338918,-237.00875749125078,25.574217764895213,0.0324661022103953,0.033909980776204635,none,false,diagnostic-only mapped fixed-control-surface complex closure; no default force term is changed.,diagnostic_pitch_mapping_complex_closure_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,55,current_equal_panel_x_derivative,9,0.75,0.25,0.07500000000000001,-1030.7235491412682,165.7507866769687,1079.6189149312795,-1803.4959413828515,3151.7937992758775,-526.6038122576924,2110.342464072548,-1969.2467280598203,-4182.5173484171455,692.3545989346611,-77.30426618559513,12.431309000772654,158.27568480544113,-147.69350460448655,-313.68880113128597,51.92659492009959,0.031664463049162726,0.045229173944599965,none,false,diagnostic-only mapped fixed-control-surface complex closure; no default force term is changed.,diagnostic_pitch_mapping_complex_closure_not_hard_gate,INFO
