benchmark,candidate_name,candidate_order,candidate_trace_status,time_derivative_pressure_scale,row_count,target_row_count,pass_count,fail_count,target_pass_count,target_fail_count,pass_fraction,target_pass_fraction,median_gate_error_ratio,max_gate_error_ratio,target_median_gate_error_ratio,target_max_gate_error_ratio,median_gate_ratio_delta_vs_current,target_median_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,target_improved_row_count,target_worsened_row_count,candidate_gate_status,candidate_default_gate_eligible,candidate_exclusion_reason,diagnostic_conclusion,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,time_pressure_one_over_four_pi_squared_keep_gradient_end,3,generic_double_green_constant_not_sufficient_by_itself,0.025330295910584444,8,2,0,8,0,2,0.0,0.0,13.773140297871073,90.06757282001618,3.7408485101883286,4.9465009128870845,-21.500962685355816,-40.96845983174566,7,0,2,0,FAIL,False,"The projected scale is diagnostic-only: either it lacks a traced A1/Ma derivation, does not close all eight rows, or both.",candidate_does_not_close_gate,diagnostic_time_pressure_scale_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_pressure_one_over_pi_squared_keep_gradient_end,1,suggestive_constant_untraced_to_A1_or_Ma,0.10132118364233778,8,2,2,6,2,0,0.25,1.0,13.773140297871073,93.26012172339122,0.1773903892049775,0.21399634845166382,-22.021376395507836,-44.53191795272901,7,0,2,0,FAIL,False,"The projected scale is diagnostic-only: either it lacks a traced A1/Ma derivation, does not close all eight rows, or both.",candidate_closes_a33_a53_only_not_full_gate,diagnostic_time_pressure_scale_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_pressure_one_over_two_pi_keep_gradient_end,2,generic_green_constant_not_sufficient_by_itself,0.15915494309189535,8,2,0,8,0,2,0.0,0.0,13.773140297871073,95.68984863960394,2.9114821402979825,4.1414535233947065,-20.735932617197882,-41.797826201636006,7,0,2,0,FAIL,False,"The projected scale is diagnostic-only: either it lacks a traced A1/Ma derivation, does not close all eight rows, or both.",candidate_does_not_close_gate,diagnostic_time_pressure_scale_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default_time_pressure_scale,0,current_default_baseline,1.0,8,2,0,8,0,2,0.0,0.0,34.9281261212165,164.37734137762976,44.70930834193399,61.24275530975799,0.0,0.0,2,0,0,0,FAIL,False,"The projected scale is diagnostic-only: either it lacks a traced A1/Ma derivation, does not close all eight rows, or both.",candidate_does_not_close_gate,diagnostic_time_pressure_scale_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_pressure_pi_squared_keep_gradient_end,4,opposite_direction_exclusion,9.869604401089358,8,2,0,8,0,2,0.0,0.0,253.65988614188717,1091.0384306661388,485.6112083866596,663.5724633472885,218.73176002067066,440.9019000447256,1,6,0,2,FAIL,False,"The projected scale is diagnostic-only: either it lacks a traced A1/Ma derivation, does not close all eight rows, or both.",candidate_does_not_close_gate,diagnostic_time_pressure_scale_candidate_not_hard_gate,INFO
