benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,row_idx,col_idx,candidate_name,candidate_order,candidate_class,candidate_description,reference_value,candidate_reference_value,current_computed_value,candidate_value,time_derivative_component_value,forward_speed_pressure_gradient_component_value,stokes_body_forward_speed_component_value,end_contour_component_value,eq31_direct_time_plus_gradient_value,eq32_stokes_time_plus_body_plus_end_value,current_hybrid_time_plus_gradient_plus_end_value,forward_identity_residual_value,forward_identity_residual_over_effective_tolerance,current_minus_eq31_direct_value,current_minus_eq32_stokes_value,candidate_abs_error,candidate_rel_error,candidate_gate_error_ratio,current_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,current_gate_status,candidate_row_decision,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,1.0,1.0,10.186413296463698,10.186413296463698,10.186413296463698,0.0,0.0,0.0,10.186413296463698,10.186413296463698,10.186413296463698,0.0,0.0,0.0,0.0,9.186413296463698,9.186413296463698,61.24275530975799,61.24275530975799,0.0,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",1.0,1.0,10.186413296463698,10.186413296463698,10.186413296463698,0.0,0.0,0.0,10.186413296463698,10.186413296463698,10.186413296463698,0.0,0.0,0.0,0.0,9.186413296463698,9.186413296463698,61.24275530975799,61.24275530975799,0.0,FAIL,FAIL,neutral_or_not_evaluable,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,1.0,1.0,10.186413296463698,10.186413296463698,10.186413296463698,0.0,0.0,0.0,10.186413296463698,10.186413296463698,10.186413296463698,0.0,0.0,0.0,0.0,9.186413296463698,9.186413296463698,61.24275530975799,61.24275530975799,0.0,FAIL,FAIL,neutral_or_not_evaluable,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,2,2,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,1.0,0.0,10.186413296463698,0.0,10.186413296463698,0.0,0.0,0.0,10.186413296463698,10.186413296463698,10.186413296463698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.24275530975799,-61.24275530975799,PASS,FAIL,identity_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,2.1,2.1,9.180428403990165,9.180428403990165,-0.0,8.678420568103425,-0.0,0.5020078358867408,8.678420568103425,0.5020078358867408,9.180428403990165,8.176412732216685,25.956865816560903,0.5020078358867401,8.678420568103425,7.080428403990165,3.37163257332865,22.477550488857666,22.477550488857666,0.0,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",2.1,2.1,9.180428403990165,8.678420568103425,-0.0,8.678420568103425,-0.0,0.5020078358867408,8.678420568103425,0.5020078358867408,9.180428403990165,8.176412732216685,25.956865816560903,0.5020078358867401,8.678420568103425,6.578420568103425,3.132581222906393,20.883874819375954,22.477550488857666,-1.593675669481712,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,eq32_stokes_time_plus_body_plus_end,2,equation_consistent_eq32_stokes,Eq.32 Stokes path: Eq.30 time pressure plus Stokes body forward-speed term plus end-contour term.,2.1,2.1,9.180428403990165,0.5020078358867408,-0.0,8.678420568103425,-0.0,0.5020078358867408,8.678420568103425,0.5020078358867408,9.180428403990165,8.176412732216685,25.956865816560903,0.5020078358867401,8.678420568103425,1.5979921641132593,0.7609486495777424,5.0729909971849505,22.477550488857666,-17.404559491672714,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2,2,forward_identity_gradient_minus_body_end,3,diagnostic_eq31_eq32_forward_identity_residual,Forward-speed identity residual: Eq.31 gradient term minus Eq.32 body-plus-end term.,2.1,0.0,9.180428403990165,8.176412732216685,-0.0,8.678420568103425,-0.0,0.5020078358867408,8.678420568103425,0.5020078358867408,9.180428403990165,8.176412732216685,25.956865816560903,0.5020078358867401,8.678420568103425,8.176412732216685,8176412732216.685,1635.282546443337,22.477550488857666,1612.8049959544794,FAIL,FAIL,identity_not_closed,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,2,4,current_hybrid_eq30_gradient_plus_end,0,baseline_current_hybrid,Current default: Eq.30 time pressure plus finite-difference forward gradient plus Eq.32 end term.,-0.2,-0.2,-2.700823452099381,-2.700823452099381,-1.0687472913900178,-1.5428303232183869,0.0,-0.08924583749097603,-2.6115776146084047,-1.1579931288809937,-2.700823452099381,-1.453584485727411,24.22640809545685,-0.08924583749097614,-1.542830323218387,2.5008234520993806,12.504117260496903,41.68039086832301,41.68039086832301,0.0,FAIL,FAIL,baseline_current_default,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,2,4,eq31_direct_time_plus_gradient,1,equation_consistent_eq31_direct_gradient,"Eq.31 direct-gradient path: Eq.30 time pressure plus finite-difference forward gradient, without Eq.32 end term.",-0.2,-0.2,-2.700823452099381,-2.6115776146084047,-1.0687472913900178,-1.5428303232183869,0.0,-0.08924583749097603,-2.6115776146084047,-1.1579931288809937,-2.700823452099381,-1.453584485727411,24.22640809545685,-0.08924583749097614,-1.542830323218387,2.4115776146084045,12.057888073042022,40.19296024347341,41.68039086832301,-1.4874306248496012,FAIL,FAIL,equation_path_improves_but_still_fails,false,diagnostic-only until either the Eq.31 direct-gradient route or the Eq.32 Stokes route passes all Wigley III coefficients and the forward-speed identity residual is explained,diagnostic_eq31_eq32_forward_identity_not_hard_gate
