benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,prefix,row_idx,col_idx,candidate_name,candidate_order,candidate_class,candidate_description,candidate_is_current_default,reference_value,candidate_value,current_computed_value,raw_computed_value,documented_normalization_scale,required_normalization_scale,required_scale_over_documented,candidate_abs_error,candidate_rel_error,candidate_gate_error_ratio,current_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,current_gate_status,candidate_over_reference,candidate_row_decision,candidate_default_gate_eligible,candidate_exclusion_reason,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,current_ab_mapping_documented_eq34,0,baseline_current_default,Current A/B real-imaginary mapping with documented Eq.34 scale.,True,1.0,10.186413296463698,10.186413296463698,814.4037430522727,79.95,814.4037430522727,10.186413296463698,9.186413296463698,9.186413296463698,61.24275530975799,61.24275530975799,0.0,FAIL,FAIL,10.186413296463698,baseline_current_default,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,total_raw_sign_flipped_documented_eq34,1,diagnostic_global_sign_flip,Whole raw coefficient sign flipped before applying documented Eq.34 scale.,False,1.0,-10.186413296463698,10.186413296463698,814.4037430522727,79.95,814.4037430522727,10.186413296463698,11.186413296463698,11.186413296463698,74.57608864309132,61.24275530975799,13.333333333333336,FAIL,FAIL,-10.186413296463698,worsens_this_coefficient,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,reference_signed_abs_current_documented_eq34,2,diagnostic_sign_only_magnitude_kept,Current magnitude with reference sign; checks pure A/B sign selection without changing magnitude.,False,1.0,10.186413296463698,10.186413296463698,814.4037430522727,79.95,814.4037430522727,10.186413296463698,9.186413296463698,9.186413296463698,61.24275530975799,61.24275530975799,0.0,FAIL,FAIL,10.186413296463698,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,length_power_0_eq34_scale,10,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^0 regardless of DOF rotational count.,False,1.0,10.186413296463698,10.186413296463698,814.4037430522727,79.95,814.4037430522727,10.186413296463698,9.186413296463698,9.186413296463698,61.24275530975799,61.24275530975799,0.0,FAIL,FAIL,10.186413296463698,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,length_power_1_eq34_scale,11,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^1 regardless of DOF rotational count.,False,1.0,3.3954710988212327,10.186413296463698,814.4037430522727,79.95,814.4037430522727,10.186413296463698,2.3954710988212327,2.3954710988212327,15.969807325474886,61.24275530975799,-45.27294798428311,FAIL,FAIL,3.3954710988212327,improves_but_still_fails,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,length_power_2_eq34_scale,12,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^2 regardless of DOF rotational count.,False,1.0,1.1318236996070776,10.186413296463698,814.4037430522727,79.95,814.4037430522727,10.186413296463698,0.13182369960707763,0.13182369960707763,0.8788246640471842,61.24275530975799,-60.3639306457108,PASS,FAIL,1.1318236996070776,improves_this_coefficient_only,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,A,2,2,per_coefficient_required_scale,99,diagnostic_per_coefficient_fit,Per-row scale raw/reference; exact by construction and never allowed as production default.,False,1.0,1.0,10.186413296463698,814.4037430522727,79.95,814.4037430522727,10.186413296463698,0.0,0.0,0.0,61.24275530975799,-61.24275530975799,PASS,FAIL,1.0,excluded_per_coefficient_fit_not_shared_convention,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,current_ab_mapping_documented_eq34,0,baseline_current_default,Current A/B real-imaginary mapping with documented Eq.34 scale.,True,2.1,9.180428403990165,9.180428403990165,1327.03117789732,144.55002746065114,631.9196085225333,4.371632573328649,7.080428403990165,3.37163257332865,22.477550488857666,22.477550488857666,0.0,FAIL,FAIL,4.371632573328649,baseline_current_default,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,total_raw_sign_flipped_documented_eq34,1,diagnostic_global_sign_flip,Whole raw coefficient sign flipped before applying documented Eq.34 scale.,False,2.1,-9.180428403990165,9.180428403990165,1327.03117789732,144.55002746065114,631.9196085225333,4.371632573328649,11.280428403990165,5.371632573328649,35.810883822190995,22.477550488857666,13.333333333333329,FAIL,FAIL,-4.371632573328649,worsens_this_coefficient,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,reference_signed_abs_current_documented_eq34,2,diagnostic_sign_only_magnitude_kept,Current magnitude with reference sign; checks pure A/B sign selection without changing magnitude.,False,2.1,9.180428403990165,9.180428403990165,1327.03117789732,144.55002746065114,631.9196085225333,4.371632573328649,7.080428403990165,3.37163257332865,22.477550488857666,22.477550488857666,0.0,FAIL,FAIL,4.371632573328649,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,length_power_0_eq34_scale,10,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^0 regardless of DOF rotational count.,False,2.1,9.180428403990165,9.180428403990165,1327.03117789732,144.55002746065114,631.9196085225333,4.371632573328649,7.080428403990165,3.37163257332865,22.477550488857666,22.477550488857666,0.0,FAIL,FAIL,4.371632573328649,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,length_power_1_eq34_scale,11,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^1 regardless of DOF rotational count.,False,2.1,3.0601428013300547,9.180428403990165,1327.03117789732,144.55002746065114,631.9196085225333,4.371632573328649,0.9601428013300546,0.45721085777621645,3.0480723851747764,22.477550488857666,-19.42947810368289,FAIL,FAIL,1.4572108577762164,improves_but_still_fails,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,length_power_2_eq34_scale,12,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^2 regardless of DOF rotational count.,False,2.1,1.0200476004433514,9.180428403990165,1327.03117789732,144.55002746065114,631.9196085225333,4.371632573328649,1.0799523995566487,0.5142630474079279,3.428420316052853,22.477550488857666,-19.049130172804812,FAIL,FAIL,0.48573695259207206,improves_but_still_fails,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,B,2,2,per_coefficient_required_scale,99,diagnostic_per_coefficient_fit,Per-row scale raw/reference; exact by construction and never allowed as production default.,False,2.1,2.1,9.180428403990165,1327.03117789732,144.55002746065114,631.9196085225333,4.371632573328649,0.0,0.0,0.0,22.477550488857666,-22.477550488857666,PASS,FAIL,1.0,excluded_per_coefficient_fit_not_shared_convention,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,A,2,4,current_ab_mapping_documented_eq34,0,baseline_current_default,Current A/B real-imaginary mapping with documented Eq.34 scale.,True,-0.2,-2.700823452099381,-2.700823452099381,-647.7925049860365,239.85000000000002,3238.9625249301826,13.504117260496903,2.5008234520993806,12.504117260496903,41.68039086832301,41.68039086832301,0.0,FAIL,FAIL,13.504117260496903,baseline_current_default,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,A,2,4,total_raw_sign_flipped_documented_eq34,1,diagnostic_global_sign_flip,Whole raw coefficient sign flipped before applying documented Eq.34 scale.,False,-0.2,2.700823452099381,-2.700823452099381,-647.7925049860365,239.85000000000002,3238.9625249301826,13.504117260496903,2.900823452099381,14.504117260496905,48.34705753498969,41.68039086832301,6.6666666666666785,FAIL,FAIL,-13.504117260496903,worsens_this_coefficient,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,A,2,4,reference_signed_abs_current_documented_eq34,2,diagnostic_sign_only_magnitude_kept,Current magnitude with reference sign; checks pure A/B sign selection without changing magnitude.,False,-0.2,-2.700823452099381,-2.700823452099381,-647.7925049860365,239.85000000000002,3238.9625249301826,13.504117260496903,2.5008234520993806,12.504117260496903,41.68039086832301,41.68039086832301,0.0,FAIL,FAIL,13.504117260496903,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,A,2,4,length_power_0_eq34_scale,10,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^0 regardless of DOF rotational count.,False,-0.2,-8.102470356298143,-2.700823452099381,-647.7925049860365,239.85000000000002,3238.9625249301826,13.504117260496903,7.902470356298143,39.512351781490715,131.70783927163572,41.68039086832301,90.02744840331272,FAIL,FAIL,40.512351781490715,worsens_this_coefficient,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,A,2,4,length_power_1_eq34_scale,11,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^1 regardless of DOF rotational count.,False,-0.2,-2.700823452099381,-2.700823452099381,-647.7925049860365,239.85000000000002,3238.9625249301826,13.504117260496903,2.5008234520993806,12.504117260496903,41.68039086832301,41.68039086832301,0.0,FAIL,FAIL,13.504117260496903,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,A,2,4,length_power_2_eq34_scale,12,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^2 regardless of DOF rotational count.,False,-0.2,-0.9002744840331269,-2.700823452099381,-647.7925049860365,239.85000000000002,3238.9625249301826,13.504117260496903,0.700274484033127,3.5013724201656347,11.671241400552116,41.68039086832301,-30.009149467770893,FAIL,FAIL,4.501372420165635,improves_but_still_fails,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,A,2,4,per_coefficient_required_scale,99,diagnostic_per_coefficient_fit,Per-row scale raw/reference; exact by construction and never allowed as production default.,False,-0.2,-0.2,-2.700823452099381,-647.7925049860365,239.85000000000002,3238.9625249301826,13.504117260496903,0.0,0.0,0.0,41.68039086832301,-41.68039086832301,PASS,FAIL,1.0,excluded_per_coefficient_fit_not_shared_convention,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,B,2,4,current_ab_mapping_documented_eq34,0,baseline_current_default,Current A/B real-imaginary mapping with documented Eq.34 scale.,True,0.13,6.54071631372756,6.54071631372756,2836.3821682849434,433.65008238195344,21818.32437142264,50.31320241328893,6.41071631372756,49.31320241328892,164.37734137762976,164.37734137762976,0.0,FAIL,FAIL,50.31320241328892,baseline_current_default,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,B,2,4,total_raw_sign_flipped_documented_eq34,1,diagnostic_global_sign_flip,Whole raw coefficient sign flipped before applying documented Eq.34 scale.,False,0.13,-6.54071631372756,6.54071631372756,2836.3821682849434,433.65008238195344,21818.32437142264,50.31320241328893,6.67071631372756,51.31320241328892,171.04400804429642,164.37734137762976,6.666666666666657,FAIL,FAIL,-50.31320241328892,worsens_this_coefficient,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,B,2,4,reference_signed_abs_current_documented_eq34,2,diagnostic_sign_only_magnitude_kept,Current magnitude with reference sign; checks pure A/B sign selection without changing magnitude.,False,0.13,6.54071631372756,6.54071631372756,2836.3821682849434,433.65008238195344,21818.32437142264,50.31320241328893,6.41071631372756,49.31320241328892,164.37734137762976,164.37734137762976,0.0,FAIL,FAIL,50.31320241328892,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,B,2,4,length_power_0_eq34_scale,10,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^0 regardless of DOF rotational count.,False,0.13,19.622148941182683,6.54071631372756,2836.3821682849434,433.65008238195344,21818.32437142264,50.31320241328893,19.492148941182684,149.9396072398668,499.798690799556,164.37734137762976,335.42134942192627,FAIL,FAIL,150.93960723986677,worsens_this_coefficient,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,B,2,4,length_power_1_eq34_scale,11,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^1 regardless of DOF rotational count.,False,0.13,6.54071631372756,6.54071631372756,2836.3821682849434,433.65008238195344,21818.32437142264,50.31320241328893,6.41071631372756,49.31320241328892,164.37734137762976,164.37734137762976,0.0,FAIL,FAIL,50.31320241328892,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,B,2,4,length_power_2_eq34_scale,12,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^2 regardless of DOF rotational count.,False,0.13,2.18023877124252,6.54071631372756,2836.3821682849434,433.65008238195344,21818.32437142264,50.31320241328893,2.0502387712425203,15.771067471096309,52.57022490365436,164.37734137762976,-111.8071164739754,FAIL,FAIL,16.77106747109631,improves_but_still_fails,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,B,2,4,per_coefficient_required_scale,99,diagnostic_per_coefficient_fit,Per-row scale raw/reference; exact by construction and never allowed as production default.,False,0.13,0.13,6.54071631372756,2836.3821682849434,433.65008238195344,21818.32437142264,50.31320241328893,0.0,0.0,0.0,164.37734137762976,-164.37734137762976,PASS,FAIL,1.0,excluded_per_coefficient_fit_not_shared_convention,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,A,4,2,current_ab_mapping_documented_eq34,0,baseline_current_default,Current A/B real-imaginary mapping with documented Eq.34 scale.,True,0.15,1.4179137618349493,1.4179137618349493,340.08661577611264,239.85000000000002,2267.2441051740843,9.452758412232996,1.2679137618349494,8.452758412232997,28.17586137410999,28.17586137410999,0.0,FAIL,FAIL,9.452758412232996,baseline_current_default,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,A,4,2,total_raw_sign_flipped_documented_eq34,1,diagnostic_global_sign_flip,Whole raw coefficient sign flipped before applying documented Eq.34 scale.,False,0.15,-1.4179137618349493,1.4179137618349493,340.08661577611264,239.85000000000002,2267.2441051740843,9.452758412232996,1.5679137618349492,10.452758412232996,34.84252804077665,28.17586137410999,6.666666666666661,FAIL,FAIL,-9.452758412232996,worsens_this_coefficient,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,A,4,2,reference_signed_abs_current_documented_eq34,2,diagnostic_sign_only_magnitude_kept,Current magnitude with reference sign; checks pure A/B sign selection without changing magnitude.,False,0.15,1.4179137618349493,1.4179137618349493,340.08661577611264,239.85000000000002,2267.2441051740843,9.452758412232996,1.2679137618349494,8.452758412232997,28.17586137410999,28.17586137410999,0.0,FAIL,FAIL,9.452758412232996,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,A,4,2,length_power_0_eq34_scale,10,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^0 regardless of DOF rotational count.,False,0.15,4.253741285504848,1.4179137618349493,340.08661577611264,239.85000000000002,2267.2441051740843,9.452758412232996,4.103741285504848,27.358275236698987,91.19425078899661,28.17586137410999,63.01838941488663,FAIL,FAIL,28.358275236698987,worsens_this_coefficient,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,A,4,2,length_power_1_eq34_scale,11,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^1 regardless of DOF rotational count.,False,0.15,1.4179137618349493,1.4179137618349493,340.08661577611264,239.85000000000002,2267.2441051740843,9.452758412232996,1.2679137618349494,8.452758412232997,28.17586137410999,28.17586137410999,0.0,FAIL,FAIL,9.452758412232996,neutral_or_not_evaluable,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,A,4,2,length_power_2_eq34_scale,12,diagnostic_length_power_candidate,Eq.34 denominator rebuilt with L^2 regardless of DOF rotational count.,False,0.15,0.4726379206116498,1.4179137618349493,340.08661577611264,239.85000000000002,2267.2441051740843,9.452758412232996,0.32263792061164975,2.150919470744332,7.169731569147773,28.17586137410999,-21.006129804962214,FAIL,FAIL,3.150919470744332,improves_but_still_fails,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,A,4,2,per_coefficient_required_scale,99,diagnostic_per_coefficient_fit,Per-row scale raw/reference; exact by construction and never allowed as production default.,False,0.15,0.15,1.4179137618349493,340.08661577611264,239.85000000000002,2267.2441051740843,9.452758412232996,0.0,0.0,0.0,28.17586137410999,-28.17586137410999,PASS,FAIL,1.0,excluded_per_coefficient_fit_not_shared_convention,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,B,4,2,current_ab_mapping_documented_eq34,0,baseline_current_default,Current A/B real-imaginary mapping with documented Eq.34 scale.,True,-0.1,-0.2520619032065345,-0.2520619032065345,-109.30666509086566,433.65008238195344,1093.0666509086566,2.520619032065345,0.15206190320653448,1.5206190320653448,5.068730106884483,5.068730106884483,0.0,FAIL,FAIL,2.5206190320653445,baseline_current_default,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,B,4,2,total_raw_sign_flipped_documented_eq34,1,diagnostic_global_sign_flip,Whole raw coefficient sign flipped before applying documented Eq.34 scale.,False,-0.1,0.2520619032065345,-0.2520619032065345,-109.30666509086566,433.65008238195344,1093.0666509086566,2.520619032065345,0.3520619032065345,3.520619032065345,11.735396773551152,5.068730106884483,6.666666666666669,FAIL,FAIL,-2.5206190320653445,worsens_this_coefficient,false,diagnostic-only until one shared A/B mapping and Eq.34 normalization convention passes all Wigley III coefficients without per-row fitting,diagnostic_ab_mapping_normalization_exclusion_not_hard_gate
