benchmark,candidate_name,candidate_order,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,ghost_aft_pressure_no_end,2,8,0,8,0.0,35.89560149558646,129.03232905356154,-1.6049155284971306,23.119803255133334,4,4,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,both_end_pressure_excluded_plus_end,6,8,0,8,0.0,34.18211590687468,143.25243324354395,-0.746010214341819,14.584552257664066,4,4,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,ghost_aft_forward_only_removed_keep_time_end,3,8,0,8,0.0,33.97518420219326,144.0839229058557,-0.9529419190232353,13.462596250896665,4,2,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,ghost_aft_pressure_plus_end,1,8,0,8,0.0,34.0745498569586,144.15765619030591,-0.86120021607233,13.026524015082478,4,4,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,bow_pressure_excluded_plus_end,5,8,0,8,0.0,35.035692171132574,163.4721184308678,0.22921269124715593,1.5580282425815906,2,6,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,8,0,8,0.0,34.9281261212165,164.37734137762976,0.0,0.0,0,0,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,ghost_aft_time_only_removed_keep_forward_end,4,8,0,8,0.0,35.02749177598183,164.45107466208003,0.05555058670709734,0.135556771009135,2,5,FAIL,diagnostic_startup_ghost_station_candidate_not_hard_gate,INFO
