benchmark,row_count,open_blocker_count,max_eq31_eq32_proxy_residual_norm,median_interior_distributed_abs_share,median_normal_variation_abs_share,median_boundary_proxy_abs_share,diagnostic_conclusion_counts,diagnostic_conclusion,candidate_default_gate_eligible,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,3,3,0.9049611143067363,0.8830136445979653,0.792073431540269,0.11698635540203486,moving_hull_panel_derivative_dominates_not_fixed_control_surface_closure:3,fixed_control_surface_transport_gap_confirmed,False,diagnostic_fixed_control_surface_transport_gap_not_hard_gate,INFO
