benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,endpoint_label,station_index,x_m,x_over_l,trapz_weight_m,is_configured_end_station,configured_end_station_index,configured_end_station_x_over_l,end_term_lever_arm_m,station_pitch_moment_lever_arm_m,end_lever_minus_station_moment_lever_m,endpoint_total_pressure_integral_value,endpoint_time_integral_value,endpoint_forward_gradient_integral_value,endpoint_stokes_body_forward_integral_value,endpoint_total_density_integral_value,end_term_component_value,end_to_endpoint_forward_ratio,end_to_endpoint_pressure_ratio,endpoint_forward_plus_end_value,endpoint_pressure_plus_end_value,endpoint_forward_minus_end_value,abs_endpoint_forward_plus_end_value,abs_endpoint_pressure_plus_end_value,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.015687744871460647,0.015687744871460647,0.0,0.0,0.015687744871460647,0.0,,0.0,0.0,0.015687744871460647,0.0,0.0,0.015687744871460647,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.015687744871460647,0.015687744871460647,0.0,0.0,0.015687744871460647,0.0,,0.0,0.0,0.015687744871460647,0.0,0.0,0.015687744871460647,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,1.0,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,0.001705867249606865,0.001705867249606865,0.0,0.0,0.001705867249606865,0.0,,0.0,0.0,0.001705867249606865,0.0,0.0,0.001705867249606865,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,1.1439091409651048,-0.0,1.1439091409651048,-0.0,1.1439091409651048,0.5020078358867408,0.438852893039391,0.438852893039391,1.6459169768518456,1.6459169768518456,0.641901305078364,1.6459169768518456,1.6459169768518456,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,1.1439091409651048,-0.0,1.1439091409651048,-0.0,1.1439091409651048,0.5020078358867408,0.438852893039391,0.438852893039391,1.6459169768518456,1.6459169768518456,0.641901305078364,1.6459169768518456,1.6459169768518456,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,2.1,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,-0.13167609902368643,-0.0,-0.13167609902368643,-0.0,-0.13167609902368643,0.5020078358867408,-3.812444624414622,-3.812444624414622,0.3703317368630544,0.3703317368630544,-0.6336839349104273,0.3703317368630544,0.3703317368630544,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-0.18492763261255574,0.018433992447907183,-0.20336162506046293,0.0,-0.1849276326125558,-0.08924583749097603,0.4388528930393908,0.482598712967662,-0.292607462551439,-0.27417347010353177,-0.1141157875694869,0.292607462551439,0.27417347010353177,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-0.18492763261255574,0.018433992447907183,-0.20336162506046293,0.0,-0.1849276326125558,-0.08924583749097603,0.4388528930393908,0.482598712967662,-0.292607462551439,-0.27417347010353177,-0.1141157875694869,0.292607462551439,0.27417347010353177,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,-0.2,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,0.02259879732731432,-0.000810286943563261,0.02340908427087758,0.0,0.02259879732731432,-0.08924583749097603,-3.8124446244146184,-3.9491410183633064,-0.06583675322009845,-0.06664704016366171,0.11265492176185361,0.06583675322009845,0.06664704016366171,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.7422107833280492,0.006275097948584251,0.735935685379465,-0.0,0.7422107833280489,0.5898877583330298,0.8015479749821758,0.794771204600386,1.3258234437124947,1.3320985416610789,0.1460479270464352,1.3258234437124947,1.3320985416610789,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.7422107833280492,0.006275097948584251,0.735935685379465,-0.0,0.7422107833280489,0.5898877583330298,0.8015479749821758,0.794771204600386,1.3258234437124947,1.3320985416610789,0.1460479270464352,1.3258234437124947,1.3320985416610789,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,3,wigley_iii,Fn0.4,2.5,B35,0.13,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,0.059917075785683754,0.0006823468998427462,0.059234728885841005,-0.0,0.05991707578568376,0.5898877583330298,9.958478234447222,9.84506921604432,0.6491224872188708,0.6498048341187135,-0.5306530294471887,0.6491224872188708,0.6498048341187135,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,0.15,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.007451678813943806,0.007451678813943806,0.0,0.0,0.007451678813943806,0.0,,0.0,0.0,0.007451678813943806,0.0,0.0,0.007451678813943806,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,0.15,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.007451678813943806,0.007451678813943806,0.0,0.0,0.007451678813943806,0.0,,0.0,0.0,0.007451678813943806,0.0,0.0,0.007451678813943806,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,4,wigley_iii,Fn0.4,2.0,A53,0.15,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,-0.0008102869435632609,-0.0008102869435632609,0.0,0.0,-0.0008102869435632609,0.0,,-0.0,0.0,-0.0008102869435632609,0.0,0.0,0.0008102869435632609,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,-0.1,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.5433568419584248,-0.0,0.5433568419584248,-0.006275097948584259,0.5433568419584248,0.23845372204620188,0.438852893039391,0.438852893039391,0.7818105640046267,0.7818105640046267,0.30490311991222296,0.7818105640046267,0.7818105640046267,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,-0.1,aft_active_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,0.5433568419584248,-0.0,0.5433568419584248,-0.006275097948584259,0.5433568419584248,0.23845372204620188,0.438852893039391,0.438852893039391,0.7818105640046267,0.7818105640046267,0.30490311991222296,0.7818105640046267,0.7818105640046267,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,5,wigley_iii,Fn0.4,2.0,B53,-0.1,bow_active_station,38,2.925,0.975,0.03749999999999987,False,0,0.024999999999999998,1.425,-1.4249999999999998,2.8499999999999996,0.06254614703625105,-0.0,0.06254614703625105,-0.0006823468998427461,0.06254614703625105,0.23845372204620188,3.812444624414622,3.812444624414622,0.3009998690824529,0.3009998690824529,-0.17590757500995083,0.3009998690824529,0.3009998690824529,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
ma2005_wigley_iii_coefficients,6,wigley_iii,Fn0.4,1.0,A55,0.063,configured_end_station,0,0.075,0.024999999999999998,0.0375,True,0,0.024999999999999998,1.425,1.425,0.0,-0.20858659037061397,0.008756146412755909,-0.21734273678336988,0.0025100391794337013,-0.20858659037061394,-0.09538148881848064,0.43885289303939057,0.45727526706778243,-0.31272422560185054,-0.30396807918909463,-0.12196124796488923,0.31272422560185054,0.30396807918909463,diagnostic_eq30_eq32_endpoint_closure_not_hard_gate
