benchmark,row_count,source_row_match_count,journee_nearest_match_count,journee_frequency_mismatch_count,journee_value_close_count,reference_trace_status,default_promotion_allowed_by_reference_trace,gate_role,path_diagnostic_status,ma_reference_file,journee_reference_file
ma2005_wigley_iii_coefficients,8,8,8,8,7,GATE1_REFERENCE_FIXED_TO_MA_FIGURE_ROWS_WITH_JOURNEE_FREQUENCY_MISMATCH,False,gate1_reference_trace_not_hard_gate,INFO,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\wigley_iii_coefficients_digitized.csv,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\benchmarks\ma2005\journee1992_wigley_iii_forced_coefficients.csv
