benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,mode_column,generalized_row,reference_value,station_index,x_m,x_over_l,waterplane_beam_m,effective_draft_m,submerged_area_m2,body_normal_velocity_norm,body_potential_norm,body_potential_to_body_normal_velocity_gain,body_potential_norm_to_beam_squared_ratio,body_potential_norm_to_submerged_area_ratio,inner_free_surface_normal_derivative_norm,free_surface_potential_norm,control_potential_norm,control_normal_derivative_norm,body_pressure_norm,body_pressure_time_derivative_norm,body_pressure_forward_speed_norm,body_pressure_to_body_potential_gain,body_pressure_forward_to_time_norm_ratio,pressure_time_formula_ratio,pressure_forward_formula_ratio,body_potential_x_gradient_norm,body_potential_x_gradient_to_potential_gain,body_potential_x_gradient_characteristic_length_m,body_potential_x_gradient_gain_times_l,central_body_potential_x_gradient_gain_times_l,forward_body_potential_x_gradient_gain_times_l,backward_body_potential_x_gradient_gain_times_l,phase_aligned_body_potential_x_gradient_gain_times_l,total_density_value_per_m,time_derivative_density_value_per_m,pressure_gradient_density_value_per_m,stokes_body_forward_density_value_per_m,dominant_force_density_component,dominant_pressure_norm_component,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,0,0.075,0.024999999999999998,0.02925000000000001,0.1875,0.003656250000000001,0.45431786104139943,8.774111943761712,19.312716263563708,10255.372277024422,2399.7571128237155,5.705296958221553,1.165202840561025,0.7391835914815744,2.8790155726627207,683255.1775748944,16260.232338635673,683061.6681729358,77871.71875105612,42.00811242714682,1.0,1.0,307.15323415159475,35.006760355955684,0.0285659109792452,105.02028106786705,105.02028106786705,43.166948319066236,43.166948319066236,37.980157040727335,0.41833986323895056,0.41833986323895056,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,1,0.15,0.049999999999999996,0.05699999999999998,0.1875,0.007124999999999998,0.8714896660775344,5.322726520565846,6.107618630204498,1638.2660882012462,747.0493362197681,5.27278695443901,1.2861681673148646,0.9726123014205259,3.2242988686552505,192559.71498834522,9864.105957863192,192306.89860232468,36176.894349979615,19.495623772068956,1.0,1.0,86.47489473880447,16.24635314339079,0.06155227521979674,48.739059430172375,48.739059430172375,148.00735782830407,71.15744822858181,81.41931222260187,-0.6100464028096403,-0.6100464028096403,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,2,0.22499999999999998,0.075,0.08325000000000002,0.1875,0.010406250000000002,1.2440363637319745,15.553338053840982,12.502317864071633,2244.1667691245807,1494.615068236971,6.029961733948118,1.380152163098666,0.6795684363697099,3.156172511323104,210770.4641196944,28823.531317788515,208790.30769555338,13551.461647015605,7.243744890019701,1.0,1.0,93.8870108752163,6.036454075016417,0.16566016863091604,18.109362225049253,18.109362225049253,14.623986544625225,50.65167914594649,10.876268289937386,3.616651198269854,3.616651198269854,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,3,0.3,0.09999999999999999,0.10799999999999996,0.1875,0.013499999999999995,1.5703671514212967,10.32495032257964,6.574863918437678,885.1980729234953,764.8111350058996,4.811147282172493,1.456561911851342,0.8031412582852945,3.135952153343051,92768.5315837563,19134.25452126597,90773.78892677005,8984.888903618328,4.744046277103887,1.0,1.0,40.818368449263765,3.9533718975865724,0.25294862864039513,11.860115692759717,11.860115692759717,3.0373888543386554,22.029336637675,11.860115692759717,3.047135026804083,3.047135026804083,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,4,0.375,0.125,0.13125,0.1875,0.01640625,1.8527440548546934,10.323577347038933,5.572047212883157,599.2824945219879,629.2466192480873,3.719285258777699,1.533827995195262,0.8043483503313464,2.946689596958387,29335.67283708624,19131.71011546966,22238.69080818822,2841.618932171847,1.1623995280069759,1.0,1.0,10.000101196284634,0.9686662733391463,1.0323472877328963,2.905998820017439,2.905998820017439,3.4152038311351536,3.0377928093306545,2.905998820017439,3.6259618540859093,3.6259618540859093,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,5,0.44999999999999996,0.15,0.153,0.1875,0.019125,2.0953403577709504,11.039667726118005,5.268675174978323,471.5992877148962,577.237528163033,2.736513175001084,1.6250496600531839,0.7613353725524298,2.6397029139506842,35171.05573725005,20458.772730343866,28608.421488101852,3185.87992046547,1.3983449479191223,1.0,1.0,12.864386326269079,1.1652874565992684,0.858157353652774,3.495862369797805,3.495862369797805,3.8222887029232386,3.1936759131993626,3.495862369797805,4.444981044886146,4.444981044886146,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,6,0.525,0.17500000000000002,0.17325000000000004,0.1875,0.021656250000000005,2.302923608664771,11.995262716748773,5.208710645727235,399.6347800161588,553.8938051023963,2.448243872829562,1.7343675561578589,0.6888367016063618,2.2508837448995225,39412.20968999472,22229.686603894355,32544.78923177647,3285.647894561255,1.464023753986484,1.0,1.0,14.634457960523871,1.2200197949887364,0.8196588318546358,3.660059384966209,3.660059384966209,3.8060958059875034,3.517788499508934,3.660059384966209,5.388855518729281,5.388855518729281,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,7,0.6,0.19999999999999998,0.19199999999999998,0.1875,0.023999999999999997,2.4801316742599075,13.043644259145314,5.259254738173387,353.8314957450444,543.4851774643881,3.211702413671704,1.855194549401833,0.5962312841528368,1.8175578555016247,41677.99373660498,24172.553023672044,33952.066832907934,3195.2721883980553,1.4045709942039994,1.0,1.0,15.26727032092585,1.1704758285033325,0.8543533968392008,3.511427485509998,3.511427485509998,3.5292201173521462,3.500181253864349,3.511427485509998,6.402637068261417,6.402637068261417,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,8,0.6749999999999999,0.22499999999999998,0.20925,0.1875,0.02615625,2.631144229310742,14.086070280381348,5.353591081577217,321.70581982089067,538.535542380171,4.441173754181022,1.9724184016744102,0.49196404559336687,1.3780133067788178,41771.287520587735,26104.38263899725,32609.840051193558,2965.432280908432,1.2492093953019914,1.0,1.0,14.663709447613776,1.0410078294183258,0.9606075686853964,3.1230234882549777,3.1230234882549777,2.9932210299249404,3.2680435924755455,3.1230234882549777,7.427748047898323,7.427748047898323,0.0,0.0,time_derivative_density,forward_speed_pressure,diagnostic_body_potential_source_audit_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,heave,heave_force,1.0,9,0.75,0.25,0.22499999999999998,0.1875,0.028124999999999997,2.7595752934474778,14.994828146147674,5.433744888843007,296.194136220201,533.1494451963617,5.592705605798181,2.066924552322586,0.3841956616198653,0.9692705116280689,39098.80448494933,27788.497696069113,27504.834265049758,2607.4860014313813,0.9897920559030623,1.0,1.0,12.368134815573843,0.824826713252552,1.2123758650549574,2.474480139757656,2.474480139757656,2.186327868224197,2.811817606797327,2.474480139757656,8.374857299053868,8.374857299053868,0.0,0.0,time_derivative_density,time_derivative_pressure,diagnostic_body_potential_source_audit_not_hard_gate
