level_mid,case,omega,component,real_mid,imag_mid,level_fine,real_fine,imag_fine,absolute_change,tolerance,passed
1,fn167,16.734,A33,0.19678924007395432,0.0,2,0.19676062318406676,0.0,2.8616889887561614e-05,0.009838031159203339,True
1,fn167,16.734,A35,0.011281774780034538,0.0,2,0.011278566528766897,0.0,3.208251267641446e-06,0.001,True
1,fn167,16.734,A53,0.012057546861641509,0.0,2,0.012026915143262483,0.0,3.063171837902612e-05,0.001,True
1,fn167,16.734,A55,0.011456590948880314,0.0,2,0.011434898310828848,0.0,2.1692638051466068e-05,0.001,True
1,fn167,16.734,B33,0.43026529361467425,0.0,2,0.42995920119063846,0.0,0.0003060924240357865,0.021497960059531925,True
1,fn167,16.734,B35,-0.1271833458406407,0.0,2,-0.1272903350287068,0.0,0.00010698918806609226,0.00636451675143534,True
1,fn167,16.734,B53,0.15274449252254682,0.0,2,0.15209408816344328,0.0,0.0006504043591035458,0.007604704408172164,True
1,fn167,16.734,B55,0.00682287941586164,0.0,2,0.006633186476670099,0.0,0.0001896929391915405,0.001,True
1,fn167,16.734,F3,0.0519573404319131,-0.3503879780650768,2,0.051015763589286174,-0.35012739922829406,0.0009769689251712924,0.017691226909471763,True
1,fn167,16.734,F5,0.13268817500767013,0.006107285251204828,2,0.1328500809890622,0.006183252100029766,0.00017884213410413057,0.006649694847384523,True
1,fn167,13.7884,A33,0.21043169565294656,0.0,2,0.21048926189465395,0.0,5.7566241707385224e-05,0.010524463094732699,True
1,fn167,13.7884,A35,0.015570395996459353,0.0,2,0.015581493936453816,0.0,1.109793999446232e-05,0.001,True
1,fn167,13.7884,A53,0.008127370493432332,0.0,2,0.00806815180268278,0.0,5.921869074955108e-05,0.001,True
1,fn167,13.7884,A55,0.012208839489080432,0.0,2,0.012176932536545875,0.0,3.190695253455639e-05,0.001,True
1,fn167,13.7884,B33,0.4933807507235001,0.0,2,0.4923590512464982,0.0,0.001021699477001925,0.02461795256232491,True
1,fn167,13.7884,B35,-0.10866116392143887,0.0,2,-0.10907557097357955,0.0,0.0004144070521406723,0.0054537785486789775,True
1,fn167,13.7884,B53,0.14422771823495803,0.0,2,0.14376086815298655,0.0,0.00046685008197147604,0.007188043407649328,True
1,fn167,13.7884,B55,0.004143735602102481,0.0,2,0.004034365908620593,0.0,0.00010936969348188802,0.001,True
1,fn167,13.7884,F3,0.04690489280280933,-0.5005128369677988,2,0.04624262065772014,-0.5005541451272539,0.0006635591595318436,0.025134280980832226,True
1,fn167,13.7884,F5,0.12610377184895127,-0.020855406557074737,2,0.12622480238559133,-0.020697873361853837,0.00019865824522502718,0.006395526307307501,True
1,fn167,11.104800000000001,A33,0.23664674835246535,0.0,2,0.23667101556218448,0.0,2.4267209719125438e-05,0.011833550778109225,True
1,fn167,11.104800000000001,A35,0.024462342548990493,0.0,2,0.024426698235229912,0.0,3.564431376058136e-05,0.0012213349117614956,True
1,fn167,11.104800000000001,A53,0.0011267898635974878,0.0,2,0.001072559073760301,0.0,5.42307898371867e-05,0.001,True
1,fn167,11.104800000000001,A55,0.01318763682526841,0.0,2,0.01315864708362679,0.0,2.8989741641619743e-05,0.001,True
1,fn167,11.104800000000001,B33,0.48204712060918914,0.0,2,0.48026320261634087,0.0,0.0017839179928482718,0.024013160130817043,True
1,fn167,11.104800000000001,B35,-0.11294553981753842,0.0,2,-0.11360217618237886,0.0,0.0006566363648404377,0.005680108809118943,True
1,fn167,11.104800000000001,B53,0.15315693916895978,0.0,2,0.15289922843721937,0.0,0.0002577107317404126,0.0076449614218609685,True
1,fn167,11.104800000000001,B55,0.00686364487419545,0.0,2,0.006820292537737021,0.0,4.33523364584288e-05,0.001,True
1,fn167,11.104800000000001,F3,0.020167360026205908,-0.6085565246457549,2,0.019841265862560173,-0.6087618363079317,0.00038534436831175905,0.030454254595049354,True
1,fn167,11.104800000000001,F5,0.10512668421996216,-0.042468523119997194,2,0.10520231645328777,-0.04228656443674139,0.00019705125508355823,0.005669144758912138,True
1,fn167,9.86,A33,0.25302818029236135,0.0,2,0.25298344221058067,0.0,4.473808178068195e-05,0.012649172110529034,True
1,fn167,9.86,A35,0.03021325651231813,0.0,2,0.030130090074149997,0.0,8.316643816813282e-05,0.0015065045037074998,True
1,fn167,9.86,A53,-0.003163456178740158,0.0,2,-0.0032006913613868105,0.0,3.723518264665262e-05,0.001,True
1,fn167,9.86,A55,0.01423752361503647,0.0,2,0.014214255390949367,0.0,2.326822408710294e-05,0.001,True
1,fn167,9.86,B33,0.447133386649242,0.0,2,0.4451591974713167,0.0,0.0019741891779253007,0.02225795987356584,True
1,fn167,9.86,B35,-0.12510178762962984,0.0,2,-0.12577359862165163,0.0,0.000671810992021793,0.006288679931082582,True
1,fn167,9.86,B53,0.1644743529404798,0.0,2,0.16427110414572094,0.0,0.00020324879475885904,0.008213555207286047,True
1,fn167,9.86,B55,0.010605581242769507,0.0,2,0.010567611189734262,0.0,3.7970053035244616e-05,0.001,True
1,fn167,9.86,F3,0.003561936139869276,-0.6454844293716654,2,0.0033900140058882003,-0.6457266426977218,0.0002970261191746197,0.03228677706448227,True
1,fn167,9.86,F5,0.09182970634062922,-0.0501931485994497,2,0.09188420826027928,-0.05001656165422056,0.00018480640808938496,0.005230765758311306,True
1,fn167,8.6966,A33,0.2701014523117613,0.0,2,0.2699619145111143,0.0,0.00013953780064701604,0.013498095725555714,True
1,fn167,8.6966,A35,0.036308326200984654,0.0,2,0.03616681567701024,0.0,0.00014151052397441688,0.001808340783850512,True
1,fn167,8.6966,A53,-0.007604104711227766,0.0,2,-0.007617195994500218,0.0,1.30912832724513e-05,0.001,True
1,fn167,8.6966,A55,0.016094805281794928,0.0,2,0.016077945718455434,0.0,1.685956333949412e-05,0.001,True
1,fn167,8.6966,B33,0.3981740843312267,0.0,2,0.39617351572150045,0.0,0.00200056860972625,0.019808675786075022,True
1,fn167,8.6966,B35,-0.1423586971316892,0.0,2,-0.1429674138644692,0.0,0.0006087167327800125,0.007148370693223461,True
1,fn167,8.6966,B53,0.1789633017660154,0.0,2,0.17877056193832258,0.0,0.00019273982769282827,0.008938528096916129,True
1,fn167,8.6966,B55,0.015532071982389225,0.0,2,0.01547894834178566,0.0,5.312364060356539e-05,0.001,True
1,fn167,8.6966,F3,-0.012661401729162918,-0.671604172718883,2,-0.012702037733032643,-0.6718591094297901,0.00025815501424271414,0.0335989584915352,True
1,fn167,8.6966,F5,0.07812402766181464,-0.05576006676581933,2,0.0781598066803381,-0.05559701408244876,0.0001669320691803823,0.004795827184957729,True
1,fn167,7.5978,A33,0.28713038194531165,0.0,2,0.2868790930332249,0.0,0.00025128891208675563,0.014343954651661245,True
1,fn167,7.5978,A35,0.04246725034778651,0.0,2,0.04226086199780751,0.0,0.0002063883499790059,0.0021130430998903753,True
