index,time_s,component,coarse_jet_count,fine_jet_count,coarse_jet_increment,fine_jet_increment,coarse_sorted_panel,fine_sorted_panel,overlap_left_m,overlap_right_m,coarse_value,fine_value,difference,coarse_span_fraction,fine_span_fraction
10,0.007775962305832999,velocity_z,12,18,2,2,15,18,0.04165613556881127,0.04172244548663566,0.033609927081805935,-0.01992858250019125,0.053538509581997185,0.9382461751685736,0.9492450775452107
11,0.008553558536416298,pressure,12,18,0,0,15,19,0.04320817192244421,0.045386489294830065,826.0716723620559,702.6327446357843,123.43892772627157,0.9611317859070422,0.9760025791129654
11,0.008553558536416298,velocity_y,12,18,0,0,14,19,0.04311716483008856,0.04320817192244421,0.8138514495585949,1.179939107669128,-0.366087658110533,0.93651269661169,0.9510025791129653
11,0.008553558536416298,velocity_z,12,18,0,0,14,19,0.04311716483008856,0.04320817192244421,-0.0124972285552169,0.12074778212923837,-0.13324501068445527,0.93651269661169,0.9510025791129653
12,0.009331154766999597,pressure,14,20,2,2,15,19,0.04394937397561551,0.04626249892170054,419.56415476137033,591.9689635506445,-172.40480878927417,0.9666026260319448,0.975
12,0.009331154766999597,velocity_y,14,20,2,2,15,19,0.04394937397561551,0.04626249892170054,0.937799275791126,1.1023423283125324,-0.16454305252140644,0.9666026260319448,0.975
12,0.009331154766999597,velocity_z,14,20,2,2,15,19,0.04394937397561551,0.04626249892170054,0.0326160907954236,0.09250486416851583,-0.05988877337309223,0.9666026260319448,0.975
13,0.010108750997582898,pressure,14,22,0,2,15,19,0.045281630248477846,0.0472169784735148,770.073316553596,466.9983562015689,303.07496035202706,0.95753449247538,0.9795058018576672
13,0.010108750997582898,velocity_y,14,22,0,2,14,19,0.04485612954983905,0.045281630248477846,0.804947448503707,1.052452652573824,-0.247505204070117,0.933095267851611,0.9545058018576671
13,0.010108750997582898,velocity_z,14,22,0,2,14,19,0.04485612954983905,0.045281630248477846,-0.015738019905069844,0.07434650720243313,-0.09008452710750298,0.933095267851611,0.9545058018576671
14,0.010886347228166197,pressure,16,24,2,2,14,19,0.045750956750472666,0.04578433557979232,335.1872180375896,403.0392302923013,-67.85201225471167,0.9371582602751476,0.9503465489041751
14,0.010886347228166197,velocity_y,16,24,2,2,14,19,0.045750956750472666,0.04578433557979232,0.708406800615919,1.0255097360977634,-0.31710293548184443,0.9371582602751476,0.9503465489041751
14,0.010886347228166197,velocity_z,16,24,2,2,14,19,0.045750956750472666,0.04578433557979232,-0.05087594213299912,0.06454008758082719,-0.1154160297138263,0.9371582602751476,0.9503465489041751
15,0.011663943458749498,pressure,16,24,0,0,14,19,0.04715667440854489,0.04724987253426578,507.0516711002273,667.2628506929897,-160.2111795927624,0.9365754129251885,0.950938766574884
15,0.011663943458749498,velocity_y,16,24,0,0,14,19,0.04715667440854489,0.04724987253426578,0.7861058860876903,1.166053245041268,-0.3799473589535777,0.9365754129251885,0.950938766574884
15,0.011663943458749498,velocity_z,16,24,0,0,14,19,0.04715667440854489,0.04724987253426578,-0.022595787791569566,0.11569374145559003,-0.1382895292471596,0.9365754129251885,0.950938766574884
16,0.012441539689332797,pressure,18,26,2,2,15,19,0.04790861418596551,0.050430120195753166,371.9419448443292,530.2287425221743,-158.28679767784513,0.9646257789239826,0.975
16,0.012441539689332797,velocity_y,18,26,2,2,15,19,0.04790861418596551,0.050430120195753166,0.9197883720737232,1.0773546117263018,-0.15756623965257854,0.9646257789239826,0.975
16,0.012441539689332797,velocity_z,18,26,2,2,15,19,0.04790861418596551,0.050430120195753166,0.026060657950054966,0.08341007910884995,-0.05734942115879499,0.9646257789239826,0.975
17,0.013219135919916096,pressure,18,28,0,2,15,19,0.049172555603577736,0.05135073841451332,615.8643495644842,414.39141682664416,201.47293273784004,0.9582640863911447,0.978791124741451
17,0.013219135919916096,velocity_y,18,28,0,2,14,19,0.048783201493787655,0.049172555603577736,0.7668144386927717,1.0299267697805967,-0.26311233108782506,0.9337883820715875,0.9537911247414511
17,0.013219135919916096,velocity_z,18,28,0,2,14,19,0.048783201493787655,0.049172555603577736,-0.029617300419232107,0.0661477563651301,-0.0957650567843622,0.9337883820715875,0.9537911247414511
18,0.013996732150499397,pressure,20,28,2,0,15,19,0.05022934015064927,0.052872989632262384,348.1467877537438,677.3710305021302,-329.2242427483864,0.9710789763017376,0.975
18,0.013996732150499397,velocity_y,20,28,2,0,15,19,0.05022934015064927,0.052872989632262384,0.9107257171174186,1.1720684357928977,-0.2613427186754791,0.9710789763017376,0.975
18,0.013996732150499397,velocity_z,20,28,2,0,15,19,0.05022934015064927,0.052872989632262384,0.022762121302535854,0.11788309184261636,-0.09512097054008051,0.9710789763017376,0.975
19,0.014774328381082696,pressure,20,30,0,2,14,19,0.050912337715465425,0.05108196451168413,427.10437368206095,506.7689369529775,-79.66456327091657,0.9359434318161485,0.95158257765837
19,0.014774328381082696,velocity_y,20,30,0,2,14,19,0.050912337715465425,0.05108196451168413,0.7506646808387734,1.0679150536765947,-0.3172503728378213,0.9359434318161485,0.95158257765837
19,0.014774328381082696,velocity_z,20,30,0,2,14,19,0.050912337715465425,0.05108196451168413,-0.035495331568694166,0.07997436095412769,-0.11546969252282185,0.9359434318161485,0.95158257765837
20,0.015551924611665997,pressure,22,32,2,2,15,19,0.05175261211539563,0.05447643380567961,326.6186385765175,387.994275589004,-61.37563701248649,0.962595927719823,0.975
20,0.015551924611665997,velocity_y,22,32,2,2,15,18,0.0517297693056494,0.05175261211539563,0.9025817946133292,0.7870211560282161,0.11556063858511312,0.9377069904276061,0.9497903422805932
20,0.015551924611665997,velocity_z,22,32,2,2,15,18,0.0517297693056494,0.05175261211539563,0.019797975920875455,-0.022262656776899203,0.04206063269777466,0.9377069904276061,0.9497903422805932
21,0.016329520842249295,pressure,22,32,0,0,15,19,0.05313068485852061,0.055927036693179596,494.2604287891652,609.5556406141541,-115.29521182498888,0.964873787922421,0.975
21,0.016329520842249295,velocity_y,22,32,0,0,15,19,0.05313068485852061,0.055927036693179596,0.977971092715193,1.1345328316404626,-0.1565617389252696,0.964873787922421,0.975
21,0.016329520842249295,velocity_z,22,32,0,0,15,19,0.05313068485852061,0.055927036693179596,0.047237436412175926,0.10422124920593018,-0.05698381279375425,0.964873787922421,0.975
22,0.017107117072832596,pressure,24,34,2,2,15,19,0.05383725412080799,0.05667079381137683,306.0330322604199,461.8301798561133,-155.79714759569345,0.9653595437261757,0.9750000000000001
22,0.017107117072832596,velocity_y,24,34,2,2,15,19,0.05383725412080799,0.05667079381137683,0.8945450088454531,1.0485345943327395,-0.15398958548728647,0.9653595437261757,0.9750000000000001
22,0.017107117072832596,velocity_z,24,34,2,2,15,19,0.05383725412080799,0.05667079381137683,0.016872825122195123,0.07292045062655844,-0.05604762550436332,0.9653595437261757,0.9750000000000001
23,0.017884713303415897,pressure,24,34,0,0,15,19,0.055411636010937786,0.058328037906250296,446.27896807056175,759.7678004934138,-313.48883242285206,0.9718820825694852,0.9750000000000001
23,0.017884713303415897,velocity_y,24,34,0,0,15,19,0.055411636010937786,0.058328037906250296,0.9590543228237888,1.2100520076532326,-0.25099768482944385,0.9718820825694852,0.9750000000000001
23,0.017884713303415897,velocity_z,24,34,0,0,15,19,0.055411636010937786,0.058328037906250296,0.04035229524324174,0.13170798139089035,-0.09135568614764861,0.9718820825694852,0.9750000000000001
24,0.018662309533999194,pressure,24,36,0,2,15,19,0.05638698312172536,0.05890395904947262,714.5979535408901,499.6012980022565,214.9966555386336,0.9584238444905727,0.9786349171739603
24,0.018662309533999194,velocity_y,24,36,0,2,14,19,0.05595876109699899,0.05638698312172536,0.7963563462857901,1.0632893980823497,-0.2669330517965596,0.933940152266044,0.9536349171739603
24,0.018662309533999194,velocity_z,24,36,0,2,14,19,0.05595876109699899,0.05638698312172536,-0.018864925391930465,0.07829076000385549,-0.09715568539578595,0.933940152266044,0.9536349171739603
25,0.019439905764582495,pressure,26,38,2,2,14,19,0.05674346636171352,0.05680311393372384,318.7719706347308,359.2819258087092,-40.509955173978426,0.9370077769959503,0.9504993102910613
25,0.019439905764582495,velocity_y,26,38,2,2,14,19,0.05674346636171352,0.05680311393372384,0.7036560278841396,1.0033282653607172,-0.29967223747657756,0.9370077769959503,0.9504993102910613
25,0.019439905764582495,velocity_z,26,38,2,2,14,19,0.05674346636171352,0.05680311393372384,-0.05260508199713115,0.05646669248029551,-0.10907177447742666,0.9370077769959503,0.9504993102910613
26,0.020217501995165796,pressure,26,38,0,0,14,19,0.05806430672601942,0.05817017636277308,439.9712267611086,537.204257413158,-97.23303065204937,0.9366468756787192,0.9508660755685119
26,0.020217501995165796,velocity_y,26,38,0,0,14,19,0.05806430672601942,0.05817017636277308,0.7550866983589285,1.0977876729038076,-0.34270097454487913,0.9366468756787192,0.9508660755685119
26,0.020217501995165796,velocity_z,26,38,0,0,14,19,0.05806430672601942,0.05817017636277308,-0.03388584881595444,0.09084710517240147,-0.1247329539883559,0.9366468756787192,0.9508660755685119
27,0.020995098225749097,pressure,28,40,2,2,15,19,0.058748487329534776,0.061840512978457655,313.2859665313646,401.97432759173813,-88.68836106037355,0.9622934848194635,0.9750000000000001
27,0.020995098225749097,velocity_y,28,40,2,2,15,19,0.058748487329534776,0.061840512978457655,0.8967076821864173,1.0225349249270255,-0.1258272427406082,0.9622934848194635,0.9750000000000001
27,0.020995098225749097,velocity_z,28,40,2,2,15,19,0.058748487329534776,0.061840512978457655,0.017659973844746713,0.06345734486211635,-0.04579737101736964,0.9622934848194635,0.9750000000000001
28,0.021772694456332394,pressure,28,40,0,0,15,19,0.06016408924201316,0.0633306202547507,448.7006868519099,617.3297077902652,-168.62902093835527,0.9653013173840392,0.975
28,0.021772694456332394,velocity_y,28,40,0,0,15,19,0.06016408924201316,0.0633306202547507,0.9595585182125305,1.1317349253004039,-0.1721764070878734,0.9653013173840392,0.975
28,0.021772694456332394,velocity_z,28,40,0,0,15,19,0.06016408924201316,0.0633306202547507,0.04053580735699769,0.10320289457988385,-0.06266708722288616,0.9653013173840392,0.975
29,0.022550290686915695,pressure,28,42,0,2,15,19,0.061515485882015226,0.06400478508104589,694.838502401464,425.7975359114968,269.04096648996716,0.9564685407310872,0.9805538039392009
29,0.022550290686915695,velocity_y,28,42,0,2,14,19,0.06080454582699359,0.061515485882015226,0.7926904095199064,1.032215919369691,-0.2395255098497845,0.9320826136945327,0.9555538039392009
29,0.022550290686915695,velocity_z,28,42,0,2,14,19,0.06080454582699359,0.061515485882015226,-0.02019921725541418,0.06698093867734262,-0.0871801559327568,0.9320826136945327,0.9555538039392009
30,0.023327886917498996,pressure,30,42,2,0,15,19,0.062284622140195055,0.06556276014757374,349.1713483881298,658.9912772130746,-309.8199288249448,0.9692273920190158,0.975
30,0.023327886917498996,velocity_y,30,42,2,0,15,19,0.062284622140195055,0.06556276014757374,0.9110602849634291,1.1512774650937276,-0.24021718013029858,0.9692273920190158,0.975
30,0.023327886917498996,velocity_z,30,42,2,0,15,19,0.062284622140195055,0.06556276014757374,0.022883894039825825,0.11031579736661656,-0.08743190332679074,0.9692273920190158,0.975
31,0.024105483148082293,pressure,30,44,0,2,15,19,0.06315127081244885,0.0661607887730902,510.8203145085779,429.31842147427426,81.50189303430363,0.959838608960701,0.9772560302223495
31,0.024105483148082293,velocity_y,30,44,0,2,14,19,0.06285274933443569,0.06315127081244885,0.7406173428746199,1.033106466586564,-0.292489123711944,0.9352841785126661,0.9522560302223497
31,0.024105483148082293,velocity_z,30,44,0,2,14,19,0.06285274933443569,0.06315127081244885,-0.039152263521259056,0.06730507135649377,-0.10645733487775283,0.9352841785126661,0.9522560302223497
32,0.024883079378665594,pressure,30,44,0,0,15,19,0.06486704968107707,0.06773742483424448,804.5880813738842,658.5970405735927,145.99104080029144,0.9582422467903565,0.9788124868919115
32,0.024883079378665594,velocity_y,30,44,0,0,14,19,0.06435055359253226,0.06486704968107707,0.8230472230700265,1.152139725123137,-0.32909250205311036,0.9337676344508387,0.9538124868919116
32,0.024883079378665594,velocity_z,30,44,0,0,14,19,0.06435055359253226,0.06486704968107707,-0.009150240716001123,0.11062963435151935,-0.11977987506752047,0.9337676344508387,0.9538124868919116
33,0.025660675609248895,pressure,32,46,2,2,14,19,0.06486980422753176,0.06494604452171043,308.3405326654216,419.2237446698223,-110.88321200440066,0.9369497334185715,0.9505582588103371
33,0.025660675609248895,velocity_y,32,46,2,2,14,19,0.06486980422753176,0.06494604452171043,0.6997921040654833,1.0280375158731612,-0.32824541180767786,0.9369497334185715,0.9505582588103371
33,0.025660675609248895,velocity_z,32,46,2,2,14,19,0.06486980422753176,0.06494604452171043,-0.05401143525459351,0.06546012417785224,-0.11947155943244575,0.9369497334185715,0.9505582588103371
34,0.026438271839832193,pressure,32,46,0,0,15,19,0.06634846434147396,0.0698404887804989,531.9774295436604,632.8592825960268,-100.88185305236641,0.9626262507449387,0.9750000000000001
34,0.026438271839832193,velocity_y,32,46,0,0,15,19,0.06634846434147396,0.0698404887804989,0.9914165131574508,1.1392604681835001,-0.1478439550260493,0.9626262507449387,0.9750000000000001
34,0.026438271839832193,velocity_z,32,46,0,0,15,19,0.06634846434147396,0.0698404887804989,0.05213116924035249,0.10594196818602569,-0.0538107989456732,0.9626262507449387,0.9750000000000001
35,0.027215868070415494,pressure,34,48,2,2,15,19,0.06685756619462199,0.07037638546802315,277.3263917550228,401.9270063339316,-124.60061457890879,0.96358314542348,0.9749999999999999
35,0.027215868070415494,velocity_y,34,48,2,2,15,19,0.06685756619462199,0.07037638546802315,0.8778442292926147,1.0198507294124903,-0.1420065001198756,0.96358314542348,0.9749999999999999
35,0.027215868070415494,velocity_z,34,48,2,2,15,19,0.06685756619462199,0.07037638546802315,0.010794238475920759,0.062480377591875524,-0.051686139115954766,0.96358314542348,0.9749999999999999
36,0.027993464300998794,pressure,34,48,0,0,15,19,0.06829607263675462,0.07189060277553118,373.50688263872513,595.2967817168459,-221.78989907812075,0.9674128871174014,0.975
36,0.027993464300998794,velocity_y,34,48,0,0,15,19,0.06829607263675462,0.07189060277553118,0.9261994439299435,1.1197376313065843,-0.19353818737664086,0.9674128871174014,0.975
36,0.027993464300998794,velocity_z,34,48,0,0,15,19,0.06829607263675462,0.07189060277553118,0.02839409727546044,0.09883623667439378,-0.07044213939893335,0.9674128871174014,0.975
37,0.028771060531582092,pressure,34,50,0,2,15,19,0.0693016498789446,0.07244495124071357,527.9897757234525,381.6863024008462,146.30347332260624,0.9587610019516558,0.9783055871531704
37,0.028771060531582092,velocity_y,34,50,0,2,14,19,0.06882270367867789,0.0693016498789446,0.7496194164066583,1.0106146950424837,-0.2609952786358254,0.9342604518540729,0.9533055871531703
37,0.028771060531582092,velocity_z,34,50,0,2,14,19,0.06882270367867789,0.0693016498789446,-0.03587577670892139,0.0591187359985324,-0.0949945127074538,0.9342604518540729,0.9533055871531703
38,0.029548656762165393,pressure,36,50,2,0,15,19,0.07021242458450097,0.07390781535210629,282.39447120583725,553.727500833815,-271.3330296279778,0.9696265140053886,0.9750000000000001
38,0.029548656762165393,velocity_y,36,50,2,0,15,19,0.07021242458450097,0.07390781535210629,0.8812670179676397,1.098750958049368,-0.21748394008172822,0.9696265140053886,0.9750000000000001
38,0.029548656762165393,velocity_z,36,50,2,0,15,19,0.07021242458450097,0.07390781535210629,0.012040031671813056,0.09119771229249646,-0.0791576806206834,0.9696265140053886,0.9750000000000001
39,0.030326252992748694,pressure,36,52,0,2,14,19,0.07076734407723977,0.07084748228341786,319.4789585279342,360.92170787339614,-41.44274934546195,0.93696977954706,0.9505378984958521
39,0.030326252992748694,velocity_y,36,52,0,2,14,19,0.07076734407723977,0.07084748228341786,0.7079839590421035,1.0014415940252717,-0.2934576349831681,0.93696977954706,0.9505378984958521
39,0.030326252992748694,velocity_z,36,52,0,2,14,19,0.07076734407723977,0.07084748228341786,-0.05102984387967871,0.05578000027234992,-0.10680984415202863,0.93696977954706,0.9505378984958521
40,0.031103849223331995,pressure,36,52,0,0,14,19,0.07210718897846455,0.07222717260302354,412.0988058367697,512.6254132104733,-100.5266073737036,0.9367213135031446,0.9507903819643081
40,0.031103849223331995,velocity_y,36,52,0,0,14,19,0.07210718897846455,0.07222717260302354,0.7489355112837893,1.0789404958705548,-0.3300049845867655,0.9367213135031446,0.9507903819643081
40,0.031103849223331995,velocity_z,36,52,0,0,14,19,0.07210718897846455,0.07222717260302354,-0.036124697816707824,0.08398729373235225,-0.12011199154906008,0.9367213135031446,0.9507903819643081
41,0.031881445453915296,pressure,36,54,0,2,15,19,0.07397334919058804,0.0765120866534337,795.8707159683091,340.3930537863161,455.477662181993,0.9535873233229287,0.9834095659007116
41,0.031881445453915296,velocity_y,36,54,0,2,13,18,0.06886087798809033,0.06904179257788218,0.5976380940622611,0.7710135833191161,-0.17337548925685498,0.8738535909906359,0.9011822615073308
41,0.031881445453915296,velocity_z,36,54,0,2,13,18,0.06886087798809033,0.06904179257788218,-0.09119245420669891,-0.02808893676586452,-0.0631035174408344,0.8738535909906359,0.9011822615073308
42,0.03265904168449859,pressure,38,54,2,0,15,19,0.0739782473972545,0.07787183936553106,353.023277726281,473.6357941300604,-120.61251640377941,0.9633322802384171,0.9749999999999999
42,0.03265904168449859,velocity_y,38,54,2,0,15,19,0.0739782473972545,0.07787183936553106,0.9102669048754489,1.0608358490261456,-0.15056894415069666,0.9633322802384171,0.9749999999999999
42,0.03265904168449859,velocity_z,38,54,2,0,15,19,0.0739782473972545,0.07787183936553106,0.022595127303341123,0.07739774117908499,-0.054802613875743866,0.9633322802384171,0.9749999999999999
43,0.03343663791508189,pressure,38,54,0,0,15,19,0.07554736776508363,0.07952354501587751,494.15172640575844,684.5071696320241,-190.35544322626566,0.9661688456646463,0.975
43,0.03343663791508189,velocity_y,38,54,0,0,15,19,0.07554736776508363,0.07952354501587751,0.9735628242938811,1.1730324806093875,-0.1994696563155064,0.9661688456646463,0.975
43,0.03343663791508189,velocity_z,38,54,0,0,15,19,0.07554736776508363,0.07952354501587751,0.04563295792216304,0.11823397546031544,-0.0726010175381524,0.9661688456646463,0.975
44,0.03421423414566519,pressure,38,56,0,2,15,19,0.07690799687924922,0.07987451208811255,731.7124741165165,417.581430681672,314.13104343484457,0.9555807466138789,0.981430151300387
44,0.03421423414566519,velocity_y,38,56,0,2,14,19,0.07588078648370693,0.07690799687924922,0.7986340985696199,1.0255780734805293,-0.22694397491090945,0.9312392092831848,0.9564301513003869
44,0.03421423414566519,velocity_z,38,56,0,2,14,19,0.07588078648370693,0.07690799687924922,-0.018035891359584943,0.06456496035404219,-0.08260085171362713,0.9312392092831848,0.9564301513003869
45,0.03499183037624849,pressure,40,56,2,0,15,19,0.07735410538672931,0.08142537409129401,314.4558123556115,605.0852742331039,-290.62946187749236,0.9678968692036671,0.975
45,0.03499183037624849,velocity_y,40,56,2,0,15,19,0.07735410538672931,0.08142537409129401,0.8926562414070758,1.1184517708001716,-0.22579552939309577,0.9678968692036671,0.975
45,0.03499183037624849,velocity_z,40,56,2,0,15,19,0.07735410538672931,0.08142537409129401,0.016185369995173837,0.09836822172464044,-0.0821828517294666,0.9678968692036671,0.975
46,0.03576942660683179,pressure,40,58,0,2,15,19,0.07816428341394878,0.08190414437069433,423.30948483880684,359.17023734984565,64.13924748896119,0.9599278883769775,0.9771692813258684
46,0.03576942660683179,velocity_y,40,58,0,2,14,19,0.07780893715215961,0.07816428341394878,0.7174374481956447,0.9998156487510824,-0.2823782005554377,0.9353689939581287,0.9521692813258685
46,0.03576942660683179,velocity_z,40,58,0,2,14,19,0.07780893715215961,0.07816428341394878,-0.047589055217831605,0.055188204590000345,-0.10277725980783195,0.9353689939581287,0.9521692813258685
47,0.036547022837415094,pressure,40,58,0,0,15,19,0.07967795066335343,0.0833213465003062,596.6433769677498,497.4113741527537,99.23200281499606,0.9589343087937514,0.9781364800859322
47,0.036547022837415094,velocity_y,40,58,0,0,14,19,0.0791552791752909,0.07967795066335343,0.7650959865174393,1.0710351652289767,-0.3059391787115374,0.934425093354064,0.9531364800859323
47,0.036547022837415094,velocity_z,40,58,0,0,14,19,0.0791552791752909,0.07967795066335343,-0.030242765860062804,0.0811099886867857,-0.11135275454684851,0.934425093354064,0.9531364800859323
48,0.03732461906799839,pressure,42,58,2,0,15,19,0.0807994363710035,0.08505203828526685,277.6121202149357,709.9152707718625,-432.3031505569268,0.9743615639541602,0.975
48,0.03732461906799839,velocity_y,42,58,2,0,15,19,0.0807994363710035,0.08505203828526685,0.8762921650710207,1.190676547246409,-0.3143843821753882,0.9743615639541602,0.975
48,0.03732461906799839,velocity_z,42,58,2,0,15,19,0.0807994363710035,0.08505203828526685,0.010229333297590293,0.12465589052760034,-0.11442655723001005,0.9743615639541602,0.975
49,0.03810221529858169,pressure,42,60,0,2,14,19,0.08096215197988277,0.08097490307930419,303.41095464051426,410.1367546018074,-106.72579996129315,0.9374261860449782,0.9500748099213899
49,0.03810221529858169,velocity_y,42,60,0,2,14,19,0.08096215197988277,0.08097490307930419,0.7018768102362981,1.0210825724499388,-0.3192057622136407,0.9374261860449782,0.9500748099213899
49,0.03810221529858169,velocity_z,42,60,0,2,14,19,0.08096215197988277,0.08097490307930419,-0.053252664261226434,0.06292873179079356,-0.11618139605201999,0.9374261860449782,0.9500748099213899
50,0.03887981152916499,pressure,42,60,0,0,15,19,0.08243261549878646,0.0867711742092489,486.0129148991663,580.1800678668321,-94.16715296766586,0.9632629788893758,0.9749999999999999
50,0.03887981152916499,velocity_y,42,60,0,0,15,18,0.08233917233805606,0.08243261549878646,0.9767512546562318,0.8407075873693818,0.13604366728685002,0.9380319640743113,0.949461554130263
50,0.03887981152916499,velocity_z,42,60,0,0,15,18,0.08233917233805606,0.08243261549878646,0.04679345166808968,-0.002722393784738597,0.04951584545282828,0.9380319640743113,0.949461554130263
