phase,outer_iteration,source_shape_dipole_coefficient,target_shape_dipole_coefficient,source_formal_exact_objective,rebased_formal_exact_objective,formal_exact_relative_change,maximum_displacement_ratio,rebased_root_relative_mismatch,rebased_condition_number
pre_linearization,1,8.058849171206273,8.058894816459835,0.0010117045055865453,0.0010117050598954676,5.478960697213574e-07,9.067892881843558e-08,9.542290396841516e-08,252956.0604247788
final_synchronization,1,8.058894816459835,8.058807143849645,0.0010107856668069432,0.0010108149535807314,2.8974266998404167e-05,0.0007583945478577538,4.932746223019799e-08,252955.9839047243
