configuration,metric,eligible_experimental_points,dense_computed_points,reference_peak_is_interior,reference_peak_uncertainty_resolved,peak_is_resolved,computed_peak_is_interior,reference_discrete_peak_rao,reference_neighbor_max_rao,digitization_uncertainty_abs,reference_peak_omega_e_rad_s,computed_peak_omega_e_rad_s,reference_peak_rao_quadratic,computed_peak_rao_quadratic,peak_frequency_relative_error,limit,status,reason
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.613655153219924,8.704662990013905,1.057699678800911,1.4672680982094946,0.1432961980596898,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved
FnB=1.67,pitch,7,218,False,False,False,True,1.146153846,,0.01538461538,5.605347355,8.56827669114821,1.146153846,1.2635325151896843,0.5285897819526315,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary
FnB=2.26,heave,7,218,True,False,False,True,1.125,1.120673077,0.01730769231,8.030887670807926,9.850453761772618,1.1252777448575455,2.8460442048345556,0.22657098013943944,0.1,UNRESOLVED,experimental peak prominence does not exceed digitization uncertainty
FnB=2.26,pitch,7,218,True,True,True,True,1.233173077,1.189903846,0.01730769231,8.639313172144245,9.815288478193514,1.2473754322159252,2.877751065235657,0.13611907365980994,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.576101775001806,11.072239818931164,1.3147003984027306,9.76278498654483,0.2910574185587755,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496623879586693,11.067203362139537,1.5206858285492917,10.48049435451685,0.30254128215898934,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved
