frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wavelength_m,wave_amplitude_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract,fn_b,speed_mps,lambda_over_l
22,0.9145653903871106,1.7158567170953225,0.08529210824225683,73.66666666666666,0.01,-0.1358022378520252,-1.003334660208061,0.11625695246696013,0.003928211783692723,1.0124834261262963,0.11632329880433485,1.3638225294412882,1.0540830900120404,-7.708191442962914,91.93523360095901,20.679593475189648,7.708191442962914,91.93523360095901,2.980917530814318,3.103393775020541,0.0030396899357214933,0.0031645809476432236,1.5167134944531355,1.5573522652694857e-16,0.9872425325223526,0.9923371087638807,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,11.333333333333332
23,0.9014054900462555,1.6798027788485186,0.08285519086390664,75.83333333333333,0.01,-0.13210462922583213,-1.00362668750295,0.11234576013445156,0.0045027609396941625,1.0122836366014412,0.11243595811068521,1.357017670689653,1.0473430940195925,-7.498578527735475,92.29515728072192,20.03690835020032,7.498578527735475,92.29515728072192,2.8563985723365706,2.9553271537095904,0.0029127159349386085,0.0030135950132915835,1.5122989253786132,1.4438619490972684e-16,0.9879585103852689,0.9927676150927177,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,11.666666666666666
24,0.888797799339609,1.6455729412306979,0.08055365778435367,78.0,0.01,-0.1285873695210718,-1.0038912193521243,0.1086745983865874,0.004991351760277856,1.012093025315679,0.1087891627271802,1.350517974223026,1.041353523891695,-7.29921040708291,92.6297088186767,19.4247033494743,7.29921040708291,92.6297088186767,2.7406571327805223,2.8198919384013394,0.0027946925125099014,0.0028754895284336035,1.5082714940917445,1.3421733150800463e-16,0.9886159294653692,0.9931628638610952,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,12.0
0,1.5394429461116106,4.566543513675966,0.241660973353061,26.0,0.01,-0.3751565303660621,-1.1025430415596162,0.39741835065962694,-0.19857525935295853,1.1646216470458686,0.44426735089145697,1.8383909686666404,2.394994560358504,-18.79162924949722,63.450396231250096,34.6459032488263,18.79162924949722,63.450396231250096,24.286227491477206,49.94358715661605,0.02476505992512959,0.050928285557877616,3.008708755964689,1.2096055381519846e-16,0.9003163161571062,0.9396585011617274,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,4.0
1,1.4790489410946988,4.2732956188464115,0.22307166771051787,28.166666666666664,0.01,-0.3405313393972449,-1.0642797524536152,0.36180558770363913,-0.16404407444623223,1.1174314227702788,0.397257777336702,1.780852680279537,2.170596818803351,-17.742807032863652,65.6102737745478,34.85691813603685,17.742807032863652,65.6102737745478,20.405477168368762,39.63738885919194,0.020807795902136574,0.04041888805982873,2.6684797123384008,3.376819656578817e-17,0.9146734907722543,0.9484170576784681,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,4.333333333333333
2,1.425247221963202,4.019904851304078,0.20713797715976656,30.333333333333336,0.01,-0.31496301953659556,-1.0398856724077847,0.3335316634481229,-0.1379375215548484,1.0865375811975397,0.3609295365790478,1.7424595022508163,2.0009598725499886,-16.850634492777317,67.53165199433471,34.82076477487968,16.850634492777317,67.53165199433471,17.55805074064472,32.33478121714346,0.017904229008524543,0.03297230065021538,2.4312584609822694,2.0485550865163724e-16,0.9261605167099024,0.9554077874450132,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,4.666666666666667
3,1.3769196299952429,3.7986000840467273,0.1933287786824488,32.5,0.01,-0.2948264709095287,-1.0238857762200422,0.31009179908515394,-0.11742985087571803,1.0654880246603833,0.33158210708142993,1.7151202699421613,1.867275584847898,-16.063680802455593,69.25863235326614,34.5982826585535,16.063680802455593,69.25863235326614,15.37431305220528,26.94359648513345,0.015677436282731903,0.027474822171825706,2.2584917966202966,3.3243835431918114e-17,0.935489283788639,0.9610741546013652,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,5.0
4,1.3331966990094135,3.6035221246826805,0.18124573001479577,34.666666666666664,0.01,-0.27820341165586576,-1.0132075999840333,0.29007786122387313,-0.10090364615242538,1.050707751433465,0.307126539685307,1.6945311741150266,1.7588509000224148,-15.353711877231518,70.8197587912448,34.23214487794277,15.353711877231518,70.8197587912448,13.64383070366839,22.8393327070836,0.013912835375656712,0.023289637855010224,2.128514786622775,1.3266864266475162e-16,0.9431653207443821,0.9657293983655569,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,5.333333333333333
5,1.293390778762496,3.4301676499843943,0.17058421648451366,36.83333333333333,0.01,-0.2640006672327069,-1.0060158592447255,0.272635056249526,-0.08734427065537777,1.0400789688053584,0.2862846407205634,1.6782598450223765,1.6690828756016285,-14.704121427750579,72.23606631542722,33.75502734544804,14.704121427750579,72.23606631542722,12.237621262200177,19.63851274706351,0.012478900809348941,0.020025709846954374,2.0282303942268967,6.030532833962426e-17,0.9495551838108746,0.9695996829861291,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,5.666666666666666
6,1.2569499020334356,3.275016947076339,0.16110731556870733,39.0,0.01,-0.25155780007664835,-1.0011632045175445,0.2572093237574718,-0.07606964339013951,1.0322834343625018,0.26822234596185107,1.6648675760937899,1.5936183403161042,-14.104467213910766,73.5244201193278,33.193131962382864,14.104467213910766,73.5244201193278,11.071999597900168,17.092729608785035,0.011290297500063905,0.017429733506125984,1.949268320462713,9.828096344899226e-17,0.954929658551372,0.9728515069731682,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,6.0
7,1.2234251963882203,3.135278186428866,0.15262798317035434,41.166666666666664,0.01,-0.24045555491044274,-0.9979074919162587,0.24342043982720832,-0.06659677990005856,1.0264688189662103,0.252366086506742,1.65347193394455,1.529432525797373,-13.547717494170996,74.69901825407436,32.56790899623559,13.547717494170996,74.69901825407436,10.090156984308452,15.034274784639983,0.010289096668391808,0.015330693748262642,1.8860409122548423,1.1426396875763285e-16,0.9594921498783174,0.9756095836134925,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,6.333333333333333
8,1.1924473785453502,3.008707719083964,0.14499658401183663,43.33333333333333,0.01,-0.2304156877024488,-0.9957559841571507,0.2309942644779317,-0.05857010880401485,1.0220672038198702,0.23830402402606382,1.6435147465723066,1.4743330300498936,-13.028802413855175,75.77212907805196,31.897031814790637,13.028802413855175,75.77212907805196,9.252081576557117,13.346137527995946,0.009434497587409685,0.013609272817930637,1.8346856640126965,1.2275170737363988e-16,0.9633977620041159,0.9779687867767397,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,6.666666666666666
9,1.1637094837096942,2.893481236603612,0.13809198477317772,45.5,0.01,-0.22124575345040617,-0.9943747945432377,0.21972468289108285,-0.05172010453022474,1.0186907849994247,0.22572971776929215,1.6346330175503188,1.4266760412895099,-12.543828496820282,76.75449427580986,31.195041515085876,12.543828496820282,76.75449427580986,8.528717286004104,11.94446518418307,0.008696871292443502,0.012179964803661873,1.7924555356713705,1.9511012986680338e-16,0.9667663853085522,0.980002304614558,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,7.0
10,1.1369539650869684,2.7880997292129805,0.13181507637439693,47.666666666666664,0.01,-0.21280737975141734,-0.9935339843468225,0.2094512486462471,-0.045837890855713416,1.0160692687650463,0.21440834358198918,1.6265843747114404,1.385195245893958,-12.089642496750116,77.65557932369722,30.47383327389494,12.089642496750116,77.65557932369722,7.898414562390112,10.767815382528145,0.008054141386090166,0.010980115923917082,1.7573501945100567,7.562869685979549e-17,0.9696918403895681,0.9817673135833637,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,7.333333333333333
11,1.1119629140670966,2.691319731926761,0.12608398609724925,49.83333333333333,0.01,-0.20499739919519266,-0.9930731334089563,0.20004549750668335,-0.040758802575950534,1.0140109377987379,0.20415553154426594,1.6192027065736936,1.3488937899696776,-11.663583927172226,78.48375051290986,29.74305613433779,11.663583927172226,78.48375051290986,7.344685950735343,9.770310061675918,0.00748949534319604,0.009962943575712317,1.7278838512767782,4.385390540410556e-17,0.9722483759941571,0.9833089967047706,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,7.666666666666666
12,1.0885505464453167,2.6021008302274944,0.1208304866765305,52.0,0.01,-0.1977362923559133,-0.9928791507277314,0.19140223381627314,-0.03635126240832195,1.012377720648022,0.19482358529843857,1.6123711048188645,1.3169731909146785,-11.26334129710267,79.24641354831056,29.010456218048972,11.26334129710267,79.24641354831056,6.854737395026523,8.917131615887154,0.006989886857414635,0.009092943681978204,1.7029340507468913,1.8428668510129313e-16,0.9744953584044327,0.9846634349813838,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,8.0
13,1.0665573592075308,2.5195656316384216,0.1159972672094693,54.16666666666666,0.01,-0.19096091802074522,-0.9928716485106934,0.18343376934707842,-0.03250897391048219,1.0110688317951788,0.18629219286268972,1.606005014982646,1.2887848191291464,-10.886866107391285,79.95012942269409,28.282176104481607,10.886866107391285,79.95012942269409,6.418478251584373,8.18147792951476,0.0065450263357868105,0.008342785690847293,1.6816402974941622,5.571265662322744e-17,0.9764807038876557,0.9858597184977984,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,8.333333333333332
14,1.045845535954844,2.442968874830701,0.11153583385525893,56.33333333333333,0.01,-0.18461982482108327,-0.992993119249734,0.17606597390825648,-0.02914527639880047,1.0100098091574576,0.17846196879062307,1.6000415527642424,1.263795697324007,-10.5323193800169,80.60071475076052,27.5630163201173,10.5323193800169,80.60071475076052,6.02783643462794,7.5424552129949225,0.006146682541569181,0.007691163866350816,1.663334382811678,1.0054409620706089e-16,0.9782434240342873,0.9869215085126222,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,8.666666666666666
15,1.0262952974077406,2.3716733274363433,0.1074048770458049,58.5,0.01,-0.1786701536492629,-0.9932022331810226,0.16923547405824485,-0.02618896400624683,1.0091450340762826,0.17124983946106156,1.5944326195544056,1.2415637024245552,-10.198036720580802,81.20333002247713,26.85666248686968,10.198036720580802,81.20333002247713,5.67627367407903,6.983590188515823,0.005788188294758179,0.007121280140023172,1.6474914603873347,9.05329532298618e-17,0.9798155360510165,0.9878682075995974,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,9.0
16,1.0078019755174688,2.3051307901879072,0.10356898857988331,60.66666666666666,0.01,-0.17307554134582107,-0.9934692023982075,0.16288760278276543,-0.023581128596019404,1.0084325456498713,0.16458566391450374,1.5891403997593154,1.221719141041328,-9.882504089336948,81.7625576398093,26.1658810386252,9.882504089336948,81.7625576398093,5.3584353702103815,6.491760986948402,0.005464083423197914,0.006619753929168882,1.6336950443601406,1.91389245832309e-16,0.9812235124518248,0.9887158461737748,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,9.333333333333332
17,0.9902736475163291,2.242866985818821,0.09999764414609422,62.83333333333333,0.01,-0.16780466729295584,-0.9937725364693083,0.15697485591479557,-0.02127273802162134,1.0078403944107133,0.15840970542364935,1.5841343741280192,1.2039507713445219,-9.584339886735933,82.28247093781283,25.49268637323837,9.584339886735933,82.28247093781283,5.069893046298326,6.056416946151542,0.005169852137374462,0.006175826552545,1.6216115551083254,2.0022185977009027e-16,0.9824893925869753,0.9894777612253547,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,9.666666666666666
18,0.9736292075185081,2.1844694345442504,0.0966643893412244,65.0,0.01,-0.1628302208801572,-0.99409674843657,0.15145570099404082,-0.01922275429284875,1.0073440455395772,0.1526707033002715,1.5793893112110327,1.1879950081099167,-9.302280877817793,82.7666951224412,24.83848238526474,9.302280877817793,82.7666951224412,4.806951810650295,5.669001351190409,0.004901726696323715,0.005780772589202642,1.6109715394025383,1.7126868355146891e-16,0.983631643083466,0.9901651210473111,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,10.0
19,0.9577967831467401,2.1295776480103616,0.09354618323344298,67.16666666666666,0.01,-0.15812814984633355,-0.9944307180800959,0.14629363840469417,-0.017396655415528522,1.006924508011956,0.1473243776750136,1.5748838978001702,1.1736274595205023,-9.035170556208868,83.21846094416526,24.204181347188495,9.035170556208868,83.21846094416526,4.566504301830313,5.322519017069072,0.0046565384732098255,0.00542745893558868,1.6015556359269831,7.702916822317717e-17,0.9846658298798282,0.9907873345909731,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,10.333333333333332
20,0.9427124265250768,2.0778751393617103,0.09062286500739788,69.33333333333333,0.01,-0.1536770997572506,-0.9947665147806114,0.14145644799309307,-0.01576526361496553,1.0065669723960569,0.1423322529002896,1.5705997916604215,1.1606562068534905,-8.781949152896601,83.64065186634639,23.590303031412645,8.781949152896601,83.64065186634639,4.345918425573029,5.011208725747423,0.00443160347883633,0.005110010784261112,1.59318396574581,3.518056790386813e-17,0.985605147496174,0.991352373524401,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,10.666666666666666
21,0.928319025165731,2.0290828679164057,0.08787671758293128,71.5,0.01,-0.14945798616239772,-0.9950985449439131,0.1369155754079851,-0.014303809034108345,1.0062598092824797,0.1376607196777058,1.5665209564500655,1.148916409990396,-8.541644833706044,84.03584543943214,22.997056802100104,8.541644833706044,84.03584543943214,4.142950029457321,4.7302925454289895,0.004224633314595015,0.004823556000702574,1.5857080280776632,1.7593811025465428e-16,0.986460839127102,0.9918670276181494,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,11.0
22,0.9145653903871106,1.98295382599806,0.08529210824225683,73.66666666666666,0.01,-0.1454536607447718,-0.9954229306607443,0.1326456259906088,-0.012991176335363657,1.005993826178511,0.13328027895010194,1.562633187252722,1.1382659369356725,-8.313365818446073,84.40634954283178,22.424409181966467,8.313365818446073,84.40634954283178,3.955674235176832,4.4757821791213255,0.004033665150868882,0.004564027653807697,1.5790044508845342,1.093546298529178e-16,0.9872425325223526,0.9923371087638807,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,11.333333333333332
23,0.9014054900462555,1.939268541782606,0.08285519086390664,75.83333333333333,0.01,-0.14164864544744046,-0.995737054429838,0.12862394302216063,-0.011809294667910945,1.0057617115011412,0.12916492619562625,1.5589237662584765,1.1285817946649175,-8.096293259530086,84.75423410304495,21.872139141944217,8.096293259530086,84.75423410304495,3.782430905565277,4.244328065767759,0.003857006118873701,0.0043280101418606345,1.5729701297208711,1.7160064213060454e-16,0.9879585103852689,0.9927676150927177,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,11.666666666666666
24,0.888797799339609,1.8978313218610607,0.08055365778435367,78.0,0.01,-0.13802891679299142,-0.9960392240028213,0.12483025321566556,-0.010742640901664309,1.0055576152678618,0.1252916455771465,1.5553812082942124,1.119757194160958,-7.889674775584439,85.08135884066598,21.33988309397381,7.889674775584439,85.08135884066598,3.6217809433130665,4.0331008441217495,0.003693188747750829,0.004112618319325917,1.5675184160008462,2.0305019248708021e-16,0.9886159294653692,0.9931628638610952,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,4.0,12.526228482667877,12.0
