scope,metric,eligible_point_count,median_relative_error,nrmse,median_limit,nrmse_limit,status
Begovic EFD kA<=0.055,heave_motion,21,0.34279380298179685,1.1118798962266423,0.15,0.2,FAIL
Begovic EFD kA<=0.055,pitch_motion,21,0.3598856467923738,1.1088921817791928,0.15,0.2,FAIL
