acceptance_status,gate1_status,machine_pass_count,machine_check_count,speed_count,min_frequency_points_per_speed,max_equation_relative_residual,max_frequency_time_amplitude_relative_error,max_frequency_time_phase_error_deg,max_linearity_ratio_deviation,max_kinematic_relative_residual,fridsma_speed_count,fridsma_motion_point_count,fridsma_phase_median_error_deg,fridsma_cg_accel_nrmse,fridsma_linear_scope_peak_resolved_diagnostic,fridsma_linear_scope_peak_frequency_relative_error_max_diagnostic,fridsma_full_range_peak_frequency_relative_error_max_diagnostic,begovic_speed_count,begovic_motion_point_count,begovic_resolved_peak_count,begovic_resolved_peak_speed_count,begovic_resolved_peak_metric_count,begovic_peak_frequency_relative_error_max,empirical_response_scaling_used
FAIL,PASS,16,20,3,25,1.0514767089434182e-14,1.8626351182253023e-15,1.7053025658242404e-13,0.0,0.0,2,11,13.970395352851298,0.23620184356053983,False,0.0,0.27815883182323003,3,24,4,3,2,0.30254128215898934,False
