frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wavelength_m,wave_amplitude_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract,configuration,fn_b,speed_mps,lambda_over_l
17,5.135569381780428,14.293898859693346,2.68940697129811,2.3362716666666663,0.01,-0.03323735652798308,0.01026204544901832,-0.027948124260946765,-0.06775831764794601,0.03478550626002124,0.07329588842619532,0.027253550395467747,0.097708004894867,-107.15809089886632,-22.414570849206143,-43.178459815963635,107.15809089886632,-22.414570849206143,7.107219656090555,19.963264232962953,0.007247347112510955,0.02035686420231471,6.076972691216958,3.820143189776402e-16,0.21667045379017566,0.48231387168712203,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.2296166666666666
18,5.109286179151524,14.174113165279156,2.6619493160731524,2.3603699999999996,0.01,-0.03585397556206965,0.01338456326347688,-0.03542586789013613,-0.07035361661211598,0.038270799539067674,0.07876943243526628,0.029590883627891598,0.1059925748764996,-110.4709878378791,-26.727088010365947,-47.76099092027613,110.4709878378791,-26.727088010365947,7.688813505310679,21.294489558316055,0.007840407789928956,0.021714336249704088,6.1195179799128665,1.5283453566359673e-16,0.22742012330446418,0.4904518964058896,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.2423
19,5.08340243196688,14.056616868971105,2.6350466556190733,2.3844683333333334,0.01,-0.038629298604524395,0.016706029677691435,-0.04321833184720113,-0.07306993309844691,0.04208698300269832,0.08489428326257491,0.032217373867571994,0.11524401908019316,-113.38705552940264,-30.60284295606516,-51.844758019692165,113.38705552940264,-30.60284295606516,8.315902906741533,22.770890305729726,0.008479861019554622,0.02321984602869454,6.163227998928643,1.6023932386127304e-16,0.23801822672512268,0.498427494589712,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.2549833333333333
20,5.057908123384797,13.94134322582999,2.608682331336585,2.4085666666666663,0.01,-0.04157133360951614,0.02022849024304568,-0.05132712059744196,-0.07591684882269124,0.04623167307795253,0.09163973616282245,0.035128744907728916,0.12541816466955993,-115.94741992159327,-34.0624905750185,-55.465708626285036,115.94741992159327,-34.0624905750185,8.985636566163652,24.376406292191277,0.009162799290444395,0.024857016710284632,6.208137812007164,1.5033065956589677e-16,0.24846401386630743,0.50624366250392,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.2676666666666665
21,5.032793584731381,13.828228086911531,2.582840344716427,2.4326649999999996,0.01,-0.04468856870681562,0.023953919198524118,-0.05975408694195089,-0.0789045673225101,0.05070363318375915,0.09897717742297339,0.03832105907182591,0.13647600050029082,-118.19215133087029,-37.13648912793721,-58.667377403928526,118.19215133087029,-37.13648912793721,9.69554326260513,26.096926079485073,0.009886702658507369,0.02661145863213745,6.2542835333936795,2.276612934742021e-16,0.25875706583626323,0.513903414085365,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.2803499999999999
22,5.008049480094152,13.717209773615604,2.5575053249653354,2.456763333333333,0.01,-0.04799000404222146,0.027884207337770247,-0.06850131673657454,-0.08204395674412801,0.0555028783652541,0.10688143539865497,0.0417912855763472,0.14838503441327403,-120.15838632246987,-39.85966471045299,-61.494967485701665,120.15838632246987,-39.85966471045299,10.44352393903618,27.920401693254416,0.010649430681258308,0.02847088627946793,6.301702335081046,1.3280890412423244e-16,0.26889726256565943,0.5214097713120107,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.2930333333333333
23,4.983666791740764,13.608228959285807,2.5326624985188295,2.4808616666666663,0.01,-0.05148518540913117,0.03202114691484952,-0.07757111074644985,-0.08534659580361145,0.06063067017900255,0.11533134282450289,0.04553758856221538,0.16111955977024173,-121.87949498588769,-42.26754880709399,-63.99183279055782,121.87949498588769,-42.26754880709399,11.227823684966264,29.836747704731014,0.011449193848017685,0.030425015377046206,6.350432449520404,5.597026122037346e-17,0.27888475303810706,0.5287657556880218,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.3057166666666666
24,4.959636806311129,13.50122855757505,2.508297660313772,2.50496,0.01,-0.055184239743013695,0.03636641330913193,-0.08696596331865311,-0.08882482308772938,0.06608945704864748,0.12430980642132679,0.049559431636904065,0.17466033050171959,-123.38488165373573,-44.39416136478377,-66.19767166896864,123.38488165373573,-44.39416136478377,12.046995903851748,31.837639164909277,0.012284517040836319,0.03246535683939906,6.400513166935518,2.642417627563933e-16,0.2887199280113234,0.5359743807351126,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.3184
25,4.935951101734914,13.396153617129407,2.4843971467033197,2.5290583333333334,0.01,-0.05909791254096527,0.04092154312860386,-0.09668853749701052,-0.09249178986007568,0.07188279320342084,0.13380360411749456,0.053857574379782946,0.18899396991681608,-124.70013657505007,-46.270832425546075,-68.14781431748499,124.70013657505007,-46.270832425546075,12.899865512736074,33.91627795744855,0.013154202008571812,0.034584978517076224,6.451984826252031,5.123784794873634e-16,0.2984033950327487,0.543038645391121,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.3310833333333334
26,4.9126015348298075,13.29295122217609,2.4609478099057456,2.5531566666666663,0.01,-0.06323760725557662,0.045687908385844175,-0.10674163613939631,-0.09636151653573549,0.07801525456014258,0.14380305544313757,0.05843401264517074,0.20411230290222376,-125.84735947441858,-47.92570563637844,-69.87314806957195,125.84735947441858,-47.92570563637844,13.785494590931727,36.06716485725303,0.014057292338292615,0.036778272761088686,6.504888798508648,3.822210931426886e-16,0.3079359555678567,0.549961528226031,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.3437666666666666
27,4.8895802295390824,13.191570398632198,2.437936993886747,2.5772549999999996,0.01,-0.06761542669524162,0.05066668633147893,-0.11712816852809084,-0.10044895298142133,0.08449236078481928,0.1543016526736141,0.06329189518044702,0.22001171075836473,-126.84554849941932,-49.38365596630018,-71.40037896582659,126.84554849941932,-49.38365596630018,14.703151892331157,38.2858943852954,0.014993042366487188,0.03904074723304635,6.559267461453741,5.06082823376872e-16,0.3173185840729343,0.5567459823940938,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.35645
28,4.866879565769868,13.091962025379125,2.415352511582274,2.601353333333333,0.01,-0.07224421644089676,0.05585882447582734,-0.12785111188722245,-0.10477004278666681,0.09132050745030071,0.1652957007194049,0.0684354353771414,0.23669255343353843,-127.71099518134055,-50.66643860948437,-72.75244484443584,127.71099518134055,-50.66643860948437,15.652286547339285,40.56897813428608,0.01596089036249819,0.04136884474747858,6.615164163845806,4.45584400360043e-16,0.3265524088568018,0.5633949312483527,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.3691333333333333
29,4.844492168796216,12.994078750373383,2.3931826233757567,2.6254516666666667,0.01,-0.0771376102609275,0.061265000270312314,-0.13891346713713126,-0.10934179163412634,0.09850690927487328,0.17678398895210942,0.07386982807970703,0.2541586736044877,-128.45765499758215,-51.79295199314805,-73.94897402754988,128.45765499758215,-51.79295199314805,16.632505737229913,42.91369638953505,0.016960435762701752,0.043759791967221275,6.672623177767172,6.134185633978714e-17,0.33563869458777745,0.5699112645508312,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.3818166666666667
30,4.822410899193473,12.897874911288387,2.3714160167498584,2.6495499999999996,0.01,-0.08231007747032705,0.06688557485573698,-0.15031820812286056,-0.11418233987175924,0.10605955391643714,0.1887675036436557,0.07960117596842868,0.2724169815415271,-129.0974801220144,-52.77954411924466,-75.00673317302532,129.0974801220144,-52.77954411924466,17.64355588841117,45.31797524405117,0.01799141999399507,0.04621147409569136,6.731689637024358,1.7584422730335472e-16,0.3445788263132279,0.5762978352179547,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.3944999999999999
31,4.800628843272787,12.803306460403714,2.3500417870386547,2.673648333333333,0.01,-0.08777697213566635,0.07272054021447101,-0.16206822345209668,-0.11931103935492231,0.11398716509497919,0.2012491817744126,0.08563642692839586,0.29147711264951964,-129.64071045902742,-53.64032192815948,-75.94003731216328,129.64071045902742,-53.64032192815948,18.685306862973345,47.780285515931475,0.01905371035264167,0.0487223318013098,6.792409459442909,2.825584629606224e-16,0.3533742948693128,0.5825574565465095,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.4071833333333332
32,4.779139303986631,12.710330893478382,2.3290494192114357,2.6977466666666663,0.01,-0.09355458397225543,0.07876945898780237,-0.17416624996598615,-0.12474853457996947,0.12229917355179826,0.21423370301393804,0.0919833221428478,0.31135114707950523,-130.0961240569802,-54.3874424639981,-76.76111178878149,130.0961240569802,-54.3874424639981,19.7577386320927,50.299559744724576,0.020147286414925282,0.0512912765773476,6.854829250566045,3.0061115024453175e-16,0.36202668356806095,0.588692899870636,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.4198666666666666
33,4.757935792278166,12.618907182363227,2.3084287706241855,2.721845,0.01,-0.09966019071200079,0.08503139613816717,-0.1866147967436917,-0.13051684807031994,0.13100569431119502,0.22772731499295457,0.09865035382113109,0.33205338058583056,-130.4712503718105,-55.03137610083286,-77.48040476959929,130.4712503718105,-55.03137610083286,20.860929964497984,52.875123889052716,0.021272228502595674,0.05391762109288363,6.918996185932148,9.89359483560997e-17,0.3705376560577652,0.5947068926050814,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.43255
34,4.73701201884909,12.528995711124631,2.2881700546792976,2.7459433333333334,0.01,-0.10611211163747462,0.09150484154883072,-0.19941605840775325,-0.13663946989804693,0.14011750876689355,0.2417376865217828,0.10564673111923228,0.35360013660080686,-130.77255075323205,-55.58113870055786,-78.10685342885822,130.77255075323205,-55.58113870055786,21.995048718992365,55.50664081900041,0.022428707783995926,0.05660102157107719,6.98495786873239,2.7632589311219456e-16,0.3789089452608693,0.6006021166342004,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.4452333333333334
35,4.716361886322236,12.440558215467494,2.2682638253382184,2.7700416666666663,0.01,-0.11292976187683947,0.09818762256129565,-0.21257181635200473,-0.14314145112526053,0.14964605020447122,0.2562737835546894,0.11298235271043776,0.3760096106480178,-131.00557063884813,-56.04449317673647,-78.64810879580627,131.00557063884813,-56.04449317673647,23.16034338588109,58.194063171734456,0.02361697764871908,0.059341429715279385,7.05276215923368,1.990176221452772e-16,0.3871423433011021,0.6063812070100824,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.4579166666666665
36,4.6959794817767575,12.35355772525993,2.248700962435521,2.7941399999999996,0.01,-0.12013370693230624,0.10507680535401324,-0.22608332635693817,-0.15004950082569216,0.15960339145739488,0.27134576310430425,0.12066778448407624,0.39930173938512564,-131.17506766249485,-56.42812274074441,-79.11072476483332,131.17506766249485,-56.42812274074441,24.357135571654677,60.93759356484152,0.024837366044117695,0.06213905213792838,7.1224569718906325,7.010253428023762e-16,0.3952396923386254,0.6120467509266948,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.4706
37,4.675859069635141,12.267958509975617,2.2294726577464483,2.818238333333333,0.01,-0.12774571676804844,0.11216858396609213,-0.23995119088941508,-0.15739208619294176,0.17000223346044815,0.2869648807875537,0.12871424091723013,0.4234980876070234,-131.2851194358555,-56.737778863212,-79.50031658236323,131.2851194358555,-56.737778863212,25.58581316248668,63.73765052154246,0.02609026850401175,0.06499431561393797,7.194090035560266,1.8745096061464193e-16,0.403202876238431,0.6176012869401197,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.4832833333333333
38,4.655995084882608,12.183726026881999,2.210570401763192,2.8423366666666667,0.01,-0.13578881860780503,0.11945815566846714,-0.2541752142055685,-0.16519953505212828,0.18085589350257597,0.30314340813860025,0.13713356873719443,0.4486217473944456,-131.33921426831824,-56.97840715819592,-79.82169362294867,131.33921426831824,-56.97840715819592,26.846823934838447,66.59483875468345,0.027376141633318668,0.06790783677880159,7.267708611673429,2.682444660234028e-16,0.4110338130032072,0.6230473044078553,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.4959666666666667
39,4.636382126600722,12.100826871814228,2.1919859711382212,2.8664349999999996,0.01,-0.1442873473830144,0.12693958128494873,-0.2687542381893587,-0.17350413985946692,0.19217829198851982,0.31989455621050505,0.1459382315500838,0.47469724425180804,-131.34032761152494,-57.15425426655531,-80.07897065623455,131.34032761152494,-57.15425426655531,28.140669406308184,69.50992268873762,0.028695496837664425,0.0708803951285481,7.34335916460552,2.7899775691520065e-16,0.4187344479074008,0.628387243122762,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.5086499999999998
40,4.617014951798112,12.01922873238511,2.1737114167557037,2.890533333333333,0.01,-0.1532669925240404,0.13460562897032735,-0.2836859566675314,-0.18234026199205716,0.2039839364946703,0.33723240228914025,0.15514129414311334,0.5017504455524336,-131.29098658093173,-57.268958540290186,-80.27566119343183,131.29098658093173,-57.268958540290186,29.467898737716776,72.48380227984131,0.030048894105241628,0.07391290836304072,7.42108697782694,1.2107157782490474e-16,0.4263067472742925,0.6336234931196175,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.5213333333333332
41,4.59788846952234,11.938900343491348,2.1557390523947006,2.9146316666666663,0.01,-0.1627548394940344,0.14244759986696867,-0.2989667057488262,-0.19174443478921477,0.21628790184980046,0.35517181675766546,0.16475640517024692,0.5298084669180876,-131.19332452745294,-57.325627002645234,-80.41475593736996,131.19332452745294,-57.325627002645234,30.82910250921075,75.51749033197522,0.031436935660200734,0.0770064092549191,7.5009357087027855,2.5346435752220504e-16,0.4337526928425788,0.6387583946343836,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.5340166666666666
42,4.578997735237878,11.859811444985311,2.1380614439501375,2.9387299999999996,0.01,-0.17277940412104983,0.15045513399148852,-0.3145912275473625,-0.20175546339741893,0.22910580488678547,0.3737283872820791,0.17479777690186668,0.5588995723233366,-131.0491273087038,-57.32690072921105,-80.49878886407004,131.0491273087038,-57.32690072921105,32.22490619977051,78.61209061076129,0.03286025931359894,0.08016202333188326,7.582946874056866,3.2157490995261906e-16,0.4410742766732852,0.6437942381982417,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.5467
43,4.560337945456092,11.781932741390182,2.1206713991798107,2.9628283333333334,0.01,-0.18337065738250752,0.15861599465728338,-0.3305524044753943,-0.21241451898265967,0.2424537723979817,0.3929183375449654,0.18528016065899233,0.5890530637523219,-130.85987263763124,-57.275010488097166,-80.5298930399923,130.85987263763124,-57.275010488097166,33.655963201708325,81.76877613172056,0.034319531340170524,0.08338094673687811,7.667159257825465,3.674192398855081e-16,0.4482734965517925,0.6487332648502161,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.5593833333333333
44,4.5419044326040146,11.70523586354398,2.1035619579477185,2.9869266666666667,0.01,-0.19456003783030687,0.16691582972750316,-0.3468409611403397,-0.22376522429516726,0.25634840068576836,0.4127584377437015,0.19621881646233885,0.620299156162963,-130.62676366061112,-57.17182420345273,-80.5098479236699,130.62676366061112,-57.17182420345273,35.12294720022792,84.98876705286662,0.03581543870764014,0.08666442368481247,7.753608231315134,2.404949033299321e-16,0.4553523518434311,0.6535776664537991,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.5720666666666667
45,4.52369266011943,11.629693332065386,2.086726382935906,3.0110249999999996,0.01,-0.2063804483080885,0.17533790802979998,-0.3634451307698275,-0.23585372688992123,0.27080670493197573,0.43326590399910603,0.20762947530740727,0.6526688333459545,-130.3507577311398,-57.01888756930876,-80.44011960599555,130.3507577311398,-57.01888756930876,36.62654374351501,88.2733076368225,0.03734868048060756,0.09001372297045629,7.842324975765849,2.7420987268808504e-16,0.46231283976445897,0.6583295861044461,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,1.67,3.405334178,1.5847499999999999
