benchmark,candidate_name,candidate_order,pitch_oscillation_scale,pitch_forward_speed_scale,row_count,affected_pitch_radiation_column_count,unaffected_row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,pitch_body_condition_zero,3,0.0,0.0,8,4,4,1,7,0.125,6.666666666666666,61.93326292791528,0.0,3.8012787559136423,3,1,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,pitch_oscillation_only,1,1.0,0.0,8,4,4,1,7,0.125,26.36446487125272,88.22504783608254,-0.86934167907816,0.0,4,0,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,pitch_forward_only,2,0.0,1.0,8,4,4,1,7,0.125,27.01033971531443,102.20501988910044,-0.09540685371804525,0.0,4,0,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_combined,0,1.0,1.0,8,4,4,1,7,0.125,36.16747385232085,163.9044915108257,0.0,0.0,0,0,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
