coarse_case,fine_case,coefficient,coarse_value,fine_value,absolute_change,relative_change,relative_limit,strict_relative_status,change_over_digitization_uncertainty,absolute_change_within_digitization_uncertainty
sub8,sub16,A33,0.9533654512416857,0.9623421070114798,0.008976655769794117,0.009327925801429195,0.05,PASS,0.24087359678253834,True
sub8,sub16,A53,-0.23091438306912437,-0.23411006849092772,0.003195685421803346,0.013650354478142343,0.05,PASS,0.08575089225605335,True
sub8,sub16,B33,2.096662366980895,2.1118859726855232,0.01522360570462844,0.007208535830781503,0.05,PASS,0.13606097584905572,True
sub8,sub16,B53,0.8324206929426765,0.8460249723351007,0.013604279392424146,0.0160802338433051,0.05,PASS,0.12158824694820256,True
sub16,sub32,A33,0.9623421070114798,0.9574997348368078,0.004842372174671983,0.005057309154761589,0.05,PASS,0.12993698684512153,True
sub16,sub32,A53,-0.23411006849092772,-0.24203001623613146,0.007919947745203743,0.03272299803292503,0.05,PASS,0.21251859808819804,True
sub16,sub32,B33,2.1118859726855232,2.1223092707604883,0.010423298074965004,0.004911300260790934,0.05,PASS,0.09315822645184149,True
sub16,sub32,B53,0.8460249723351007,0.8475466069781289,0.0015216346430282357,0.0017953403747948717,0.05,PASS,0.013599609608465247,True
