,surge,sway,heave,roll,pitch,yaw
surge,0.0,0.0,0.0,0.0,0.0,0.0
sway,0.0,1031.4277257864942,0.0001908984042050596,1189.538040257512,-0.0011434486095164727,447.9633822912106
heave,0.0,0.0001908984042050596,20131.00926763144,-0.0010467354728654322,12197.196893286786,-0.0011434486095164727
roll,0.0,1189.538040257512,-0.0010467354728654322,1670.6269538434224,-0.00080085219109291,1055.924228813851
pitch,0.0,-0.0011434486095164727,12197.196893286786,-0.00080085219109291,133865.60705162928,0.0006620121893248517
yaw,0.0,447.9633822912106,-0.0011434486095164727,1055.924228813851,0.0006620121893248517,6814.248403237484
