title,station_index,frequency_index,omega_rad_s,quantity,orientation,row_mode,col_mode,heading_index,wave_heading_rad,wave_heading_deg,force_real,force_imag,complex_added_mass_real_per_m,complex_added_mass_imag_per_m,added_mass_per_m,damping_over_omega_per_m,damping_per_m,status
Station section hydrodynamics: example_station_hull.yml,2,13,2.27502346,radiation,pdstrip_internal_transposed,heave,heave,,,,7138.26123,-8173.59619,1379.1791351812608,-1579.2155766545193,1379.1791351812608,-1579.2155766545193,-3592.7524852864594,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,13,2.27502346,radiation,pdstrip_internal_transposed,heave,roll,,,,-0.001094562118,-0.001607095124,-0.00021147968485112575,-0.00031050587697143453,-0.00021147968485112575,-0.00031050587697143453,-0.0007064081545778872,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,13,2.27502346,radiation,pdstrip_internal_transposed,roll,sway,,,,930.029907,-224.717072,179.69051586936226,-43.4174495770625,179.69051586936226,-43.4174495770625,-98.77571636118425,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,13,2.27502346,radiation,pdstrip_internal_transposed,roll,heave,,,,-0.003355354071,-0.00528885657,-0.0006482859308118516,-0.0010218567793028681,-0.0006482859308118516,-0.0010218567793028681,-0.002324748145674067,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,13,2.27502346,radiation,pdstrip_internal_transposed,roll,roll,,,,1409.40869,-347.961639,272.3110006148029,-67.22945783146606,272.3110006148029,-67.22945783146606,-152.94859376966602,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,13,2.27502346,diffraction_force,as_written_section_force_rows,sway,,1,0.0,0.0,-0.0008969329065,0.0004951590672,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,13,2.27502346,diffraction_force,as_written_section_force_rows,heave,,1,0.0,0.0,-6505.29932,7509.03418,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,13,2.27502346,diffraction_force,as_written_section_force_rows,roll,,1,0.0,0.0,-0.001415981213,-0.0001563660335,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,13,2.27502346,froude_krylov_force,as_written_section_force_rows,sway,,1,0.0,0.0,0.003875732422,0.0,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,13,2.27502346,froude_krylov_force,as_written_section_force_rows,heave,,1,0.0,0.0,17191.1094,0.0,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,13,2.27502346,froude_krylov_force,as_written_section_force_rows,roll,,1,0.0,0.0,0.004150390625,0.0,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,as_written_section_force_rows,sway,sway,,,,853.000427,-231.067703,130.472747824051,-35.34352057692664,130.472747824051,-35.34352057692664,-90.37005098838705,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,as_written_section_force_rows,sway,heave,,,,-6.956377183e-05,-0.001881884993,-1.0640295329729552e-05,-0.0002878482804388502,-1.0640295329729552e-05,-0.0002878482804388502,-0.0007360009233817086,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,as_written_section_force_rows,sway,roll,,,,1133.84851,-359.367065,173.43054708213643,-54.96786046510894,173.43054708213643,-54.96786046510894,-140.54763848843473,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,as_written_section_force_rows,heave,sway,,,,0.001819643774,-0.0006980792969,0.00027832802392572126,-0.00010677641086998487,0.00027832802392572126,-0.00010677641086998487,-0.0002730172189178268,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,as_written_section_force_rows,heave,heave,,,,8322.47168,-9309.81348,1272.9838279171765,-1424.0050860666108,1272.9838279171765,-1424.0050860666108,-3641.046792592962,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,as_written_section_force_rows,heave,roll,,,,0.005255121272,-0.0005552903167,0.0008038098115822656,-8.493577630991799e-05,0.0008038098115822656,-8.493577630991799e-05,-0.00021717277482754307,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,as_written_section_force_rows,roll,sway,,,,1134.94934,-359.767181,173.59892720299084,-55.029061177694715,173.59892720299084,-55.029061177694715,-140.7041229423494,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,as_written_section_force_rows,roll,heave,,,,0.0005174573744,-0.003246312495,7.914894692049989e-05,-0.000496547596122365,7.914894692049989e-05,-0.000496547596122365,-0.0012696254036739527,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,as_written_section_force_rows,roll,roll,,,,1720.23352,-559.52533,263.1224875734319,-85.58355303409353,263.1224875734319,-85.58355303409353,-218.82907885830366,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,pdstrip_internal_transposed,sway,sway,,,,853.000427,-231.067703,130.472747824051,-35.34352057692664,130.472747824051,-35.34352057692664,-90.37005098838705,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,pdstrip_internal_transposed,sway,heave,,,,0.001819643774,-0.0006980792969,0.00027832802392572126,-0.00010677641086998487,0.00027832802392572126,-0.00010677641086998487,-0.0002730172189178268,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,pdstrip_internal_transposed,sway,roll,,,,1134.94934,-359.767181,173.59892720299084,-55.029061177694715,173.59892720299084,-55.029061177694715,-140.7041229423494,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,pdstrip_internal_transposed,heave,sway,,,,-6.956377183e-05,-0.001881884993,-1.0640295329729552e-05,-0.0002878482804388502,-1.0640295329729552e-05,-0.0002878482804388502,-0.0007360009233817086,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,pdstrip_internal_transposed,heave,heave,,,,8322.47168,-9309.81348,1272.9838279171765,-1424.0050860666108,1272.9838279171765,-1424.0050860666108,-3641.046792592962,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,pdstrip_internal_transposed,heave,roll,,,,0.0005174573744,-0.003246312495,7.914894692049989e-05,-0.000496547596122365,7.914894692049989e-05,-0.000496547596122365,-0.0012696254036739527,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,pdstrip_internal_transposed,roll,sway,,,,1133.84851,-359.367065,173.43054708213643,-54.96786046510894,173.43054708213643,-54.96786046510894,-140.54763848843473,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,pdstrip_internal_transposed,roll,heave,,,,0.005255121272,-0.0005552903167,0.0008038098115822656,-8.493577630991799e-05,0.0008038098115822656,-8.493577630991799e-05,-0.00021717277482754307,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,radiation,pdstrip_internal_transposed,roll,roll,,,,1720.23352,-559.52533,263.1224875734319,-85.58355303409353,263.1224875734319,-85.58355303409353,-218.82907885830366,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,diffraction_force,as_written_section_force_rows,sway,,1,0.0,0.0,-0.001997824758,0.001430330216,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,diffraction_force,as_written_section_force_rows,heave,,1,0.0,0.0,-7396.2959,8376.39062,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,diffraction_force,as_written_section_force_rows,roll,,1,0.0,0.0,-0.005072058644,0.001562135527,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,froude_krylov_force,as_written_section_force_rows,sway,,1,0.0,0.0,0.002685546875,0.0,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,froude_krylov_force,as_written_section_force_rows,heave,,1,0.0,0.0,16803.3711,0.0,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,14,2.55690575,froude_krylov_force,as_written_section_force_rows,roll,,1,0.0,0.0,0.002197265625,0.0,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,as_written_section_force_rows,sway,sway,,,,1036.40588,-354.756531,122.72979517510863,-42.00979290725567,122.72979517510863,-42.00979290725567,-122.07886139625658,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,as_written_section_force_rows,sway,heave,,,,0.002554897917,0.002937716432,0.00030254758690361893,0.0003478804423436028,0.00030254758690361893,0.0003478804423436028,0.0010109273425148962,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,as_written_section_force_rows,sway,roll,,,,1365.58984,-555.728516,161.71131850044057,-65.80862600050772,161.71131850044057,-65.80862600050772,-191.23736577160116,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,as_written_section_force_rows,heave,sway,,,,0.004352480639,-0.001552079804,0.000515414923473896,-0.00018379521007767994,0.000515414923473896,-0.00018379521007767994,-0.0005341018944298029,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,as_written_section_force_rows,heave,heave,,,,9933.91699,-10604.1982,1176.361135146427,-1255.7349376310522,1176.361135146427,-1255.7349376310522,-3649.1179982708586,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,as_written_section_force_rows,heave,roll,,,,0.008865856566,-0.002156822011,0.001049882851298636,-0.00025540797167148056,0.001049882851298636,-0.00025540797167148056,-0.0007422058576203193,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,as_written_section_force_rows,roll,sway,,,,1366.91882,-556.36969,161.86869453075778,-65.88455296619765,161.86869453075778,-65.88455296619765,-191.45800664791213,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,as_written_section_force_rows,roll,heave,,,,0.00213601673,0.00606961688,0.00025294423818157544,0.0007187558955896524,0.00025294423818157544,0.0007187558955896524,0.002088677312671939,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,as_written_section_force_rows,roll,roll,,,,2072.43286,-871.55719,245.41472152007142,-103.20863425832091,245.41472152007142,-103.20863425832091,-299.9203681944924,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,pdstrip_internal_transposed,sway,sway,,,,1036.40588,-354.756531,122.72979517510863,-42.00979290725567,122.72979517510863,-42.00979290725567,-122.07886139625658,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,pdstrip_internal_transposed,sway,heave,,,,0.004352480639,-0.001552079804,0.000515414923473896,-0.00018379521007767994,0.000515414923473896,-0.00018379521007767994,-0.0005341018944298029,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,pdstrip_internal_transposed,sway,roll,,,,1366.91882,-556.36969,161.86869453075778,-65.88455296619765,161.86869453075778,-65.88455296619765,-191.45800664791213,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,pdstrip_internal_transposed,heave,sway,,,,0.002554897917,0.002937716432,0.00030254758690361893,0.0003478804423436028,0.00030254758690361893,0.0003478804423436028,0.0010109273425148962,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,pdstrip_internal_transposed,heave,heave,,,,9933.91699,-10604.1982,1176.361135146427,-1255.7349376310522,1176.361135146427,-1255.7349376310522,-3649.1179982708586,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,pdstrip_internal_transposed,heave,roll,,,,0.00213601673,0.00606961688,0.00025294423818157544,0.0007187558955896524,0.00025294423818157544,0.0007187558955896524,0.002088677312671939,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,pdstrip_internal_transposed,roll,sway,,,,1365.58984,-555.728516,161.71131850044057,-65.80862600050772,161.71131850044057,-65.80862600050772,-191.23736577160116,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,pdstrip_internal_transposed,roll,heave,,,,0.008865856566,-0.002156822011,0.001049882851298636,-0.00025540797167148056,0.001049882851298636,-0.00025540797167148056,-0.0007422058576203193,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,radiation,pdstrip_internal_transposed,roll,roll,,,,2072.43286,-871.55719,245.41472152007142,-103.20863425832091,245.41472152007142,-103.20863425832091,-299.9203681944924,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,diffraction_force,as_written_section_force_rows,sway,,1,0.0,0.0,-0.0006796418456,-0.002308007795,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,diffraction_force,as_written_section_force_rows,heave,,1,0.0,0.0,-8519.68945,9274.72461,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,diffraction_force,as_written_section_force_rows,roll,,1,0.0,0.0,-0.002033377299,-0.001653332496,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,froude_krylov_force,as_written_section_force_rows,sway,,1,0.0,0.0,-0.001770019531,0.0,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,froude_krylov_force,as_written_section_force_rows,heave,,1,0.0,0.0,16280.2793,0.0,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,15,2.90596199,froude_krylov_force,as_written_section_force_rows,roll,,1,0.0,0.0,-0.00390625,0.0,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,as_written_section_force_rows,sway,sway,,,,1209.97559,-484.689575,113.89217346131713,-45.62269652959865,113.89217346131713,-45.62269652959865,-148.7038849233104,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,as_written_section_force_rows,sway,heave,,,,0.003299031407,0.007595093921,0.00031053011347144377,0.0007149084340664486,0.00031053011347144377,0.0007149084340664486,0.0023301924173015653,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,as_written_section_force_rows,sway,roll,,,,1573.40845,-765.136475,148.10125889638988,-72.0205075643557,148.10125889638988,-72.0205075643557,-234.7456438051662,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,as_written_section_force_rows,heave,sway,,,,-0.0007623096462,0.005175927188,-7.175442477830954e-05,0.00048719792530595054,-7.175442477830954e-05,0.00048719792530595054,0.0015879864569725596,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,as_written_section_force_rows,heave,heave,,,,11757.7295,-11805.1475,1106.7275892113207,-1111.1909346918594,1106.7275892113207,-1111.1909346918594,-3621.846612530722,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,as_written_section_force_rows,heave,roll,,,,-0.01297482196,0.01158710662,-0.0012212896570070696,0.001090667256419459,-0.0012212896570070696,0.001090667256419459,0.003554951165216641,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,as_written_section_force_rows,roll,sway,,,,1574.99829,-766.036865,148.25090681867215,-72.10525917001647,148.25090681867215,-72.10525917001647,-235.021885543904,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,as_written_section_force_rows,roll,heave,,,,0.00301365112,0.01381491777,0.0002836679342522378,0.0013003659115260933,0.0002836679342522378,0.0013003659115260933,0.00423844878919683,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,as_written_section_force_rows,roll,roll,,,,2384.87012,-1209.27563,224.48224876152435,-113.82628786296719,224.48224876152435,-113.82628786296719,-371.008565893095,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,pdstrip_internal_transposed,sway,sway,,,,1209.97559,-484.689575,113.89217346131713,-45.62269652959865,113.89217346131713,-45.62269652959865,-148.7038849233104,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,pdstrip_internal_transposed,sway,heave,,,,-0.0007623096462,0.005175927188,-7.175442477830954e-05,0.00048719792530595054,-7.175442477830954e-05,0.00048719792530595054,0.0015879864569725596,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,pdstrip_internal_transposed,sway,roll,,,,1574.99829,-766.036865,148.25090681867215,-72.10525917001647,148.25090681867215,-72.10525917001647,-235.021885543904,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,pdstrip_internal_transposed,heave,sway,,,,0.003299031407,0.007595093921,0.00031053011347144377,0.0007149084340664486,0.00031053011347144377,0.0007149084340664486,0.0023301924173015653,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,pdstrip_internal_transposed,heave,heave,,,,11757.7295,-11805.1475,1106.7275892113207,-1111.1909346918594,1106.7275892113207,-1111.1909346918594,-3621.846612530722,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,pdstrip_internal_transposed,heave,roll,,,,0.00301365112,0.01381491777,0.0002836679342522378,0.0013003659115260933,0.0002836679342522378,0.0013003659115260933,0.00423844878919683,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,pdstrip_internal_transposed,roll,sway,,,,1573.40845,-765.136475,148.10125889638988,-72.0205075643557,148.10125889638988,-72.0205075643557,-234.7456438051662,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,pdstrip_internal_transposed,roll,heave,,,,-0.01297482196,0.01158710662,-0.0012212896570070696,0.001090667256419459,-0.0012212896570070696,0.001090667256419459,0.003554951165216641,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,radiation,pdstrip_internal_transposed,roll,roll,,,,2384.87012,-1209.27563,224.48224876152435,-113.82628786296719,224.48224876152435,-113.82628786296719,-371.008565893095,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,diffraction_force,as_written_section_force_rows,sway,,1,0.0,0.0,0.002383336192,-0.0030056783,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,diffraction_force,as_written_section_force_rows,heave,,1,0.0,0.0,-9677.19727,10008.1758,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,diffraction_force,as_written_section_force_rows,roll,,1,0.0,0.0,0.0009591101552,-0.007430186495,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,froude_krylov_force,as_written_section_force_rows,sway,,1,0.0,0.0,-0.002593994141,0.0,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,froude_krylov_force,as_written_section_force_rows,heave,,1,0.0,0.0,15709.3203,0.0,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,16,3.25942779,froude_krylov_force,as_written_section_force_rows,roll,,1,0.0,0.0,-0.003601074219,0.0,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,as_written_section_force_rows,sway,sway,,,,1359.69641,-595.233337,106.20033814587559,-46.49124701674981,106.20033814587559,-46.49124701674981,-166.35245746027104,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,as_written_section_force_rows,sway,heave,,,,0.007479568478,-0.004809331149,0.0005841985723480965,-0.00037563723087221534,0.0005841985723480965,-0.00037563723087221534,-0.0013440847574308138,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,as_written_section_force_rows,sway,roll,,,,1742.42151,-946.359863,136.09343394136573,-73.91630713968311,136.09343394136573,-73.91630713968311,-264.4833195083887,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,as_written_section_force_rows,heave,sway,,,,-0.002344890498,-0.0008915021899,-0.00018314982813159785,-6.963159814856656e-05,-0.00018314982813159785,-6.963159814856656e-05,-0.0002491520062846853,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,as_written_section_force_rows,heave,heave,,,,13594.1084,-12761.6953,1061.7803343848557,-996.7639439267411,1061.7803343848557,-996.7639439267411,-3566.5666597470677,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,as_written_section_force_rows,heave,roll,,,,0.0009299291996,-0.007699029054,7.263297506922404e-05,-0.0006013397423986144,7.263297506922404e-05,-0.0006013397423986144,-0.0021516812375562996,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,as_written_section_force_rows,roll,sway,,,,1744.21704,-947.525757,136.2336754627441,-74.00737036242285,136.2336754627441,-74.00737036242285,-264.8091569909056,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,as_written_section_force_rows,roll,heave,,,,0.01038976014,-0.008607609197,0.0008115017676060054,-0.0006723052297747471,0.0008115017676060054,-0.0006723052297747471,-0.0024056060938982323,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,as_written_section_force_rows,roll,roll,,,,2634.30322,-1506.46814,205.75467485625626,-117.6640790527558,205.75467485625626,-117.6640790527558,-421.0192232136414,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,pdstrip_internal_transposed,sway,sway,,,,1359.69641,-595.233337,106.20033814587559,-46.49124701674981,106.20033814587559,-46.49124701674981,-166.35245746027104,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,pdstrip_internal_transposed,sway,heave,,,,-0.002344890498,-0.0008915021899,-0.00018314982813159785,-6.963159814856656e-05,-0.00018314982813159785,-6.963159814856656e-05,-0.0002491520062846853,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,pdstrip_internal_transposed,sway,roll,,,,1744.21704,-947.525757,136.2336754627441,-74.00737036242285,136.2336754627441,-74.00737036242285,-264.8091569909056,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,pdstrip_internal_transposed,heave,sway,,,,0.007479568478,-0.004809331149,0.0005841985723480965,-0.00037563723087221534,0.0005841985723480965,-0.00037563723087221534,-0.0013440847574308138,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,pdstrip_internal_transposed,heave,heave,,,,13594.1084,-12761.6953,1061.7803343848557,-996.7639439267411,1061.7803343848557,-996.7639439267411,-3566.5666597470677,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,pdstrip_internal_transposed,heave,roll,,,,0.01038976014,-0.008607609197,0.0008115017676060054,-0.0006723052297747471,0.0008115017676060054,-0.0006723052297747471,-0.0024056060938982323,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,pdstrip_internal_transposed,roll,sway,,,,1742.42151,-946.359863,136.09343394136573,-73.91630713968311,136.09343394136573,-73.91630713968311,-264.4833195083887,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,pdstrip_internal_transposed,roll,heave,,,,0.0009299291996,-0.007699029054,7.263297506922404e-05,-0.0006013397423986144,7.263297506922404e-05,-0.0006013397423986144,-0.0021516812375562996,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,radiation,pdstrip_internal_transposed,roll,roll,,,,2634.30322,-1506.46814,205.75467485625626,-117.6640790527558,205.75467485625626,-117.6640790527558,-421.0192232136414,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,diffraction_force,as_written_section_force_rows,sway,,1,0.0,0.0,-0.00751436688,0.006421550177,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,diffraction_force,as_written_section_force_rows,heave,,1,0.0,0.0,-10733.9521,10499.0176,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Station section hydrodynamics: example_station_hull.yml,2,17,3.57814574,diffraction_force,as_written_section_force_rows,roll,,1,0.0,0.0,-0.00975699909,0.009236101992,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
