component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,0.5421382098877494,1.0095982098877494,3.1748371380117906,0.07712750644667862,0.5445875064466786,1.712539328448675,zero_diagnostic_only,False
resolved_station_bem,1.4,0.5385600673070399,1.0060200673070399,3.1635851173177354,0.09415222749983851,0.5616122274998385,1.7660761871064103,zero_diagnostic_only,False
transom_extrapolation,1.4,-0.4161284941751174,0.051331505824882606,0.16141982963799562,-0.432206688493679,0.035253311506320995,0.1108594701456635,zero_diagnostic_only,False
pre_chine_bem,1.4,0.4280147801262533,0.8954747801262533,2.8159584280699788,0.37072581327968074,0.8381858132796807,2.6358044442757254,zero_diagnostic_only,False
post_chine_bem,1.4,-0.04101893785495318,0.4264410621450468,1.3410096293869396,-0.07074051993122724,0.3967194800687728,1.2475455348074616,zero_diagnostic_only,False
longitudinal_bin_aft_post_chine,1.4,-0.31655380563072427,0.15090619436927571,0.4745477810354582,-0.34693647815958045,0.12052352184041953,0.37900478566169665,zero_diagnostic_only,False
longitudinal_bin_middle_post_chine,1.4,-0.12934337198059023,0.3381166280194098,1.0632598365390244,-0.11283782335673269,0.3546221766432673,1.1151640774945513,zero_diagnostic_only,False
longitudinal_bin_forward_post_chine,1.4,0.07797461564996834,0.5454346156499683,1.715203193867825,0.12296483440010537,0.5904248344001054,1.8566818691827214,zero_diagnostic_only,False
longitudinal_bin_pre_chine,1.4,0.4280147801262533,0.8954747801262533,2.8159584280699788,0.37072581327968074,0.8381858132796807,2.6358044442757254,zero_diagnostic_only,False
bem,1.4,0.5421382098877494,1.0095982098877494,3.1748371380117906,0.07712750644667862,0.5445875064466786,1.712539328448675,zero_diagnostic_only,False
front,1.4,0.7736900153915751,1.241150015391575,3.9029874697848275,0.6216450647803198,1.0891050647803198,3.4248586942777353,zero_diagnostic_only,False
transom,1.4,nan,nan,nan,nan,nan,nan,zero_diagnostic_only,False
total,1.4,0.6169956350709619,1.0844556350709618,3.4102378461350997,0.13188542446044565,0.5993454244604457,1.8847340391837915,zero_diagnostic_only,False
