iteration,shape_dipole_coefficient,relative_change
0,4.0,0.33740730525636464
1,2.6503707789745414,0.07968616545672029
2,2.4391728945595195,0.015101944016508214
3,2.4023366420592973,0.0027267918227936146
4,2.3957859701481325,0.00048792572007693764
5,2.394617004553498,8.716666646406927e-05
